Hour,Year,Zone,Price [Eur/MWh]
664,2030,DE4-N,46.6658007990243
665,2030,DE4-N,46.6960174391775
666,2030,DE4-N,46.6960174391775
667,2030,DE4-N,46.6960174391775
668,2030,DE4-N,38.1173559636725
669,2030,DE4-N,36.979169740494
670,2030,DE4-N,36.979169740494
671,2030,DE4-N,34.2338433534603
672,2030,DE4-N,32.1346550566636
673,2030,DE4-N,30.9608225670214
674,2030,DE4-N,30.8280694731905
675,2030,DE4-N,30.8280694731905
676,2030,DE4-N,30.887770716901
677,2030,DE4-N,31.0221628823609
678,2030,DE4-N,31.617896093573
679,2030,DE4-N,34.7823314716405
680,2030,DE4-N,38.204351215555
681,2030,DE4-N,36.1217407123271
682,2030,DE4-N,29.5809679439987
683,2030,DE4-N,28.2748524742116
684,2030,DE4-N,28.0369800241906
685,2030,DE4-N,28.0369800241906
686,2030,DE4-N,28.2748524742116
687,2030,DE4-N,30.4631341562456
688,2030,DE4-N,33.0761774860778
689,2030,DE4-N,38.9268701399907
690,2030,DE4-N,45.2557791013209
691,2030,DE4-N,40.2726202264196
692,2030,DE4-N,40.2726202264196
693,2030,DE4-N,39.4712814986337
694,2030,DE4-N,37.2874485951896
695,2030,DE4-N,35.2834375018586
696,2030,DE4-N,33.7830423891096
697,2030,DE4-N,31.7151228707662
698,2030,DE4-N,31.6343464463537
699,2030,DE4-N,31.7151228707662
700,2030,DE4-N,32.1346550566636
701,2030,DE4-N,32.9206521717784
702,2030,DE4-N,36.1701180861999
703,2030,DE4-N,37.9990905937467
704,2030,DE4-N,41.5542955299892
705,2030,DE4-N,35.7495466851279
706,2030,DE4-N,29.3875286440759
707,2030,DE4-N,28.5686907353892
708,2030,DE4-N,26.5744565619575
709,2030,DE4-N,26.2509637536784
710,2030,DE4-N,27.0924815453602
711,2030,DE4-N,27.8939249939492
712,2030,DE4-N,30.6493881563674
713,2030,DE4-N,39.6138243564802
714,2030,DE4-N,40.135549471186
715,2030,DE4-N,40.135549471186
716,2030,DE4-N,39.6138243564802
717,2030,DE4-N,37.2874485951896
718,2030,DE4-N,37.1965668564754
719,2030,DE4-N,34.6470272589125
720,2030,DE4-N,33.57150266072
721,2030,DE4-N,32.1346550566636
722,2030,DE4-N,32.1346550566636
723,2030,DE4-N,32.1346550566636
724,2030,DE4-N,32.1346550566636
725,2030,DE4-N,32.9206521717784
726,2030,DE4-N,34.8972009581042
727,2030,DE4-N,37.0779418876301
728,2030,DE4-N,39.3368671706319
729,2030,DE4-N,30.2869092145648
730,2030,DE4-N,28.4274335926462
731,2030,DE4-N,26.1431725227834
732,2030,DE4-N,23.8138927710618
733,2030,DE4-N,23.3615838722023
734,2030,DE4-N,25.2636692504883
735,2030,DE4-N,27.2636834304458
736,2030,DE4-N,29.7103427173601
737,2030,DE4-N,49.0752784498416
738,2030,DE4-N,50.3749574440154
739,2030,DE4-N,50.3749574440154
