Subsets,Subsets_2,Type of units,Parameters-->,Used (1 or 0),Unit tag,Yearly demand (kg fuel),Produced from,El balance,Heat balance,Process heat balance,H2 balance,CSP balance,Max Capacity,Fuel production rate (kg output/kg input),Heat generated (kWh/output),Process heat generated (kWh/output),Load min (% of max capacity),Ramp up (% of capacity /h),Ramp down (% of capacity /h),Electrical consumption (kWh/output),Investment (EUR/Capacity installed),Fixed cost (EUR/Capacity installed/y),Variable cost (EUR/Output),Fuel selling price (EUR/output),Fuel buying price (EUR/output),CO2e infrastructure (kg CO2e/Capacity/y),CO2e process (kg CO2e/output),Land use (m2/Capacity),Annuity factor
Product,O2_sell,Sale of oxygen,0,0,O2,0,Product/Reactant3,0,0,0,0,0,0,Stoechiometric conversion,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
Stor_in,NoSubset,H2 pipes compressor,0,0,H2_to_pipe,0,-,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Compression work from 20 to 100 bars,0,0,0,0,0,0,0,0,0
Stor_out,NoSubset,H2 pipes valve,0,0,H2_from_pipe,0,-,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
Tank,NoSubset,H2 buried pipes,0,0,H2_stored_pipe,0,-,0,0,0,0,0,0,0,0,0,Based on Papadias2021 assuming same values as of 2020,0.0,0.0,0,Based on Induspart2023 for a working pressure around 100 bars,3% Capex based on Induspart2023,0,0,0,0,0,0,0
RPU_OFF_SP379-HH100,NoSubset,OFF_SP379-HH100,0,0,SP379-HH100,0,-,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,From Campion2021,From Campion2021,From Campion2021,0,0,0,0,0,0
RPU_OFF_SP379-HH150,NoSubset,OFF_SP379-HH150,0,0,SP379-HH150,0,-,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,From Campion2021,From Campion2021,From Campion2021,0,0,0,0,0,0
RPU_OFF_SP450-HH100,NoSubset,OFF_SP450-HH100,0,0,SP450-HH100,0,-,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,From Campion2021,From Campion2021,From Campion2021,0,0,0,0,0,0
RPU_OFF_SP450-HH150,NoSubset,OFF_SP450-HH150,0,0,SP450-HH150,0,-,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,From Campion2021,From Campion2021,From Campion2021,0,0,0,0,0,0
PU_Grid_in,Grid_buy,Electricity from the grid,0,0,Power_from_the_grid,0,-,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
Grid_out,Grid_sell,Curtailment,0,0,Curtailment,0,-,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
Stor_in,NoSubset,Charge batteries,0,0,Electricity_to_batteries,0,-,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Based on Induspart2023,0,0,0,0,0,0,0,0,0
Stor_out,NoSubset,Discharge batteries,0,0,Electricity_from_batteries,0,-,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Based on Induspart2023,0,0,0,0,0,0,0,0,0
Tank,NoSubset,Batteries,0,0,Electricity_stored,0,-,0,0,0,0,0,0,0,0,0,Based on communication with industrial partners,0.0,0.0,0,Low cost estimatiom from Ikaheimo2018,1% Capex based on Induspart2023,0,0,0,0,0,0,0.0
