Informations,Time,Biomass wheat 2,Biochar,DME-W2,H2O wwtp,H2_from_SOEC_HI,H2_pipeline_to_Wheat-2,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,7651,3037.7692221159355,584.1863888684491,1669.1039681955688,1262.3376040773296,112.20778702909597,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,897.6622962327677,0.0,141.84152319854002,9258.983178191198,0.0,0.0,0.0,0.0,4908.88870005044,0.0,0.0,0.0,0.0,0.0,112.20778702909597,4908.88870005044,1.0
 ,7652,3037.7692221159355,584.1863888684491,1669.1039681955688,2392.3871024826926,212.65663133179493,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,1701.2530506543594,0.0,41.3926788958411,9217.590499295356,0.0,0.0,0.0,0.0,8347.064298948757,0.0,0.0,0.0,0.0,0.0,212.6566313317949,8347.064298948757,1.0
 ,7653,3037.7692221159355,584.1863888684491,1669.1039681955688,3778.7469456837616,335.88861739411215,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,2687.108939152897,81.83930716647617,0.0,9299.429806461832,0.0,0.0,0.0,0.0,12641.9930706245,0.0,0.0,0.0,0.0,0.0,335.8886173941122,12641.9930706245,1.0
 ,7654,4755.469559122501,914.5133767543269,2612.89536215522,4474.135894101404,397.70096836456923,397.70096836456923,0.0,4337.406301177665,2874.1848983707423,3181.607746916554,0.0,0.0,9299.429806461832,0.0,0.0,0.0,0.0,15284.811489582864,0.0,0.0,0.0,0.0,0.0,397.70096836456923,15284.811489582864,1.0
 ,7655,4396.877459813099,845.5533576563653,2415.8667361610437,4136.758109864801,367.7118319879823,367.7118319879823,0.0,4010.3387820273324,2657.4534097771484,2941.6946559038583,0.0,0.0,9299.429806461832,0.0,0.0,0.0,0.0,14132.241260406723,0.0,0.0,0.0,0.0,0.0,367.71183198798224,14132.241260406723,1.0
 ,7656,3938.435260211734,757.3913961945642,2163.975417698755,3705.4373590732093,329.3722096953964,329.37220969539646,0.0,3592.199193379933,2380.3729594686306,2634.9776775631713,0.0,0.0,9299.429806461832,0.0,0.0,0.0,0.0,12658.737432307445,0.0,0.0,0.0,0.0,0.0,329.37220969539646,12658.737432307445,1.0
 ,7657,3798.645119802984,730.5086768851892,2087.1676482433977,3573.9172058962286,317.6815294129981,317.6815294129981,0.0,3464.69829608404,2295.8844130677376,2541.4522353039847,0.0,0.0,9299.429806461832,0.0,0.0,0.0,0.0,12209.430393815052,0.0,0.0,0.0,0.0,0.0,317.6815294129981,12209.430393815052,1.0
 ,7658,3659.723241135903,703.7929309876737,2010.8369456790676,3443.213948080595,306.06346205160844,306.06346205160844,0.0,3337.9893298272523,2211.9206402469745,2448.5076964128675,0.0,0.0,9299.429806461832,0.0,0.0,0.0,0.0,11762.914082269814,0.0,0.0,0.0,0.0,0.0,306.0634620516084,11762.914082269814,1.0
 ,7659,3613.705368827433,694.9433401591217,1985.5524004546335,3399.918493929166,302.2149772381481,302.21497723814815,0.0,3296.0169847546913,2184.107640500097,2417.7198179051848,0.0,0.0,9299.429806461832,0.0,0.0,0.0,0.0,11615.005554070456,0.0,0.0,0.0,0.0,0.0,302.21497723814815,11615.005554070456,1.0
 ,7660,3724.8428717610977,716.315936877134,2046.6169625060975,3504.4811001816734,311.50943112725986,311.50943112725986,0.0,3397.3841577601215,2251.2786587567075,2492.075449018079,0.0,0.0,9299.429806461832,0.0,0.0,0.0,0.0,11972.218603306645,0.0,0.0,0.0,0.0,0.0,311.5094311272598,11972.218603306643,1.0
 ,7661,3823.8247103113927,735.3509058291139,2101.0025880831827,3597.6071713753126,319.78730412225,319.78730412225,0.0,3487.664296218083,2311.102846891501,2558.298432978,0.0,0.0,9299.429806461832,0.0,0.0,0.0,0.0,12290.361475282625,0.0,0.0,0.0,0.0,0.0,319.78730412224996,12290.361475282625,1.0
 ,7662,4279.66212468775,823.0119470553366,2351.4627058723904,4026.47723608286,357.9090876518098,357.9090876518098,0.0,3903.428091748168,2586.6089764596295,2863.2727012144783,0.0,0.0,9299.429806461832,0.0,0.0,0.0,0.0,13755.49312254043,0.0,0.0,0.0,0.0,0.0,357.9090876518097,13755.49312254043,1.0
 ,7663,3037.7692221159355,584.1863888684491,1669.1039681955688,4521.499202888156,401.911040256725,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,3215.2883220538,147.86173002908905,0.0,9447.291536490922,0.0,0.0,0.0,0.0,14963.877890659727,0.0,0.0,0.0,0.0,0.0,401.9110402567251,14963.877890659727,1.0
 ,7664,3037.7692221159355,584.1863888684491,1669.1039681955688,4174.226813401968,371.0423834135083,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,2968.339067308066,116.99307318587225,0.0,9564.284609676795,0.0,0.0,0.0,0.0,13878.285108215372,0.0,0.0,0.0,0.0,0.0,371.0423834135083,13878.285108215372,1.0
 ,7665,5510.934694508446,1059.7951335593166,3027.9860958837617,5184.907698431098,460.88068430498646,460.8806843049865,0.0,5026.456919167044,3330.7847054721383,3687.0454744398917,0.0,0.0,9564.284609676795,5980.776687991145,0.0,0.0,0.0,11732.21608585108,0.0,0.0,0.0,0.0,0.0,460.8806843049865,17712.992773842223,1.0
 ,7666,6057.576153740973,1164.9184911040331,3328.3385460115232,8167.192754027192,725.9726892468615,506.5964301387402,0.0,5525.0419863791285,3661.172400612676,5807.781513974892,219.3762591081213,0.0,9783.660868784918,16583.062634884536,0.0,0.0,0.0,10601.9716722522,0.0,0.0,0.0,0.0,0.0,725.9726892468614,27185.03430713674,1.0
 ,7667,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,10001.534937576507,21612.352122513454,0.0,0.0,0.0,8455.90264988791,0.0,0.0,2741.2534422087697,0.0,2741.2534422087697,725.9726892468615,27327.001330192594,1.0
 ,7668,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,10219.409006368096,23968.415666267545,0.0,0.0,0.0,5891.22458544996,0.0,0.0,2542.57294631938,0.0,5283.82638852815,725.9726892468615,27317.067305398123,1.0
 ,7669,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,10437.283075159685,24829.285038023845,0.0,0.0,0.0,3544.223222890312,0.0,0.0,1127.2091455542977,0.0,6411.035534082448,725.9726892468611,27246.29911535986,1.0
 ,7670,6075.538444231871,1168.3727777368981,3338.2079363911375,7884.500181264765,700.8444605568681,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5606.7556844549445,192.745840101596,0.0,10630.02891526128,24104.342409176432,0.0,0.0,0.0,2201.8835613074457,0.0,0.0,0.0,0.0,6411.035534082448,700.844460556868,26306.225970483876,1.0
 ,7671,3037.7692221159355,584.1863888684491,1669.1039681955688,7159.193214032998,636.3727301362666,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,5090.981841090133,382.32341990863034,0.0,11012.352335169911,20706.173836454192,0.0,0.0,0.0,2503.2820716004803,0.0,0.0,0.0,0.0,6411.035534082448,636.3727301362663,23209.455908054668,1.0
 ,7672,3037.7692221159355,584.1863888684491,1669.1039681955688,4998.273417246234,444.2909704218875,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,3554.3277633751,190.2416601942515,0.0,11202.593995364163,12324.024690405997,0.0,0.0,0.0,4130.275881793435,0.0,0.0,0.0,0.0,6411.035534082448,444.29097042188755,16454.30057219943,1.0
 ,7673,3037.7692221159355,584.1863888684491,1669.1039681955688,1883.3144794185887,167.40573150387456,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,1339.2458520309965,0.0,86.64357872376146,11115.950416640402,0.0,0.0,0.0,0.0,6798.210843276221,0.0,0.0,0.0,0.0,6411.035534082448,167.40573150387456,6798.210843276221,1.0
 ,7674,3037.7692221159355,584.1863888684491,1669.1039681955688,2806.9831846898555,249.50961641687604,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,1996.0769313350083,0.0,4.539693810759957,11111.410722829642,0.0,0.0,0.0,0.0,9608.472879064051,0.0,0.0,0.0,0.0,6411.035534082448,249.50961641687607,9608.472879064051,1.0
 ,7675,3501.6996041520993,673.4037700292498,1924.0107715121424,3294.5389923153125,292.8479104280278,292.8479104280277,0.0,3193.857880710156,2116.411848663357,2342.783283424222,0.0,0.0,11111.410722829642,0.0,0.0,0.0,0.0,11255.001777887108,0.0,0.0,0.0,0.0,6411.035534082448,292.84791042802766,11255.001777887106,1.0
 ,7676,3509.513959827123,674.9065307359851,1928.304373531386,3301.8910505674407,293.50142671710586,293.5014267171059,0.0,3200.9852600621007,2121.134810884525,2348.011413736847,0.0,0.0,11111.410722829642,0.0,0.0,0.0,0.0,11280.118320411528,0.0,0.0,0.0,0.0,6411.035534082448,293.50142671710586,11280.118320411526,1.0
 ,7677,3190.861900634506,613.6272885835589,1753.220824524454,3002.090452952832,266.8524847069184,266.8524847069184,0.0,2910.3465687105936,1928.5429069768995,2134.819877655347,0.0,0.0,11111.410722829642,0.0,0.0,0.0,0.0,10255.921530804642,0.0,0.0,0.0,0.0,6411.035534082448,266.8524847069184,10255.921530804644,1.0
 ,7678,3037.7692221159355,584.1863888684491,1669.1039681955688,2307.0830413206,205.07404811738667,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,1640.5923849390933,0.0,48.97526211024936,11062.435460719393,0.0,0.0,0.0,0.0,8087.52669286309,0.0,0.0,0.0,0.0,6411.035534082448,205.07404811738667,8087.52669286309,1.0
 ,7679,3037.7692221159355,584.1863888684491,1669.1039681955688,1723.7133327282208,153.2189629091752,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,1225.7517032734015,0.0,100.83034731846055,10961.605113400932,0.0,0.0,0.0,0.0,6312.624354470777,0.0,0.0,0.0,0.0,6411.035534082448,153.2189629091752,6312.624354470777,1.0
 ,7680,3037.7692221159355,584.1863888684491,1669.1039681955688,1309.1172505210582,116.36597782409406,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,930.9278225927525,0.0,137.68333240354195,10823.92178099739,0.0,0.0,0.0,0.0,5051.2157743554835,0.0,0.0,0.0,0.0,6411.035534082448,116.36597782409406,5051.2157743554835,1.0
 ,7681,3037.7692221159355,584.1863888684491,1669.1039681955688,1022.018636072293,90.84610098420383,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,726.7688078736306,0.0,163.20320924343218,10660.718571753958,0.0,0.0,0.0,0.0,4177.718239895115,0.0,0.0,0.0,0.0,6411.035534082448,90.84610098420382,4177.718239895115,1.0
 ,7682,3037.7692221159355,584.1863888684491,1669.1039681955688,605.5880579261607,53.830049593436506,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,430.64039674749205,0.0,200.21926063419951,10460.499311119758,0.0,0.0,0.0,0.0,2910.7282058855085,0.0,0.0,0.0,0.0,6411.035534082448,53.83004959343652,2910.7282058855085,1.0
 ,7683,3037.7692221159355,584.1863888684491,1669.1039681955688,388.2002891582458,34.50669236962185,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,276.0535389569748,0.0,219.54261785801415,10240.956693261744,0.0,0.0,0.0,0.0,2249.3259194091274,0.0,0.0,0.0,0.0,6411.035534082448,34.50669236962187,2249.3259194091274,1.0
 ,7684,3037.7692221159355,584.1863888684491,1669.1039681955688,254.28208561345443,22.602852054529283,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,180.82281643623426,0.0,231.4464581731081,10009.510235088635,0.0,0.0,0.0,0.0,1841.8797851240993,0.0,0.0,0.0,0.0,6411.035534082448,22.602852054529286,1841.8797851240993,1.0
 ,7685,3037.7692221159355,584.1863888684491,1669.1039681955688,49.73578841832781,4.420958970518027,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,35.36767176414422,0.0,249.628351257118,9759.881883831518,0.0,0.0,0.0,0.0,1219.5476759079263,0.0,0.0,0.0,0.0,6411.035534082448,4.420958970518027,1219.5476759079265,1.0
 ,7686,3037.7692221159355,584.1863888684491,1669.1039681955688,0.0,0.0,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,0.0,0.0,254.04931022763603,9505.832573603882,0.0,0.0,0.0,0.0,731.1704601553242,0.0,0.0,0.0,354.7958731471997,6056.239660935248,0.0,1085.966333302524,1.0
 ,7687,3037.7692221159355,584.1863888684491,1669.1039681955688,0.0,0.0,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,0.0,0.0,254.04931022763603,9251.783263376246,0.0,0.0,0.0,0.0,636.2857439519615,0.0,0.0,0.0,454.6745217823183,5601.56513915293,0.0,1090.9602657342798,1.0
 ,7688,3037.7692221159355,584.1863888684491,1669.1039681955688,0.0,0.0,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,0.0,0.0,254.04931022763603,8997.73395314861,0.0,0.0,0.0,0.0,460.4699462810248,0.0,0.0,0.0,639.7437824885675,4961.821356664363,0.0,1100.2137287695923,1.0
 ,7689,3037.7692221159355,584.1863888684491,1669.1039681955688,1280.2188900927545,113.79723467491151,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,910.3778773992921,0.0,140.25207555272453,8857.481877595887,4712.127087508175,0.0,0.0,0.0,251.16542524419532,0.0,0.0,0.0,0.0,4961.821356664363,113.79723467491151,4963.2925127523695,1.0
 ,7690,3037.7692221159355,584.1863888684491,1669.1039681955688,4539.368416201556,403.49941477347164,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,3227.995318187773,149.45010454583576,0.0,9006.931982141723,14816.014977068973,0.0,0.0,0.0,203.723067142514,0.0,0.0,0.0,0.0,4961.821356664363,403.4994147734717,15019.738044211486,1.0
 ,7691,5189.419832967066,997.9653524936664,2851.329578553333,4882.413661906391,433.9923255027903,433.9923255027904,0.0,4733.207100398532,3136.4625364086664,3471.9386040223226,0.0,0.0,9006.931982141723,17217.387435126024,0.0,0.0,0.0,1038.150424342674,0.0,0.0,1500.898440804159,0.0,6462.719797468521,433.99232550279044,16754.63941866454,1.0
 ,7692,5110.964913374897,982.8778679567108,2808.222479876317,4808.600136774514,427.4311232688457,427.4311232688458,0.0,4661.649316594686,3089.0447278639485,3419.4489861507654,0.0,0.0,9006.931982141723,15858.120006037125,0.0,0.0,0.0,569.3082972201761,0.0,0.0,0.0,0.0,6462.719797468521,427.4311232688456,16427.4283032573,1.0
 ,7693,4662.120475756647,896.5616299532011,2561.604657009146,4386.309344193743,389.89416392833266,389.8941639283327,0.0,4252.263730635183,2817.765122710061,3119.1533114266613,0.0,0.0,9006.931982141723,14906.632805674899,0.0,0.0,0.0,78.14035452041632,0.0,0.0,0.0,0.0,6462.719797468521,389.8941639283326,14984.773160195315,1.0
 ,7694,3037.7692221159355,584.1863888684491,1669.1039681955688,3488.189463159277,310.06128561415795,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,2480.4902849132636,56.0119753865219,0.0,9062.943957528245,11644.390975861546,0.0,0.0,0.0,89.30326230904724,0.0,0.0,0.0,0.0,6462.719797468521,310.0612856141579,11733.694238170594,1.0
 ,7695,3397.300925302636,653.3271010197377,1866.6488600563935,3196.3165411924533,284.11702588377364,284.11702588377375,0.0,3098.637107693613,2053.313746062033,2272.936207070189,0.0,0.0,9062.943957528245,10919.448347014135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6462.719797468521,284.11702588377375,10919.448347014137,1.0
 ,7696,3037.7692221159355,584.1863888684491,1669.1039681955688,2195.4306675962353,195.14939267522092,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,1561.1951414017674,0.0,58.899917552415076,9004.04403997583,7747.824345806711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6462.719797468521,195.14939267522092,7747.824345806711,1.0
 ,7697,3037.7692221159355,584.1863888684491,1669.1039681955688,0.0,0.0,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,0.0,0.0,254.04931022763603,8749.994729748194,0.0,0.0,0.0,0.0,16.744361682946355,0.0,0.0,0.0,1106.823345223387,5355.896452245148,0.0,1123.5677069063333,1.0
 ,7698,3037.7692221159355,584.1863888684491,1669.1039681955688,0.0,0.0,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,0.0,0.0,254.04931022763603,8495.945419520558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1124.4489891001726,4231.447463144975,0.0,1124.4489891001726,1.0
 ,7699,3037.7692221159355,584.1863888684491,1669.1039681955688,0.0,0.0,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,0.0,0.0,254.04931022763603,8241.896109292922,0.0,0.0,0.0,0.0,262.32833303282627,0.0,0.0,0.0,848.3139016971975,3383.133561447777,0.0,1110.6422347300238,1.0
 ,7700,3037.7692221159355,584.1863888684491,1669.1039681955688,0.0,0.0,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,0.0,0.0,254.04931022763603,7987.846799065286,0.0,0.0,0.0,0.0,468.8421271224979,0.0,0.0,0.0,630.9309605501747,2752.202600897602,0.0,1099.7730876726728,1.0
 ,7701,3037.7692221159355,584.1863888684491,1669.1039681955688,0.0,0.0,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,0.0,0.0,254.04931022763603,7733.79748883765,0.0,0.0,0.0,0.0,505.12157743554843,0.0,0.0,0.0,592.7420654838057,2159.4605354137966,0.0,1097.8636429193543,1.0
 ,7702,3037.7692221159355,584.1863888684491,1669.1039681955688,0.0,0.0,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,0.0,0.0,254.04931022763603,7479.748178610013,0.0,0.0,0.0,0.0,597.2155666917533,0.0,0.0,0.0,495.80102416148486,1663.6595112523119,0.0,1093.016590853238,1.0
 ,7703,3037.7692221159355,584.1863888684491,1669.1039681955688,0.0,0.0,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,0.0,0.0,254.04931022763603,7225.698868382377,0.0,0.0,0.0,0.0,346.050141447558,0.0,0.0,0.0,760.1856823132695,903.4738289390424,0.0,1106.2358237608273,1.0
 ,7704,3037.7692221159355,584.1863888684491,1669.1039681955688,0.0,0.0,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,0.0,0.0,254.04931022763603,6971.6495581547415,0.0,0.0,0.0,0.0,304.18923724019214,0.0,0.0,0.0,804.2497920052335,99.22403693380794,0.0,1108.4390292454257,1.0
 ,7705,3037.7692221159355,584.1863888684491,1669.1039681955688,0.0,0.0,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,0.0,0.0,254.04931022763603,6717.600247927106,0.0,0.0,0.0,0.0,973.9637045580464,0.0,0.0,0.0,99.22403693380794,0.0,0.0,1073.1877414918542,1.0
 ,7706,3037.7692221159355,584.1863888684491,1669.1039681955688,200.16445541384692,17.792396036786393,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,142.33916829429114,0.0,236.2569141908496,6481.343333736256,0.0,0.0,0.0,0.0,1677.2268952417933,0.0,0.0,0.0,0.0,0.0,17.792396036786393,1677.2268952417933,1.0
 ,7707,3037.7692221159355,584.1863888684491,1669.1039681955688,960.5630221168063,85.38337974371612,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,683.067037949729,0.0,168.66593048391988,6312.677403252336,0.0,0.0,0.0,0.0,3990.7395344355477,0.0,0.0,0.0,0.0,0.0,85.38337974371613,3990.739534435548,1.0
 ,7708,3037.7692221159355,584.1863888684491,1669.1039681955688,479.0078381372483,42.57847450108874,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,340.62779600870994,0.0,211.47083572654728,6101.206567525789,0.0,0.0,0.0,0.0,2525.6078871777418,0.0,0.0,0.0,0.0,0.0,42.578474501088735,2525.6078871777418,1.0
 ,7709,3037.7692221159355,584.1863888684491,1669.1039681955688,1009.1771644995046,89.70463684440041,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,717.6370947552033,0.0,164.34467338323793,5936.861894142551,0.0,0.0,0.0,0.0,4138.648062634908,0.0,0.0,0.0,0.0,0.0,89.70463684440043,4138.648062634908,1.0
 ,7710,3037.7692221159355,584.1863888684491,1669.1039681955688,1842.9555687612542,163.81827277877815,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,1310.5461822302252,0.0,90.23103744885785,5846.630856693693,0.0,0.0,0.0,0.0,6675.41885760128,0.0,0.0,0.0,0.0,0.0,163.81827277877815,6675.41885760128,1.0
 ,7711,3037.7692221159355,584.1863888684491,1669.1039681955688,2637.2923103351536,234.42598314090256,254.04931022763603,0.0,2770.712587204644,1836.0143650151258,1875.4078651272205,0.0,19.62332708673341,5827.00752960696,0.0,0.0,0.0,0.0,9092.188393839871,0.0,0.0,0.0,0.0,0.0,234.42598314090262,9092.188393839871,1.0
 ,7712,5592.473878091662,1075.475745786858,3072.787845105309,5261.623022440595,467.69982421694186,467.699824216942,0.0,5100.827822874812,3380.06662961584,3741.598593735535,0.0,0.0,5827.00752960696,0.0,0.0,0.0,0.0,17975.072266642914,0.0,0.0,0.0,0.0,0.0,467.6998242169419,17975.072266642914,1.0
 ,7713,6075.538444231871,1168.3727777368981,3338.2079363911375,6878.704626754468,611.4404112670638,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,4891.523290136511,103.34179081179198,0.0,5930.349320418752,317.1624001207425,0.0,0.0,0.0,22844.890789433146,0.0,0.0,0.0,0.0,0.0,611.440411267064,23162.053189553884,1.0
 ,7714,6075.538444231871,1168.3727777368981,3338.2079363911375,7708.110468606767,685.1653749872683,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5481.322999898146,177.06675453199634,0.0,6107.416074950748,1676.429829209639,0.0,0.0,0.0,24078.39210007686,0.0,0.0,0.0,0.0,0.0,685.1653749872684,25754.8219292865,1.0
 ,7715,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,6325.290143742338,3171.6240012074254,0.0,0.0,0.0,25060.72798547638,0.0,0.0,992.7745986682393,0.0,992.7745986682393,725.9726892468615,27239.57738801557,1.0
 ,7716,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,6543.164212533928,4530.891430296322,0.0,0.0,0.0,26308.18293085588,0.0,0.0,3475.3673362571894,0.0,4468.141934925428,725.9726892468615,27363.707024895015,1.0
 ,7717,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,6761.038281325517,4848.053830417064,0.0,0.0,0.0,26511.905997998394,0.0,0.0,3971.4487336507623,0.0,8439.590668576191,725.9726892468615,27388.511094764694,1.0
 ,7718,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,6978.912350117107,3624.7131442370573,0.0,0.0,0.0,26511.905997998394,0.0,0.0,2806.3623658602833,0.0,11245.953034436474,725.9726892468615,27330.25677637517,1.0
 ,7719,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,7196.786418908697,1359.2674290888965,0.0,0.0,0.0,26511.905997998394,0.0,0.0,648.7950181001291,0.0,11894.748052536603,725.9726892468615,27222.378408987162,1.0
 ,7720,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,7414.6604877002865,226.54457151481608,0.0,0.0,0.0,26511.905997998394,0.0,0.0,0.0,475.25061954625835,11419.497432990345,725.9726892468615,27213.70118905947,1.0
 ,7721,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,7632.534556491876,0.0,0.0,0.0,0.0,26511.905997998394,0.0,0.0,0.0,713.7185895618543,10705.77884342849,725.9726892468615,27225.624587560247,1.0
 ,7722,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,7850.408625283466,0.0,0.0,0.0,0.0,26511.905997998394,0.0,0.0,0.0,713.7185895618543,9992.060253866635,725.9726892468615,27225.624587560247,1.0
 ,7723,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,8068.282694075056,0.0,0.0,0.0,0.0,26511.905997998394,0.0,0.0,0.0,713.7185895618543,9278.34166430478,725.9726892468615,27225.624587560247,1.0
 ,7724,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,8286.156762866645,0.0,0.0,0.0,0.0,26511.905997998394,0.0,0.0,0.0,713.7185895618543,8564.623074742925,725.9726892468615,27225.624587560247,1.0
 ,7725,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,8504.030831658236,0.0,0.0,0.0,0.0,26511.905997998394,0.0,0.0,0.0,713.7185895618543,7850.904485181071,725.9726892468615,27225.624587560247,1.0
 ,7726,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,8721.904900449825,0.0,0.0,0.0,0.0,26511.905997998394,0.0,0.0,0.0,713.7185895625206,7137.185895618551,725.97268924688,27225.624587560913,1.0
 ,7727,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,8939.778969241423,0.0,0.0,0.0,0.0,26511.905997998394,0.0,0.0,0.0,713.7185895618543,6423.4673060566965,725.9726892468615,27225.624587560247,1.0
 ,7728,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,9157.653038033011,0.0,0.0,0.0,0.0,26511.905997998394,0.0,0.0,0.0,713.7185895618495,5709.748716494847,725.9726892468614,27225.624587560244,1.0
 ,7729,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,9375.5271068246,0.0,0.0,0.0,0.0,26511.905997998394,0.0,0.0,0.0,713.7185895618543,4996.030126932993,725.9726892468615,27225.624587560247,1.0
 ,7730,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,9593.401175616189,0.0,0.0,0.0,0.0,26511.905997998394,0.0,0.0,0.0,713.7185895619468,4282.311537371046,725.9726892468615,27225.624587560254,1.0
