Informations,Time,Biomass wheat 2,Biochar,DME-W2,H2O wwtp,H2_from_SOEC_HI,H2_pipeline_to_Wheat-2,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,2653,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,8259.400488339345,38467.268243215774,0.0,0.0,0.0,23257.91837761249,0.0,34535.24796274611,0.0,0.0,0.0,725.9726892468615,27189.938658082156,1.0
 ,2654,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,8477.274557130933,38784.43064333651,0.0,0.0,0.0,24965.843269273017,0.0,36560.335254527374,0.0,0.0,0.0,725.9726892468615,27189.938658082156,1.0
 ,2655,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,8695.148625922522,38059.4880144891,0.0,0.0,0.0,25465.38339281425,0.0,36334.93274922119,0.0,0.0,0.0,725.9726892468615,27189.938658082156,1.0
 ,2656,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879159062,0.0,8913.022694714113,36247.13144237058,0.0,0.0,0.0,25401.196673029623,0.0,34458.389457318044,0.0,0.0,0.0,725.9726892468615,27189.938658082156,1.0
 ,2657,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,9130.896763505702,32939.580698254256,0.0,0.0,0.0,25049.56507768775,0.0,30799.20711785985,0.0,0.0,0.0,725.9726892468615,27189.938658082156,1.0
 ,2658,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,9348.77083229729,26369.78812432459,0.0,0.0,0.0,23210.476019510807,0.0,11121.907893147181,10731.826278672434,0.0,10731.826278672434,725.9726892468615,27726.52997201578,1.0
 ,2659,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,9566.64490108888,12731.804919132666,0.0,0.0,0.0,20436.493434036027,0.0,0.0,5693.675900082417,0.0,16425.50217875485,725.9726892468615,27474.622453086275,1.0
 ,2660,6075.538444231871,1168.3727777368981,3338.2079363911375,5716.109480121817,508.0986204552726,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,4064.788963642181,0.0,0.0,9566.64490108888,0.0,0.0,0.0,0.0,16571.336612222578,0.0,0.0,0.0,3111.9784845667145,13313.523694188136,508.0986204552726,19683.315096789294,1.0
 ,2661,6075.538444231871,1168.3727777368981,3338.2079363911375,5716.1094801218105,508.09862045527206,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,4064.7889636421764,0.0,0.0,9566.64490108888,0.0,0.0,0.0,0.0,12926.647219234586,0.0,0.0,0.0,6948.493635080371,6365.030059107765,508.09862045527206,19875.14085431496,1.0
 ,2662,6075.538444231871,1168.3727777368981,3338.2079363911375,3887.182477895339,345.5273313684746,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,2764.218650947797,0.0,162.57128908679744,9404.073612002083,0.0,0.0,0.0,0.0,9513.588162860688,0.0,0.0,0.0,4683.808005711798,1681.2220533959671,345.5273313684745,14197.396168572484,1.0
 ,2663,6075.538444231871,1168.3727777368981,3338.2079363911375,1819.3115196207918,161.71657952184816,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,1293.7326361747853,0.0,346.38204093342574,9057.691571068657,0.0,0.0,0.0,0.0,7671.708377736588,0.0,0.0,0.0,0.0,1681.2220533959671,161.71657952184816,7671.708377736588,1.0
 ,2664,6075.538444231871,1168.3727777368981,3338.2079363911375,1346.0115673665978,119.6454726548087,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,957.1637812384696,0.0,388.45314780046334,8669.238423268194,0.0,0.0,0.0,0.0,6231.693273003202,0.0,0.0,0.0,0.0,1681.2220533959671,119.6454726548087,6231.693273003202,1.0
 ,2665,6075.538444231871,1168.3727777368981,3338.2079363911375,1082.7614001244392,96.24545778883905,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,769.9636623107124,0.0,411.853162666433,8257.385260601763,0.0,0.0,0.0,0.0,5430.754639168935,0.0,0.0,0.0,0.0,1681.2220533959671,96.24545778883905,5430.754639168935,1.0
 ,2666,6075.538444231871,1168.3727777368981,3338.2079363911375,826.8492166381595,73.49770814561418,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,587.9816651649135,0.0,434.6009123096578,7822.784348292104,0.0,0.0,0.0,0.0,4652.141820911929,0.0,0.0,0.0,0.0,1681.2220533959671,73.4977081456142,4652.141820911929,1.0
 ,2667,6075.538444231871,1168.3727777368981,3338.2079363911375,475.54324432545314,42.27051060670695,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,338.1640848536556,0.0,465.82810984856496,7356.956238443539,0.0,0.0,0.0,0.0,3583.2934001505196,0.0,0.0,0.0,0.0,1681.2220533959671,42.27051060670696,3583.2934001505196,1.0
 ,2668,6075.538444231871,1168.3727777368981,3338.2079363911375,158.17544688368727,14.060039722994425,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,112.4803177839554,0.0,494.03858073227764,6862.917657711262,0.0,0.0,0.0,0.0,2617.701876433947,0.0,0.0,0.0,0.0,1681.2220533959671,14.060039722994436,2617.701876433947,1.0
 ,2669,6075.538444231871,1168.3727777368981,3338.2079363911375,0.0,0.0,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,0.0,0.0,508.09862045527206,6354.81903725599,0.0,0.0,0.0,0.0,1710.715618607686,0.0,0.0,0.0,448.14469545541243,1233.0773579405547,0.0,2158.8603140630985,1.0
 ,2670,4082.1583360433565,785.0304492391069,2242.944140683163,3840.6577751424024,341.39180223488023,341.3918022348802,0.0,3723.28727353405,2467.2385547514796,2731.134417879042,0.0,0.0,6354.81903725599,11644.390975861546,0.0,0.0,0.0,1476.2945550464372,0.0,0.0,0.0,0.0,1233.0773579405547,341.3918022348802,13120.685530907982,1.0
 ,2671,6075.538444231871,1168.3727777368981,3338.2079363911375,7422.430820452539,659.7716284846701,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5278.173027877361,151.67300802939815,0.0,6506.4920452853885,23605.94435184384,0.0,0.0,0.0,1255.8271262209767,0.0,0.0,0.0,0.0,1233.0773579405547,659.7716284846701,24861.771478064817,1.0
 ,2672,6075.538444231871,1168.3727777368981,3338.2079363911375,8133.213791659918,722.9523370364371,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5783.618696291497,214.85371658116517,0.0,6721.345761866553,26143.243552809774,0.0,0.0,0.0,940.4749811921537,0.0,0.0,0.0,0.0,1233.0773579405547,722.9523370364371,27083.718534001928,1.0
 ,2673,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,6939.219830658143,27457.20206759571,0.0,0.0,0.0,524.6566660656525,0.0,0.0,754.2095957897224,0.0,1987.2869537302809,725.9726892468615,27227.649137871642,1.0
 ,2674,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,7157.093899449732,30266.35475437943,0.0,0.0,0.0,0.0,0.0,0.0,2929.92009171169,0.0,4917.207045441972,725.9726892468615,27336.43466266774,1.0
 ,2675,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,7374.967968241322,31942.784583589066,0.0,0.0,0.0,0.0,0.0,0.0,4526.519929054202,0.0,9443.726974496174,725.9726892468614,27416.26465453486,1.0
 ,2676,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,7592.842037032911,31988.09349789203,0.0,0.0,0.0,0.0,0.0,0.0,4569.671276009404,0.0,14013.398250505605,725.9726892468615,27418.422221882625,1.0
 ,2677,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,7810.716105824501,29722.647782743872,0.0,0.0,0.0,0.0,0.0,0.0,2412.1039282492466,0.0,16425.50217875485,725.9726892468617,27310.543854494623,1.0
 ,2678,6075.538444231871,1168.3727777368981,3338.2079363911375,7788.881547727758,692.3450264646896,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5538.7602117175165,184.2464060094176,0.0,7994.962511833919,26007.316809900884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16425.50217875485,692.3450264646896,26007.316809900884,1.0
 ,2679,6075.538444231871,1168.3727777368981,3338.2079363911375,6730.822698377429,598.2953509668827,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,4786.362807735061,90.19673051161062,0.0,8085.1592423455295,22699.766065784574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16425.50217875485,598.2953509668827,22699.766065784574,1.0
 ,2680,6075.538444231871,1168.3727777368981,3338.2079363911375,5716.1094801218105,508.09862045527206,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,4064.7889636421764,0.0,0.0,8085.1592423455295,17851.712235367508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1764.214670729927,14661.287508024923,508.09862045527206,19615.926906097437,1.0
 ,2681,6075.538444231871,1168.3727777368981,3338.2079363911375,5716.10948012181,508.098620455272,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,4064.788963642176,0.0,0.0,8085.1592423455295,13909.836691009708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5913.55734900129,8747.730159023633,508.0986204552719,19823.394040010997,1.0
 ,2682,5653.596077865845,1087.2300149742007,3106.3714713548593,2169.673484267659,192.85986526823638,472.8114872686239,0.0,5156.576642449066,3417.0086184903457,1542.878922145891,0.0,279.95162200038754,7805.2076203451425,7657.206517200784,0.0,0.0,0.0,932.1028003506805,0.0,0.0,0.0,0.0,8747.730159023633,192.85986526823638,8589.309317551464,1.0
 ,2683,6075.538444231871,1168.3727777368981,3338.2079363911375,1311.712359375109,116.59665416667636,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,932.7732333334109,0.0,391.5019662885952,7413.705654056547,3579.404229934094,0.0,0.0,0.0,2547.933702755004,0.0,0.0,0.0,0.0,8747.730159023633,116.59665416667637,6127.337932689097,1.0
 ,2684,6075.538444231871,1168.3727777368981,3338.2079363911375,841.5251841499178,74.8022385911038,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,598.4179087288304,0.0,433.29638186416827,6980.409272192379,0.0,0.0,0.0,0.0,4696.793452066453,0.0,0.0,0.0,0.0,8747.730159023633,74.8022385911038,4696.793452066453,1.0
 ,2685,6075.538444231871,1168.3727777368981,3338.2079363911375,2014.6853371210702,179.08314107742848,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,1432.6651286194278,0.0,329.0154793778435,6651.393792814535,0.0,0.0,0.0,0.0,8266.133217481185,0.0,0.0,0.0,0.0,8747.730159023633,179.08314107742848,8266.133217481185,1.0
 ,2686,6075.538444231871,1168.3727777368981,3338.2079363911375,4225.003390180475,375.5558569049312,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,3004.4468552394496,0.0,132.54276355034085,6518.851029264194,0.0,0.0,0.0,0.0,11896.868975733387,0.0,0.0,0.0,3257.0072822958155,5490.7228767278175,375.55585690493086,15153.876258029206,1.0
 ,2687,6075.538444231871,1168.3727777368981,3338.2079363911375,5716.1094801218105,508.09862045527206,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,4064.7889636421764,0.0,0.0,6518.851029264194,0.0,0.0,0.0,0.0,15996.446861108087,0.0,0.0,0.0,3717.125591003004,1773.5972857248137,508.09862045527206,19713.57245211109,1.0
 ,2688,5553.402099716545,1067.9619422531816,3051.3198350090906,5224.862731179949,464.43224277155105,464.43224277155105,0.0,5065.19092611509,3356.45181851,3715.4579421724084,0.0,0.0,6518.851029264194,0.0,0.0,0.0,0.0,17849.489554020813,0.0,0.0,0.0,0.0,1773.5972857248137,464.432242771551,17849.489554020813,1.0
 ,2689,6075.538444231871,1168.3727777368981,3338.2079363911375,5779.173583253155,513.7043185113915,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,4109.634548091132,5.605698056119545,0.0,6524.456727320314,0.0,0.0,0.0,0.0,19724.858062510808,0.0,0.0,0.0,0.0,1773.5972857248137,513.7043185113915,19724.858062510804,1.0
 ,2690,6075.538444231871,1168.3727777368981,3338.2079363911375,6440.68731232582,572.5055388734063,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,4580.04431098725,64.40691841813424,0.0,6588.863645738448,0.0,0.0,0.0,0.0,21792.786730354685,0.0,0.0,0.0,0.0,1773.5972857248137,572.5055388734063,21792.78673035469,1.0
 ,2691,6075.538444231871,1168.3727777368981,3338.2079363911375,6424.618152915147,571.0771691480131,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,4568.617353184105,62.97854869274112,0.0,6651.8421944311895,0.0,0.0,0.0,0.0,21742.553645305845,0.0,0.0,0.0,0.0,1773.5972857248137,571.0771691480131,21742.553645305845,1.0
 ,2692,6075.538444231871,1168.3727777368981,3338.2079363911375,6423.725421836777,570.9978152743802,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,4567.982522195041,62.89919481910815,0.0,6714.741389250297,0.0,0.0,0.0,0.0,21739.762918358687,0.0,0.0,0.0,0.0,1773.5972857248137,570.9978152743802,21739.762918358687,1.0
 ,2693,6075.538444231871,1168.3727777368981,3338.2079363911375,6510.320336438731,578.6951410167761,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,4629.561128134209,70.59652056150419,0.0,6785.337909811801,0.0,0.0,0.0,0.0,22010.463432232984,0.0,0.0,0.0,0.0,1773.5972857248137,578.6951410167761,22010.463432232984,1.0
 ,2694,6075.538444231871,1168.3727777368981,3338.2079363911375,5777.33991702074,513.5413259573992,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,4108.330607659193,5.442705502127154,0.0,6790.780615313928,951.4872003622277,0.0,0.0,0.0,18767.638719635706,0.0,0.0,0.0,0.0,1773.5972857248137,513.5413259573992,19719.125919997932,1.0
 ,2695,6075.538444231871,1168.3727777368981,3338.2079363911375,5716.109480121818,508.09862045527274,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,4064.788963642182,0.0,0.0,6790.780615313928,2809.1526867837197,0.0,0.0,0.0,15033.646064338669,0.0,0.0,0.0,1773.5972857248137,0.0,508.09862045527274,19616.396036847204,1.0
 ,2696,6075.538444231871,1168.3727777368981,3338.2079363911375,5749.89295646153,511.1015961299138,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,4088.8127690393103,3.002975674641744,0.0,6793.78359098857,4848.053830417064,0.0,0.0,0.0,14785.271366041634,0.0,0.0,0.0,0.0,0.0,511.10159612991384,19633.3251964587,1.0
 ,2697,5879.734652178579,1130.7182023420344,3230.6234352629554,5531.889443943415,491.7235061283036,491.7235061283037,0.0,5362.834902536506,3553.6857787892513,3933.788049026429,0.0,0.0,6793.78359098857,4394.964687387433,0.0,0.0,0.0,14503.407944378703,0.0,0.0,0.0,0.0,0.0,491.72350612830365,18898.372631766135,1.0
 ,2698,6075.538444231871,1168.3727777368981,3338.2079363911375,7346.682187928821,653.0384167047841,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5224.307333638273,144.93979624951217,0.0,6938.723387238083,6705.719316838556,0.0,0.0,0.0,17919.257727699758,0.0,0.0,0.0,0.0,0.0,653.0384167047843,24624.977044538315,1.0
 ,2699,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.8740687915897,0.0,7156.597456029673,18078.256806882324,0.0,0.0,0.0,22618.84190671337,0.0,13507.160055513537,0.0,0.0,0.0,725.9726892468615,27189.938658082156,1.0
 ,2700,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,7374.4715248212615,31081.91521183277,0.0,0.0,0.0,25130.496159155322,0.0,29022.472712905936,0.0,0.0,0.0,725.9726892468615,27189.938658082156,1.0
 ,2701,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,7592.345593612851,32758.345041042405,0.0,0.0,0.0,25434.685396395515,0.0,31003.091779355764,0.0,0.0,0.0,725.9726892468615,27189.938658082156,1.0
 ,2702,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,7810.219662404441,30900.679554620918,0.0,0.0,0.0,23972.344476084865,0.0,27683.085372623627,0.0,0.0,0.0,725.9726892468615,27189.938658082156,1.0
 ,2703,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,8028.093731196031,33166.12526976907,0.0,0.0,0.0,25035.61144295196,0.0,31011.798054638875,0.0,0.0,0.0,725.9726892468615,27189.938658082156,1.0
 ,2704,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,8245.96779998762,32214.638069406847,0.0,0.0,0.0,25702.595183322657,0.0,30727.29459464735,0.0,0.0,0.0,725.9726892468615,27189.938658082156,1.0
 ,2705,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,8463.84186877921,28725.85166807868,0.0,0.0,0.0,25990.040058879902,0.0,27525.953068876428,0.0,0.0,0.0,725.9726892468615,27189.938658082156,1.0
 ,2706,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,8471.07292587889,8253.198857087298,8681.715937570802,18984.43509294159,0.0,0.0,0.0,26458.8821860024,0.0,0.0,9995.592090666447,0.0,9995.592090666447,725.9726892468615,35447.72518827754,1.0
 ,2707,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,8899.59000636239,6977.572802656336,0.0,0.0,0.0,26511.905997998394,0.0,0.0,5999.56204054531,0.0,15995.154131211757,725.9726892468615,27489.91676010942,1.0
 ,2708,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,9117.46407515398,0.0,0.0,0.0,0.0,26511.905997998394,0.0,0.0,0.0,713.718589561855,15281.435541649902,725.9726892468615,27225.624587560247,1.0
 ,2709,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,9335.338143945568,0.0,0.0,0.0,0.0,26347.253108116092,0.0,0.0,0.0,887.037421016883,14394.398120633019,725.9726892468615,27234.290529133,1.0
 ,2710,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,9553.212212737157,0.0,0.0,0.0,0.0,26202.13530686389,0.0,0.0,0.0,1039.7930012823858,13354.605119350634,725.9726892468615,27241.928308146275,1.0
 ,2711,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,9771.08628152875,0.0,0.0,0.0,0.0,25730.502452794233,0.0,0.0,0.0,1536.2486371451814,11818.356482205452,725.9726892468615,27266.751089939415,1.0
 ,2712,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,9988.960350320338,0.0,0.0,0.0,0.0,25917.4811582538,0.0,0.0,0.0,1339.4289471877437,10478.927535017709,725.9726892468615,27256.910105441544,1.0
 ,2713,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,10206.834419111927,0.0,0.0,0.0,0.0,26059.808232558844,0.0,0.0,0.0,1189.610974235049,9289.31656078266,725.9726892468615,27249.419206793908,1.0
 ,2714,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,10424.708487903516,0.0,0.0,0.0,0.0,25582.593924594872,0.0,0.0,0.0,1691.9418247234564,7597.374736059202,725.9726892468615,27274.53574931833,1.0
 ,2715,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,10642.582556695104,0.0,0.0,0.0,0.0,24703.51493624019,0.0,0.0,0.0,2617.2881282547005,4980.086607804502,725.9726892468615,27320.80306449489,1.0
 ,2716,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,10860.456625486693,0.0,0.0,0.0,0.0,24762.120202130503,0.0,0.0,0.0,2555.5983746859497,2424.488233118552,725.9726892468615,27317.718576816453,1.0
 ,2717,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,11078.330694278282,0.0,0.0,0.0,0.0,25557.477382070454,0.0,0.0,0.0,1718.3802905386333,706.1079425799189,725.9726892468615,27275.857672609087,1.0
 ,2718,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,11296.204763069873,498.3980573325954,0.0,0.0,0.0,26020.738055298636,0.0,0.0,0.0,706.1079425799189,0.0,725.9726892468615,27225.24405521115,1.0
 ,2719,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,11514.078831861461,1631.1209149066758,0.0,0.0,0.0,25596.547559330662,0.0,37.72981615518211,0.0,0.0,0.0,725.9726892468615,27189.938658082156,1.0
 ,2720,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,11731.95290065305,3851.257715751874,0.0,0.0,0.0,25825.387168997597,0.0,2486.706226667315,0.0,0.0,0.0,725.9726892468615,27189.938658082156,1.0
 ,2721,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,11949.826969444639,7068.190631262262,0.0,0.0,0.0,26151.90222181505,0.0,6030.154194995156,0.0,0.0,0.0,725.9726892468615,27189.938658082156,1.0
 ,2722,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,12167.701038236228,17579.85874954973,0.0,0.0,0.0,26333.299473380303,0.0,16723.219564847877,0.0,0.0,0.0,725.9726892468615,27189.938658082156,1.0
 ,2723,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,12385.575107027817,15676.884348825271,0.0,0.0,0.0,25881.20170794075,0.0,0.0,13683.949903508443,0.0,13683.949903508443,725.9726892468615,27874.136153257576,1.0
 ,2724,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.8740687916088,0.0,12603.449175819425,9016.473946289681,0.0,0.0,0.0,26511.905997998394,0.0,8338.441286205902,0.0,0.0,13683.949903508443,725.9726892468615,27189.938658082174,1.0
 ,2725,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,12821.323244611014,4983.980573325954,0.0,0.0,0.0,26511.905997998394,0.0,17305.700321575212,0.0,13683.949903508443,0.0,725.9726892468615,27874.136153257576,1.0
 ,2726,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,13039.197313402605,5527.687544961513,0.0,0.0,0.0,26511.905997998394,0.0,4849.654884877751,0.0,0.0,0.0,725.9726892468615,27189.938658082156,1.0
 ,2727,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,13257.071382194194,13728.601033797855,0.0,0.0,0.0,26511.905997998394,0.0,13050.568373714093,0.0,0.0,0.0,725.9726892468615,27189.938658082156,1.0
 ,2728,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,13474.945450985782,27366.584238989784,0.0,0.0,0.0,26511.905997998394,0.0,26688.551578906023,0.0,0.0,0.0,725.9726892468615,27189.938658082156,1.0
 ,2729,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,13692.819519777371,25826.081152689032,0.0,0.0,0.0,26511.905997998394,0.0,23762.59331987118,1319.4811168896122,0.0,1319.4811168896122,725.9726892468615,27255.912713926635,1.0
