Informations,Time,NH3-SOEC,H2O wwtp,H2_from_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,CSP_tower,Charge_TES,Discharge_TES,TES,CSP + TES,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,3035,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,37351.049302857355,0.0,930326.0112472761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137573.8318242681,0.0,0.0,0.0,19784.978396148388,792752.179423008,1.0
 ,3036,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,46978.01942938041,0.0,990259.1657053728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188101.8916974903,0.0,188101.8916974903,19784.978396148388,802157.2740078826,1.0
 ,3037,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,56604.98955590346,0.0,1.0147772743473216e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211452.47135648914,0.0,399554.36305397947,19784.978396148388,803324.8029908325,1.0
 ,3038,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,66231.95968242652,0.0,1.0243120943747461e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220533.25233498865,0.0,620087.6153889681,19784.978396148388,803778.8420397574,1.0
 ,3039,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,75858.92980894956,0.0,1.0243120943747461e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163454.05761299282,64862.72127499548,0.0,684950.3366639636,19784.978396148388,795995.3154867578,1.0
 ,3040,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,85485.89993547261,0.0,1.0106909229069968e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207560.70807998933,0.0,892511.0447439529,19784.978396148388,803130.2148270075,1.0
 ,3041,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,95112.87006199567,0.0,967103.174210199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166048.56646399145,0.0,1.0585596112079443e6,19784.978396148388,801054.6077462076,1.0
 ,3042,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,104739.84018851872,0.0,830891.4595327063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36323.12391399838,0.0,1.0948827351219428e6,19784.978396148388,794568.3356187079,1.0
 ,3043,56433.379275696316,125200.87808240982,11128.96694065865,10158.008269625338,0.0,0.0,0.0,89031.7355252692,970.9586710333114,0.0,105710.79885955203,0.0,456309.244169601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0948827351219428e6,11128.96694065865,456309.244169601,1.0
 ,3044,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,95552.79058992669,0.0,2724.234293549857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32180.483662222072,1.0627022514597208e6,0.0,34904.71795577193,1.0
 ,3045,56433.379275696316,90364.61865074618,8032.410546732994,10158.008269625338,0.0,0.0,0.0,64259.28437386395,0.0,2125.597722892342,93427.19286703435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355736.80530575593,706965.4461539648,8032.410546732994,355736.80530575593,1.0
 ,3046,11286.675855139263,0.0,0.0,2031.6016539250675,0.0,0.0,0.0,0.0,0.0,2031.6016539250675,91395.59121310925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.619741612805,699955.826412352,0.0,7009.619741612805,1.0
 ,3047,11286.675855139263,0.0,0.0,2031.6016539250675,0.0,0.0,0.0,0.0,0.0,2031.6016539250675,89363.98955918418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.619741612805,692946.2066707392,0.0,7009.619741612805,1.0
 ,3048,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,79205.98128955884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.09870806406,657898.1079626752,0.0,35048.098708064026,1.0
 ,3049,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,69047.9730199335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,622850.0092546111,0.0,35048.098708064026,1.0
 ,3050,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,58889.964750308165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708063946,587801.9105465472,0.0,35048.09870806402,1.0
 ,3051,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,48731.956480682835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.09870806398,552753.8118384832,0.0,35048.09870806402,1.0
 ,3052,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,38573.9482110575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,517705.71313041914,0.0,35048.098708064026,1.0
 ,3053,56433.379275696316,114277.59303328504,10158.008269625338,10158.008269625338,0.0,0.0,0.0,81264.0661570027,0.0,0.0,38573.9482110575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440599.89597267826,77105.81715774088,10158.008269625338,440599.8959726782,1.0
 ,3054,11286.675855139263,0.0,0.0,2031.6016539250675,0.0,0.0,0.0,0.0,0.0,2031.6016539250675,36542.34655713243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.619741612805,70096.19741612807,0.0,7009.619741612805,1.0
 ,3055,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,26384.33828750709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.09870806405,35048.098708064026,0.0,35048.098708064026,1.0
 ,3056,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,16226.330017881759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,0.0,0.0,35048.098708064026,1.0
 ,3057,52706.52918515981,106730.72159994862,9487.175253328767,9487.175253328765,0.0,0.0,0.0,75897.40202663014,0.0,0.0,16226.330017881759,0.0,390927.6211244044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9487.175253328767,390927.6211244044,1.0
 ,3058,56433.379275696316,216272.98241420722,19224.265103485086,10158.008269625338,0.0,0.0,0.0,153794.1208278807,9066.256833859748,0.0,25292.586851741507,0.0,770958.3050746094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19224.265103485086,770958.3050746092,1.0
 ,3059,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,34919.55697826456,0.0,930326.0112472761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137573.8318242681,0.0,0.0,0.0,19784.978396148388,792752.179423008,1.0
 ,3060,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,44546.527104787616,0.0,994345.5171456976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191993.6549739901,0.0,191993.6549739901,19784.978396148388,802351.8621717076,1.0
 ,3061,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,54173.49723131067,0.0,1.0215878600811963e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217938.74348398886,0.0,409932.39845797897,19784.978396148388,803649.1165972075,1.0
 ,3062,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,63800.46735783371,0.0,1.025674211521521e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221830.50676048856,0.0,631762.9052184676,19784.978396148388,803843.7047610325,1.0
 ,3063,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,73427.43748435676,0.0,1.0243120943747461e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172988.87764041725,55781.94029649603,0.0,687544.8455149636,19784.978396148388,795541.2764378329,1.0
 ,3064,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,83054.40761087982,0.0,998431.8685860224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195885.4182504899,0.0,883430.2637654535,19784.978396148388,802546.4503355325,1.0
 ,3065,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,92681.37773740287,0.0,948033.5341553501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147887.00450699244,0.0,1.0313172682724459e6,19784.978396148388,800146.5296483577,1.0
 ,3066,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,102308.34786392588,0.0,859495.9196149798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63565.466849496916,0.0,1.0948827351219428e6,19784.978396148388,795930.4527654828,1.0
 ,3067,56433.379275696316,166203.03760841384,14773.60334297012,10158.008269625338,0.0,0.0,0.0,118188.82674376096,4615.595073344782,0.0,106923.94293727067,0.0,597969.4274341936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0948827351219428e6,14773.60334297012,597969.4274341934,1.0
 ,3068,13852.038780761985,0.0,0.0,2493.3669805371574,0.0,0.0,0.0,0.0,0.0,2493.3669805371574,104430.5759567335,0.0,8172.70288064957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0948827351219428e6,0.0,8172.70288064957,1.0
 ,3069,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,94272.56768710817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,1.0598346364138788e6,0.0,35048.098708064026,1.0
 ,3070,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,84114.55941748283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,1.0247865377058147e6,0.0,35048.098708064026,1.0
 ,3071,56433.379275696316,54916.076104346364,4881.42898705301,10158.008269625338,0.0,0.0,0.0,39051.43189642408,0.0,5276.579282572327,78837.9801349105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229935.93954971663,794850.598156098,4881.42898705301,229935.9395497166,1.0
 ,3072,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,68679.97186528516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,759802.499448034,0.0,35048.098708064026,1.0
 ,3073,11286.675855139263,0.0,0.0,2031.6016539250675,0.0,0.0,0.0,0.0,0.0,2031.6016539250675,66648.37021136009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.619741612929,752792.879706421,0.0,7009.619741612812,1.0
 ,3074,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,56490.36194173475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,717744.780998357,0.0,35048.098708064026,1.0
 ,3075,56433.379275696316,114277.59303328492,10158.008269625327,10158.008269625338,0.0,0.0,0.0,81264.06615700261,0.0,0.0,56490.36194173475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440599.8959726778,277144.8850256792,10158.008269625327,440599.89597267774,1.0
 ,3076,11286.675855139263,0.0,0.0,2031.6016539250675,0.0,0.0,0.0,0.0,0.0,2031.6016539250675,54458.760287810335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.619741612805,270135.2652840664,0.0,7009.619741612805,1.0
 ,3077,11286.675855139263,0.0,0.0,2031.6016539250675,0.0,0.0,0.0,0.0,0.0,2031.6016539250675,52427.158633885265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.6197416128125,263125.64554245357,0.0,7009.619741612805,1.0
 ,3078,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,42269.15036425993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,228077.54683438953,0.0,35048.098708064026,1.0
 ,3079,11286.675855139263,0.0,0.0,2031.6016539250675,0.0,0.0,0.0,0.0,0.0,2031.6016539250675,40237.54871033486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.619741612783,221067.92709277675,0.0,7009.619741612804,1.0
 ,3080,11286.675855139263,0.0,0.0,2031.6016539250675,0.0,0.0,0.0,0.0,0.0,2031.6016539250675,38205.94705640979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.619741612805,214058.30735116394,0.0,7009.619741612805,1.0
 ,3081,56433.379275696316,114277.59303328504,10158.008269625338,10158.008269625338,0.0,0.0,0.0,81264.0661570027,0.0,0.0,38205.94705640979,0.0,215214.50919043866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214058.30735116394,0.0,10158.008269625338,429272.8165416025,1.0
 ,3082,56433.379275696316,156346.74926081672,13897.488823183709,10158.008269625338,0.0,0.0,0.0,111179.91058546967,3739.480553558371,0.0,41945.42760996816,0.0,563916.4987648203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13897.488823183709,563916.4987648203,1.0
 ,3083,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,51572.39773649121,0.0,802286.9994504327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9080.78097849974,0.0,9080.78097849974,19784.978396148388,793206.218471933,1.0
 ,3084,56433.379275696316,222581.00695666944,19784.978396148395,10158.008269625338,0.0,0.0,0.0,158279.82716918716,9626.97012652306,0.0,61199.367863014275,0.0,905807.9026053274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107672.11731649439,0.0,116752.89829499413,19784.978396148395,798135.7852888331,1.0
 ,3085,56433.379275696316,222581.00695666944,19784.978396148395,10158.008269625338,0.0,0.0,0.0,158279.82716918716,9626.97012652306,0.0,70826.33798953735,0.0,958930.4713295494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158265.03991099153,0.0,275017.93820598564,19784.978396148395,800665.4314185579,1.0
 ,3086,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,80453.3081160604,0.0,999793.9857327974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197182.67267598992,0.0,472200.61088197556,19784.978396148388,802611.3130568075,1.0
 ,3087,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,90080.27824258346,0.0,1.025674211521521e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221830.50676048847,0.0,694031.117642464,19784.978396148388,803843.7047610325,1.0
 ,3088,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,99707.24836910651,0.0,1.0134151572005467e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210155.21693098915,0.0,904186.3345734532,19784.978396148388,803259.9402695575,1.0
 ,3089,56433.379275696316,222581.00695666944,19784.978396148395,10158.008269625338,0.0,0.0,0.0,158279.82716918716,9626.97012652306,0.0,109334.21849562957,0.0,856771.6853214299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60970.957998496706,0.0,965157.2925719499,19784.978396148395,795800.7273229331,1.0
 ,3090,56433.379275696316,138605.43023514192,12320.48268756817,10158.008269625338,0.0,0.0,0.0,98563.86150054536,2162.4744179428303,0.0,111496.69291357239,0.0,502621.22715994855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,965157.2925719499,12320.48268756817,502621.22715994855,1.0
 ,3091,56433.379275696316,25274.004514157416,2246.578179036215,10158.008269625338,0.0,0.0,0.0,17972.62543228972,0.0,7911.430090589121,103585.26282298326,0.0,118504.19176941876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,965157.2925719499,2246.578179036215,118504.19176941876,1.0
 ,3092,56433.379275696316,60902.918155363026,5413.592724921158,10158.008269625338,0.0,0.0,0.0,43308.741799369265,0.0,4744.415544704178,98840.84727827908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251182.22667638015,713975.0658955697,5413.592724921158,251182.22667638015,1.0
 ,3093,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,88682.83900865374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,678926.9671875057,0.0,35048.098708064026,1.0
 ,3094,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,78524.8307390284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,643878.8684794416,0.0,35048.098708064026,1.0
 ,3095,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,68366.82246940307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708066624,608830.769771375,0.0,35048.09870806416,1.0
 ,3096,11286.675855139263,0.0,0.0,2031.6016539250675,0.0,0.0,0.0,0.0,0.0,2031.6016539250675,66335.220815478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.619741612805,601821.1500297622,0.0,7009.619741612805,1.0
 ,3097,11286.675855139263,0.0,0.0,2031.6016539250675,0.0,0.0,0.0,0.0,0.0,2031.6016539250675,64303.619161552924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.619741612696,594811.5302881495,0.0,7009.6197416128,1.0
 ,3098,11286.675855139263,0.0,0.0,2031.6016539250675,0.0,0.0,0.0,0.0,0.0,2031.6016539250675,62272.017507627854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.619741612914,587801.9105465367,0.0,7009.619741612811,1.0
 ,3099,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,52114.009238002516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,552753.8118384726,0.0,35048.098708064026,1.0
 ,3100,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,41956.00096837718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,517705.71313040855,0.0,35048.098708064026,1.0
 ,3101,56433.379275696316,114277.59303328206,10158.008269625072,10158.008269625338,0.0,0.0,0.0,81264.06615700058,0.0,0.0,41956.00096837718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440599.89597266767,77105.81715774085,10158.008269625072,440599.8959726676,1.0
 ,3102,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,31797.992698751845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,42057.71844967683,0.0,35048.098708064026,1.0
 ,3103,11286.675855139263,0.0,0.0,2031.6016539250675,0.0,0.0,0.0,0.0,0.0,2031.6016539250675,29766.391044826778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.619741612805,35048.098708064026,0.0,7009.619741612805,1.0
