Informations,Time,NH3-SOEC,H2O wwtp,H2_from_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Renewable application: 0,11,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013593,0.0,0.0,1.2254244402835243e-10,1.2254244402835243e-10,9735.19132355224,401147.3472013594,1.0
 ,12,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013593,0.0,0.0,1.2254244402835243e-10,0.0,9735.19132355224,401147.3472013594,1.0
 ,13,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,14,54084.39624195688,109520.90238996268,9735.191323552239,9735.191323552239,0.0,0.0,0.0,77881.53058841791,0.0,0.0,0.0,0.0,401147.34720135934,0.0,0.0,0.0,0.0,9735.191323552239,401147.34720135934,1.0
 ,15,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,16,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,17,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,18,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,19,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,20,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,21,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,22,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013593,0.0,0.0,1.2254244402835243e-10,-1.2254244402835243e-10,9735.19132355224,401147.3472013594,1.0
 ,23,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013595,0.0,1.2254244402835243e-10,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,24,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,25,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,26,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013593,0.0,0.0,1.2254244402835243e-10,-1.2254244402835243e-10,9735.19132355224,401147.3472013594,1.0
 ,27,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013593,0.0,-1.1087173507327125e-10,0.0,-2.334141791016237e-10,9735.19132355224,401147.3472013594,1.0
 ,28,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013593,0.0,0.0,1.2254244402835243e-10,-3.559566231299761e-10,9735.19132355224,401147.3472013594,1.0
 ,29,54084.39624195688,109520.90238996268,9735.191323552239,9735.191323552239,0.0,0.0,0.0,77881.53058841791,0.0,0.0,0.0,0.0,401147.3472013597,0.0,3.559566231299761e-10,0.0,0.0,9735.191323552239,401147.34720135934,1.0
 ,30,54084.39624195688,109520.90238996268,9735.191323552239,9735.191323552239,0.0,0.0,0.0,77881.53058841791,0.0,0.0,0.0,0.0,401147.34720135934,0.0,0.0,0.0,0.0,9735.191323552239,401147.34720135934,1.0
 ,31,54084.39624195688,109520.90238996268,9735.191323552239,9735.191323552239,0.0,0.0,0.0,77881.53058841791,0.0,0.0,0.0,0.0,401147.3472013593,0.0,0.0,0.0,0.0,9735.191323552239,401147.34720135934,1.0
 ,32,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,33,54084.39624195688,109520.90238996268,9735.191323552239,9735.191323552239,0.0,0.0,0.0,77881.53058841791,0.0,0.0,0.0,0.0,401147.34720135934,0.0,0.0,0.0,0.0,9735.191323552239,401147.34720135934,1.0
 ,34,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,35,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,36,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,37,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,38,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013595,0.0,1.2254244402835243e-10,0.0,1.2254244402835243e-10,9735.19132355224,401147.3472013594,1.0
 ,39,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013593,0.0,0.0,1.2254244402835243e-10,0.0,9735.19132355224,401147.3472013594,1.0
 ,40,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013595,0.0,1.2254244402835243e-10,0.0,1.2254244402835243e-10,9735.19132355224,401147.3472013594,1.0
 ,41,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013593,0.0,0.0,1.2254244402835243e-10,0.0,9735.19132355224,401147.3472013594,1.0
 ,42,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,43,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,44,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,45,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,46,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,47,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,48,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,49,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,50,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013595,0.0,1.2254244402835243e-10,0.0,1.2254244402835243e-10,9735.19132355224,401147.3472013594,1.0
 ,51,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013593,0.0,0.0,1.2254244402835243e-10,0.0,9735.19132355224,401147.3472013594,1.0
 ,52,54084.39624195688,109520.90238996268,9735.191323552239,9735.191323552239,0.0,0.0,0.0,77881.53058841791,0.0,0.0,0.0,0.0,401147.3472013593,0.0,-5.543586753663562e-11,0.0,-5.543586753663562e-11,9735.191323552239,401147.34720135934,1.0
 ,53,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013593,0.0,-1.1087173507327125e-10,0.0,-1.6630760260990686e-10,9735.19132355224,401147.3472013594,1.0
 ,54,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013596,0.0,1.6630760260990686e-10,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,55,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,56,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013597,0.0,2.771793376831781e-10,0.0,2.771793376831781e-10,9735.19132355224,401147.3472013594,1.0
 ,57,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,2.771793376831781e-10,9735.19132355224,401147.3472013594,1.0
 ,58,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013593,0.0,-1.1087173507327125e-10,0.0,1.6630760260990686e-10,9735.19132355224,401147.3472013594,1.0
 ,59,54084.39624195688,109520.90238996268,9735.191323552239,9735.191323552239,0.0,0.0,0.0,77881.53058841791,0.0,0.0,0.0,0.0,401147.3472013593,0.0,-5.543586753663562e-11,0.0,1.1087173507327125e-10,9735.191323552239,401147.34720135934,1.0
 ,60,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013593,0.0,-1.1087173507327125e-10,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,61,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,62,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,63,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,64,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,65,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013593,0.0,-1.1087173507327125e-10,0.0,-1.1087173507327125e-10,9735.19132355224,401147.3472013594,1.0
 ,66,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,-1.1087173507327125e-10,9735.19132355224,401147.3472013594,1.0
 ,67,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.34720135975,0.0,3.326152052198137e-10,0.0,2.217434701465425e-10,9735.19132355224,401147.3472013594,1.0
 ,68,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013593,0.0,-1.1087173507327125e-10,0.0,1.1087173507327125e-10,9735.19132355224,401147.3472013594,1.0
 ,69,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013593,0.0,-1.1087173507327125e-10,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,70,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,71,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,72,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,73,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,74,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,75,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,76,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,77,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,78,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013593,0.0,-1.1087173507327125e-10,0.0,-1.1087173507327125e-10,9735.19132355224,401147.3472013594,1.0
 ,79,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013595,0.0,1.1087173507327125e-10,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,80,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,81,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.34720135975,0.0,3.4428591417489495e-10,0.0,3.4428591417489495e-10,9735.19132355224,401147.3472013594,1.0
 ,82,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013593,0.0,-1.1087173507327125e-10,0.0,2.334141791016237e-10,9735.19132355224,401147.3472013594,1.0
 ,83,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013593,0.0,0.0,1.2254244402835243e-10,1.1087173507327125e-10,9735.19132355224,401147.3472013594,1.0
 ,84,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013593,0.0,-1.1087173507327125e-10,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,85,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,86,54084.39624195688,109520.90238996268,9735.191323552239,9735.191323552239,0.0,0.0,0.0,77881.53058841791,0.0,0.0,0.0,0.0,401147.34720135934,0.0,0.0,0.0,0.0,9735.191323552239,401147.34720135934,1.0
 ,87,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,88,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013595,0.0,1.2254244402835243e-10,0.0,1.2254244402835243e-10,9735.19132355224,401147.3472013594,1.0
 ,89,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013593,0.0,0.0,1.2254244402835243e-10,0.0,9735.19132355224,401147.3472013594,1.0
 ,90,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,91,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,92,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,93,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,94,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,95,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,96,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,97,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,98,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013593,0.0,-1.1087173507327125e-10,0.0,-1.1087173507327125e-10,9735.19132355224,401147.3472013594,1.0
 ,99,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013593,0.0,0.0,1.2254244402835243e-10,-2.334141791016237e-10,9735.19132355224,401147.3472013594,1.0
 ,100,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.34720135963,0.0,2.334141791016237e-10,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,101,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,102,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013595,0.0,1.2254244402835243e-10,0.0,1.2254244402835243e-10,9735.19132355224,401147.3472013594,1.0
 ,103,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013593,0.0,0.0,1.2254244402835243e-10,0.0,9735.19132355224,401147.3472013594,1.0
 ,104,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,105,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,106,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,107,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,0.0,9735.19132355224,401147.3472013594,1.0
 ,108,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013593,0.0,0.0,1.2254244402835243e-10,-1.2254244402835243e-10,9735.19132355224,401147.3472013594,1.0
 ,109,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,-1.2254244402835243e-10,9735.19132355224,401147.3472013594,1.0
 ,110,54084.39624195689,109520.9023899627,9735.19132355224,9735.19132355224,0.0,0.0,0.0,77881.53058841793,0.0,0.0,0.0,0.0,401147.3472013594,0.0,0.0,0.0,-1.2254244402835243e-10,9735.19132355224,401147.3472013594,1.0
