Informations,Time,NH3-SOEC,H2O wwtp,H2_from_AEC_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_tank,H2_from_tank,H2_stored_tank,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,5686,14584.156970658358,6361.185104979986,565.438675998221,2625.1482547185046,0.0,2407.0724437244266,0.0,4523.509407985768,0.0,2059.709578720227,119829.75820455259,0.0,35097.22157906758,0.0,0.0,0.0,0.0,0.0,0.0,219333.43651753818,565.438675998221,35097.22157906758,1.0
 ,5687,14584.156970658358,3262.2698654933724,289.9795435994109,2625.1482547185046,0.0,1234.442917102692,0.0,2319.836348795287,0.0,2335.1687111190986,117494.5894934335,0.0,22191.10041639458,0.0,0.0,0.0,0.0,0.0,0.0,219333.43651753818,289.97954359941093,22191.100416394584,1.0
 ,5688,14584.156970658358,5826.120603198124,517.8773869509444,2625.1482547185046,0.0,2204.60403625017,0.0,4143.019095607555,0.0,2107.27086776756,115387.31862566594,0.0,32868.8265581744,0.0,0.0,0.0,0.0,0.0,0.0,219333.43651753818,517.8773869509445,32868.8265581744,1.0
 ,5689,14584.156970658358,297.12075145222434,26.410733462419945,2625.1482547185046,0.0,112.4304923495217,0.0,211.28586769935956,0.0,2598.737521256084,112788.58110440985,0.0,9842.078008944876,0.0,0.0,0.0,0.0,0.0,0.0,219333.43651753818,26.410733462419962,9842.078008944876,1.0
 ,5690,14584.156970658358,319.41510569313544,28.39245383938982,2625.1482547185046,0.0,120.86667599428246,0.0,227.13963071511856,0.0,2596.7558008791143,110191.82530353074,0.0,9934.92780148209,0.0,0.0,0.0,0.0,0.0,0.0,219333.43651753818,28.39245383938978,9934.92780148209,1.0
 ,5691,14584.156970658358,8278.49956969832,735.8666284176286,2625.1482547185046,0.0,3132.5842371738445,0.0,5886.933027341029,0.0,1889.2816263008756,108302.54367722987,0.0,43082.30373726813,0.0,0.0,0.0,0.0,0.0,0.0,219333.43651753818,735.8666284176286,43082.303737268136,1.0
 ,5692,14584.156970658358,11199.059975257647,995.4719978006798,2625.1482547185046,0.0,4237.724294637494,0.0,7963.775982405438,0.0,1629.6762569178245,106672.86742031205,0.0,55245.6265596434,0.0,0.0,0.0,0.0,0.0,0.0,219333.43651753818,995.4719978006797,55245.626559643395,1.0
 ,5693,14584.156970658358,11689.535768557687,1039.0698460940166,2625.1482547185046,0.0,4423.320334822229,0.0,8312.558768752133,0.0,1586.0784086244876,105086.78901168756,0.0,57288.32199546215,0.0,0.0,0.0,0.0,0.0,0.0,219333.43651753818,1039.0698460940166,57288.32199546215,1.0
 ,5694,14584.156970658358,8367.676986661967,743.7935099255081,2625.1482547185046,0.0,3166.328971752888,0.0,5950.348079404065,0.0,1881.3547447929961,103205.43426689456,0.0,43453.702907417,0.0,0.0,0.0,0.0,0.0,0.0,219333.43651753818,743.7935099255083,43453.702907417006,1.0
 ,5695,14584.156970658358,4711.402891152581,418.79136810245166,2625.1482547185046,0.0,1782.7948540121365,0.0,3350.3309448196133,0.0,2206.3568866160526,100999.07738027851,0.0,28226.336931313606,0.0,0.0,0.0,0.0,0.0,0.0,219333.43651753818,418.7913681024516,28226.336931313606,1.0
 ,5696,14584.156970658358,21655.112114244857,1924.8988545995428,2625.1482547185046,0.0,8194.294424030253,0.0,15399.190836796342,0.0,700.2494001189618,100298.82798015955,0.0,98792.17925959761,0.0,0.0,0.0,0.0,0.0,0.0,219333.43651753818,1924.8988545995426,98792.17925959761,1.0
 ,5697,15547.743646008226,31484.180883166657,2798.593856281481,2798.593856281481,0.0,11913.614046190263,0.0,22388.750850251847,0.0,0.0,100298.82798015955,0.0,140296.03652373308,0.0,0.0,0.0,0.0,0.0,0.0,219333.43651753818,2798.593856281481,140296.03652373308,1.0
 ,5698,20692.595944488774,41902.50678758977,3724.66727000798,3724.6672700079794,0.0,15855.908568423969,0.0,29797.33816006384,0.0,0.0,100298.82798015955,0.0,186720.932792341,0.0,0.0,0.0,0.0,0.0,0.0,219333.43651753818,3724.66727000798,186720.932792341,1.0
 ,5699,14584.156970658358,19782.38635800834,1758.434342934075,2625.1482547185046,0.0,7485.654997870356,0.0,14067.4747434726,0.0,866.7139117844295,99432.11406837511,0.0,90992.7966864715,0.0,0.0,0.0,0.0,0.0,0.0,219333.43651753818,1758.434342934075,90992.7966864715,1.0
 ,5700,14584.156970658358,25668.095877608805,2281.608522454116,2625.1482547185046,0.0,9712.807480087171,0.0,18252.86817963293,0.0,343.5397322643885,99088.57433611073,0.0,115505.14191629646,0.0,0.0,0.0,0.0,0.0,0.0,219333.43651753818,2281.6085224541166,115505.14191629644,1.0
 ,5701,14584.156970658358,29532.91786558317,2625.148254718504,2625.1482547185046,0.0,11175.256120336671,0.0,21001.186037748033,0.0,0.0,99088.57433611073,0.0,126554.26722822514,0.0,0.0,0.0,0.0,0.0,5312.404954014392,214021.03156352378,2625.1482547183437,131866.67218223953,1.0
 ,5702,20147.241600849837,40798.164241720915,3626.5034881529705,3626.503488152971,0.0,15438.025349067195,0.0,29012.027905223764,0.0,0.0,99088.57433611073,0.0,181799.89378786855,0.0,0.0,0.0,0.0,0.0,0.0,214021.03156352378,3626.5034881529705,181799.89378786852,1.0
 ,5703,28379.005278418717,57467.485688797904,5108.220950115369,5108.220950115369,0.0,21745.696584641126,0.0,40865.767600922954,0.0,0.0,99088.57433611073,0.0,256079.7278176412,0.0,0.0,0.0,0.0,0.0,0.0,214021.03156352378,5108.220950115369,256079.7278176412,1.0
 ,5704,29922.46096796289,60592.98346012484,5386.042974233319,5386.04297423332,0.0,22928.384941311237,0.0,43088.34379386655,0.0,0.0,99088.57433611073,0.0,270007.1966982236,0.0,0.0,0.0,0.0,0.0,0.0,214021.03156352378,5386.04297423332,270007.1966982236,1.0
 ,5705,18716.972661872245,37901.86964029129,3369.0550791370038,3369.055079137004,0.0,14342.067471886225,0.0,26952.44063309603,0.0,0.0,99088.57433611073,0.0,168893.77262519556,0.0,0.0,0.0,0.0,0.0,0.0,214021.03156352378,3369.055079137004,168893.77262519556,1.0
 ,5706,14584.156970658358,22859.00724325404,2031.9117549559146,2625.1482547185046,0.0,8649.848340847328,0.0,16255.294039647317,0.0,593.2364997625896,98495.33783634815,0.0,103806.06805660727,0.0,0.0,0.0,0.0,0.0,0.0,214021.03156352378,2031.911754955915,103806.06805660727,1.0
 ,5707,14584.156970658358,4265.515806334363,379.1569605630545,2625.1482547185046,0.0,1614.0711811169228,0.0,3033.255684504436,0.0,2245.99129415545,96249.3465421927,0.0,26369.34108056929,0.0,0.0,0.0,0.0,0.0,0.0,214021.03156352378,379.1569605630545,26369.34108056929,1.0
 ,5708,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.1482547185046,93624.1982874742,0.0,6406.63568506789,0.0,0.0,0.0,0.0,0.0,2313.7020290742535,211707.32953444953,0.0,8720.337714142144,1.0
 ,5709,14584.156970658358,8746.68100875745,777.4827563339956,2625.1482547185046,0.0,3309.744093713819,0.0,6219.862050671964,0.0,1847.6654983845085,91776.53278908969,0.0,45032.149380549665,0.0,0.0,0.0,0.0,0.0,0.0,211707.32953444953,777.4827563339954,45032.14938054966,1.0
 ,5710,18264.225659605956,36985.05696070205,3287.5606187290714,3287.5606187290723,0.0,13995.145553929657,0.0,26300.48494983257,0.0,0.0,91776.53278908969,0.0,164808.38175355806,0.0,0.0,0.0,0.0,0.0,0.0,211707.32953444953,3287.5606187290723,164808.38175355806,1.0
 ,5711,36507.87191001799,73928.44061778641,6571.416943803238,6571.416943803238,0.0,27974.52192977038,0.0,52571.3355504259,0.0,0.0,91776.53278908969,0.0,329431.0639220417,0.0,0.0,0.0,0.0,0.0,0.0,211707.32953444953,6571.416943803238,329431.0639220417,1.0
 ,5712,55224.84457189022,111830.31025807769,9940.47202294024,9940.472022940241,0.0,42316.589401656594,0.0,79523.77618352191,0.0,0.0,91776.53278908969,0.0,498324.8365472372,0.0,0.0,0.0,0.0,0.0,0.0,211707.32953444953,9940.472022940241,498324.8365472372,1.0
 ,5713,60390.27627956471,122290.30946611852,10870.249730321646,10870.249730321648,0.0,46274.653101979246,0.0,86961.99784257317,0.0,0.0,91776.53278908969,0.0,544935.4324009195,0.0,0.0,0.0,0.0,0.0,0.0,211707.32953444953,10870.249730321646,544935.4324009195,1.0
 ,5714,63559.505295428724,128707.99822324316,11440.710953177171,11440.710953177171,0.0,48703.10652767521,0.0,91525.68762541737,0.0,0.0,91776.53278908969,0.0,573533.168502382,0.0,0.0,0.0,0.0,0.0,0.0,211707.32953444953,11440.710953177171,573533.168502382,1.0
 ,5715,72920.78485329179,155448.59057311545,13817.652495388042,13125.74127359252,0.0,58821.74667286689,0.0,110541.21996310433,691.9112217955196,0.0,92468.4440108852,0.0,692845.1519127043,0.0,0.0,0.0,0.0,0.0,0.0,211707.32953444953,13817.652495388043,692845.1519127043,1.0
 ,5716,72920.78485329179,165053.38385810467,14671.411898498194,13125.74127359252,0.0,62456.20045190681,0.0,117371.29518798555,1545.6706249056735,0.0,94014.1146357909,0.0,735834.6058574353,0.0,0.0,0.0,0.0,0.0,0.0,211707.32953444953,14671.411898498198,735834.6058574353,1.0
 ,5717,14584.156970658358,181960.30940295613,16174.249724707211,2625.1482547185046,0.0,68853.7810780786,0.0,129393.99779765769,13549.101469988707,0.0,107563.2161057796,0.0,829612.8963200232,0.0,0.0,0.0,0.0,15021.18517090644,0.0,226728.51470534786,16174.249724707211,814591.7111491167,1.0
 ,5718,14584.156970658358,181960.30940295613,16174.249724707211,2625.1482547185046,0.0,68853.7810780786,0.0,129393.99779765769,13549.101469988707,0.0,121112.3175757683,0.0,862853.1220483464,0.0,0.0,0.0,0.0,46678.54300740475,0.0,273407.0577127526,16174.249724707211,816174.5790409417,1.0
 ,5719,14584.156970658358,181960.30940295613,16174.249724707211,2625.1482547185046,0.0,68853.7810780786,0.0,129393.99779765769,13549.101469988707,0.0,134661.419045757,0.0,845861.6100140361,0.0,0.0,0.0,0.0,30496.15059377582,0.0,303903.20830652845,16174.249724707211,815365.4594202602,1.0
 ,5720,38919.8472971544,181960.30940295613,16174.249724707211,7005.572513487793,0.0,68853.7810780786,0.0,129393.99779765769,9168.67721121942,0.0,143830.09625697642,0.0,820420.766858839,0.0,0.0,0.0,0.0,7193.85007745465,0.0,311097.0583839831,16174.249724707211,813226.9167813843,1.0
 ,5721,72920.78485329179,169783.17407187904,15091.837695278138,13125.74127359252,0.0,64245.95306879903,0.0,120734.7015622251,1966.0964216856219,0.0,145796.19267866205,0.0,757004.3585559205,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,15091.837695278142,757004.3585559204,1.0
 ,5722,72920.78485329179,160282.10425649016,14247.29815613246,13125.74127359252,0.0,60650.74825065587,0.0,113978.38524905968,1121.5568825399396,0.0,146917.74956120198,0.0,714479.1535738755,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,14247.298156132461,714479.1535738755,1.0
 ,5723,61264.9011703064,124061.42486987045,11027.682210655152,11027.682210655154,0.0,46944.84317075898,0.0,88221.45768524121,0.0,0.0,146917.74956120198,0.0,552827.6647665829,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,11027.682210655152,552827.6647665829,1.0
 ,5724,43587.18867272723,88264.05706227261,7845.693961090899,7845.693961090901,0.0,33399.119192363956,0.0,62765.551688727195,0.0,0.0,146917.74956120198,0.0,393311.72118764615,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,7845.693961090902,393311.7211876462,1.0
 ,5725,46818.15591617302,94806.76573025035,8427.268064911143,8427.268064911144,0.0,35874.88015232673,0.0,67418.14451928914,0.0,0.0,146917.74956120198,0.0,422466.5560443319,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,8427.268064911143,422466.5560443319,1.0
 ,5726,55698.17098335045,112788.79624128464,10025.670777003079,10025.67077700308,0.0,42679.2804977021,0.0,80205.36621602463,0.0,0.0,146917.74956120198,0.0,502595.9270039492,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,10025.67077700308,502595.9270039492,1.0
 ,5727,47250.323509245376,95681.9051062219,8505.058231664168,8505.058231664168,0.0,36206.032892194366,0.0,68040.46585331335,0.0,0.0,146917.74956120198,0.0,426366.247330895,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,8505.058231664168,426366.247330895,1.0
 ,5728,41446.93011655931,83930.03348603261,7460.447420980677,7460.447420980677,0.0,31759.12467111474,0.0,59683.579367845414,0.0,0.0,146917.74956120198,0.0,373998.96433990524,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,7460.447420980678,373998.96433990524,1.0
 ,5729,35036.444152652555,70948.79940912142,6306.55994747746,6306.55994747746,0.0,26847.025696411543,0.0,50452.47957981968,0.0,0.0,146917.74956120198,0.0,316153.54358921986,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,6306.55994747746,316153.54358921986,1.0
 ,5730,17245.544904506805,34922.22843162629,3104.1980828112255,3104.198082811225,0.0,13214.571238527386,0.0,24833.584662489804,0.0,0.0,146917.74956120198,0.0,155616.25229237368,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,3104.198082811225,155616.25229237368,1.0
 ,5731,14584.156970658358,6249.713333775431,555.5300741133717,2625.1482547185046,0.0,2364.891525500623,0.0,4444.240592906974,0.0,2069.6181806051322,144848.13138059684,0.0,34632.97261638149,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,555.5300741133716,34632.97261638149,1.0
 ,5732,14584.156970658358,6405.773813461807,569.4021167521606,2625.1482547185046,0.0,2423.9448110139474,0.0,4555.216934017285,0.0,2055.7461379663437,142792.3852426305,0.0,35282.921164142004,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,569.4021167521606,35282.921164142004,1.0
 ,5733,14584.156970658358,17731.30576784454,1576.116068252848,2625.1482547185046,0.0,6709.526102552373,0.0,12608.928546022784,0.0,1049.0321864656562,141743.35305616484,0.0,82450.61577304764,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,1576.116068252848,82450.61577304764,1.0
 ,5734,14584.156970658358,24731.732999490552,2198.3762666213825,2625.1482547185046,0.0,9358.487767007224,0.0,17587.01013297106,0.0,426.7719880971217,141316.58106806772,0.0,111605.4506297334,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,2198.376266621383,111605.4506297334,1.0
 ,5735,14584.156970658358,26849.696652377097,2386.6397024335197,2625.1482547185046,0.0,10159.925213259492,0.0,19093.117619468157,0.0,238.5085522849845,141078.07251578273,0.0,120426.18092076891,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,2386.6397024335197,120426.18092076894,1.0
 ,5736,14584.156970658358,22457.70886691765,1996.2407881704576,2625.1482547185046,0.0,8497.997035241637,0.0,15969.92630536366,0.0,628.9074665480466,140449.16504923467,0.0,102134.77179093739,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,1996.2407881704576,102134.77179093739,1.0
 ,5737,14584.156970658358,27964.41436442263,2485.725721282012,2625.1482547185046,0.0,10581.734395497524,0.0,19885.805770256095,0.0,139.42253343649236,140309.74251579816,0.0,125068.67054762968,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,2485.725721282012,125068.67054762968,1.0
 ,5738,17276.414018297688,34984.73838705282,3109.7545232935845,3109.754523293584,0.0,13238.225005660788,0.0,24878.036186348676,0.0,0.0,140309.74251579816,0.0,155894.80166998535,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,3109.7545232935845,155894.80166998535,1.0
 ,5739,17811.47865733967,36068.24428111283,3206.0661583211404,3206.066158321141,0.0,13648.223635973094,0.0,25648.529266569123,0.0,0.0,140309.74251579816,0.0,160722.99088192056,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,3206.0661583211404,160722.99088192056,1.0
 ,5740,14584.156970658358,28811.599825577247,2561.0310956068665,2625.1482547185046,0.0,10902.30937399843,0.0,20488.248764854932,0.0,64.11715911163765,140245.6253566866,0.0,128596.96266404391,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,2561.031095606867,128596.96266404391,1.0
 ,5741,14584.156970658358,28923.071596781807,2570.9396974917163,2625.1482547185046,0.0,10944.490292222235,0.0,20567.51757993373,0.0,54.20855722678789,140191.4167994598,0.0,129061.21162672999,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,2570.9396974917163,129061.21162672999,1.0
 ,5742,16401.789127555996,33213.622983300884,2952.3220429600788,2952.322042960079,0.0,12568.034936881055,0.0,23618.57634368063,0.0,0.0,140191.4167994598,0.0,148002.56930432198,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,2952.322042960079,148002.56930432198,1.0
 ,5743,23285.60150292297,47153.34304341902,4191.408270526135,4191.408270526135,0.0,17842.825007629755,0.0,33531.26616420908,0.0,0.0,140191.4167994598,0.0,210119.08051171937,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,4191.408270526135,210119.08051171937,1.0
 ,5744,20311.876874401216,41131.55067066246,3656.1378373922184,3656.137837392219,0.0,15564.178773778673,0.0,29249.102699137748,0.0,0.0,140191.4167994598,0.0,183285.490468464,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,3656.137837392219,183285.490468464,1.0
 ,5745,15681.509805768721,31755.05735668166,2822.67176503837,2822.67176503837,0.0,12016.11370376834,0.0,22581.37412030696,0.0,0.0,140191.4167994598,0.0,141503.0838267169,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,2822.6717650383703,141503.08382671693,1.0
 ,5746,18274.515364202918,37005.89361251091,3289.4127655565253,3289.4127655565253,0.0,14003.030142974127,0.0,26315.302124452202,0.0,0.0,140191.4167994598,0.0,164901.23154609528,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,3289.4127655565253,164901.23154609528,1.0
 ,5747,18058.431567666732,36568.32392452513,3250.517682180012,3250.517682180012,0.0,13837.45377304031,0.0,26004.141457440095,0.0,0.0,140191.4167994598,0.0,162951.38590281372,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,3250.517682180012,162951.38590281372,1.0
 ,5748,15856.434783917057,32109.280437432033,2854.15826110507,2854.1582611050703,0.0,12150.15171752428,0.0,22833.26608884056,0.0,0.0,140191.4167994598,0.0,143081.53029984955,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,2854.158261105071,143081.53029984958,1.0
 ,5749,14584.156970658358,26871.991006618002,2388.621422810489,2625.1482547185046,0.0,10168.36139690425,0.0,19108.971382483913,0.0,236.52683190801508,139954.88996755178,0.0,120519.03071330611,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,2388.621422810489,120519.03071330613,1.0
 ,5750,14584.156970658358,16259.878387944418,1445.3225233728372,2625.1482547185046,0.0,6152.737981998167,0.0,11562.580186982697,0.0,1179.825731345656,138775.06423620612,0.0,76322.52946559139,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,1445.3225233728374,76322.5294655914,1.0
 ,5751,14584.156970658358,8033.261673048301,714.0677042709601,2625.1482547185046,0.0,3039.786217081477,0.0,5712.541634167681,0.0,1911.0805504475445,136863.98368575858,0.0,42060.95601935876,0.0,0.0,0.0,0.0,0.0,0.0,311097.0583839831,714.0677042709601,42060.95601935876,1.0
 ,5752,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.148254718504,134238.83543104006,0.0,6778.034855216754,0.0,0.0,0.0,0.0,0.0,1922.7555341807124,309174.30284980236,0.0,8700.790389397467,1.0
 ,5753,14584.156970658358,11298.032632653563,1004.2695673469834,2625.1482547185046,0.0,4275.175548196108,0.0,8034.156538775867,0.0,1620.8786873715208,132617.95674366853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58587.17914241322,250587.12370738914,1004.2695673469834,58587.179142413224,1.0
 ,5754,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.1482547185046,129992.80848895002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.529065987823,241529.59464140132,0.0,9057.529065987823,1.0
 ,5755,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.1482547185046,127367.66023423152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.529065987823,232472.0655754135,0.0,9057.529065987823,1.0
 ,5756,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.1482547185046,124742.51197951302,0.0,278.5493776116474,0.0,0.0,0.0,0.0,0.0,8764.319194817668,223707.74638059584,0.0,9042.868572429314,1.0
 ,5757,14584.156970658358,475.4755853795115,42.2644964781788,2625.1482547185046,0.0,179.91996150760713,0.0,338.1159718254304,0.0,2582.8837582403257,122159.6282212727,0.0,10584.876349242602,0.0,0.0,0.0,0.0,0.0,0.0,223707.74638059584,42.264496478178806,10584.8763492426,1.0
 ,5758,14584.156970658358,12001.656727930442,1066.813931371595,2625.1482547185046,0.0,4541.426905848879,0.0,8534.51145097276,0.0,1558.3343233469095,120601.29389792579,0.0,58588.21909098318,0.0,0.0,0.0,0.0,0.0,0.0,223707.74638059584,1066.8139313715947,58588.21909098318,1.0
 ,5759,14584.156970658358,2147.552153447828,190.89352475091806,2625.1482547185046,0.0,812.6337348646581,0.0,1527.1481980073445,0.0,2434.254729967586,118167.0391679582,0.0,17548.61078953379,0.0,0.0,0.0,0.0,0.0,0.0,223707.74638059584,190.89352475091806,17548.61078953379,1.0
 ,5760,14584.156970658358,9727.632595357532,864.6784529206695,2625.1482547185046,0.0,3680.93617408329,0.0,6917.427623365356,0.0,1760.4698017978346,116406.56936616036,0.0,49117.540252187166,0.0,0.0,0.0,0.0,0.0,0.0,223707.74638059584,864.6784529206693,49117.540252187166,1.0
 ,5761,14584.156970658358,18600.785583240064,1653.4031629546723,2625.1482547185046,0.0,7038.5372646980395,0.0,13227.225303637379,0.0,971.7450917638198,115434.82427439654,0.0,86071.75768199905,0.0,0.0,0.0,0.0,0.0,0.0,223707.74638059584,1653.4031629546723,86071.75768199905,1.0
 ,5762,14584.156970658358,26359.22085907705,2343.0418541401823,2625.1482547185046,0.0,9974.329173074755,0.0,18744.33483312146,0.0,282.10640057832234,115152.71787381821,0.0,118383.48548495016,0.0,0.0,0.0,0.0,0.0,0.0,223707.74638059584,2343.0418541401827,118383.48548495017,1.0
 ,5763,15064.127529951054,30504.858248150882,2711.5429553911895,2711.54295539119,0.0,11543.038361100293,0.0,21692.343643129516,0.0,0.0,115152.71787381821,0.0,135932.09627448395,0.0,0.0,0.0,0.0,0.0,0.0,223707.74638059584,2711.54295539119,135932.09627448395,1.0
 ,5764,14584.156970658358,21342.9911548721,1897.1547693219643,2625.1482547185046,0.0,8076.187853003601,0.0,15177.238154575714,0.0,727.9934853965399,114424.72438842167,0.0,97492.28216407659,0.0,0.0,0.0,0.0,0.0,0.0,223707.74638059584,1897.1547693219645,97492.28216407659,1.0
 ,5765,14584.156970658358,18801.43477140826,1671.238646347401,2625.1482547185046,0.0,7114.462917500886,0.0,13369.909170779209,0.0,953.9096083711031,113470.81478005057,0.0,86907.405814834,0.0,0.0,0.0,0.0,0.0,0.0,223707.74638059584,1671.238646347401,86907.405814834,1.0
 ,5766,14584.156970658358,26537.57569300434,2358.895617155941,2625.1482547185046,0.0,10041.818642232842,0.0,18871.16493724753,0.0,266.252637562563,113204.56214248801,0.0,119126.28382524788,0.0,0.0,0.0,0.0,0.0,0.0,223707.74638059584,2358.8956171559416,119126.2838252479,1.0
 ,5767,14584.156970658358,25021.5596046224,2224.138631521991,2625.1482547185046,0.0,9468.158154389115,0.0,17793.10905217593,0.0,401.0096231965131,112803.5525192915,0.0,112812.4979327172,0.0,0.0,0.0,0.0,0.0,0.0,223707.74638059584,2224.138631521991,112812.4979327172,1.0
 ,5768,14584.156970658358,22948.18466021769,2039.8386364637945,2625.1482547185046,0.0,8683.593075426372,0.0,16318.709091710356,0.0,585.3096182547097,112218.24290103678,0.0,104177.46722675613,0.0,0.0,0.0,0.0,0.0,0.0,223707.74638059584,2039.8386364637943,104177.46722675613,1.0
 ,5769,14584.156970658358,25779.567648813365,2291.517124338966,2625.1482547185046,0.0,9754.988398310978,0.0,18332.136994711727,0.0,333.63113037953826,111884.61177065724,0.0,115969.39087898254,0.0,0.0,0.0,0.0,0.0,0.0,223707.74638059584,2291.517124338966,115969.39087898254,1.0
 ,5770,14584.156970658358,28209.652261072657,2507.5246454286807,2625.1482547185046,0.0,10674.532415589892,0.0,20060.197163429446,0.0,117.62360928981798,111766.98816136742,0.0,126090.01826553907,0.0,0.0,0.0,0.0,0.0,0.0,223707.74638059584,2507.5246454286803,126090.01826553905,1.0
 ,5771,14584.156970658358,24152.07978922687,2146.8515368201665,2625.1482547185046,0.0,9139.146992243448,0.0,17174.812294561332,0.0,478.2967178983381,111288.69144346908,0.0,109191.35602376578,0.0,0.0,0.0,0.0,0.0,0.0,223707.74638059584,2146.8515368201665,109191.3560237658,1.0
 ,5772,15465.426009232535,31317.487668695885,2783.7766816618564,2783.7766816618564,0.0,11850.537333834522,0.0,22270.21345329485,0.0,0.0,111288.69144346908,0.0,139553.23818343534,0.0,0.0,0.0,0.0,0.0,0.0,223707.74638059584,2783.7766816618564,139553.23818343534,1.0
 ,5773,14584.156970658358,28878.482888299986,2566.9762567377766,2625.1482547185046,0.0,10927.617924932714,0.0,20535.810053902213,0.0,58.17199798072761,111230.51944548835,0.0,128875.51204165554,0.0,0.0,0.0,0.0,0.0,0.0,223707.74638059584,2566.976256737776,128875.51204165553,1.0
 ,5774,14584.156970658358,24910.087833417845,2214.230029637142,2625.1482547185046,0.0,9425.977236165312,0.0,17713.840237097134,0.0,410.918225081361,110819.60122040698,0.0,112348.24897003113,0.0,0.0,0.0,0.0,0.0,0.0,223707.74638059584,2214.230029637142,112348.24897003113,1.0
 ,5775,14584.156970658358,23884.54753833594,2123.070892296528,2625.1482547185046,0.0,9037.912788506319,0.0,16984.567138372226,0.0,502.077362421976,110317.52385798501,0.0,108077.1585133192,0.0,0.0,0.0,0.0,0.0,0.0,223707.74638059584,2123.0708922965287,108077.15851331923,1.0
 ,5776,21927.360496124114,44402.90500465132,3946.9248893023396,3946.924889302341,0.0,16802.059253760057,0.0,31575.399114418717,0.0,0.0,110317.52385798501,0.0,197862.9078968069,0.0,0.0,0.0,0.0,0.0,0.0,223707.74638059584,3946.9248893023396,197862.9078968069,1.0
 ,5777,25909.47617514806,52466.689254674806,4663.70571152665,4663.705711526651,0.0,19853.395213968946,0.0,37309.6456922132,0.0,0.0,110317.52385798501,0.0,233795.7776087094,0.0,0.0,0.0,0.0,0.0,0.0,223707.74638059584,4663.70571152665,233795.77760870938,1.0
 ,5778,46097.87659438574,93348.20010363114,8297.617786989435,8297.617786989435,0.0,35322.95891921402,0.0,66380.94229591548,0.0,0.0,110317.52385798501,0.0,415967.07056672685,0.0,0.0,0.0,0.0,0.0,0.0,223707.74638059584,8297.617786989433,415967.07056672685,1.0
 ,5779,70093.46771449903,141939.2721218605,12616.824188609824,12616.824188609826,0.0,53709.820570912016,0.0,100934.59350887859,0.0,0.0,110317.52385798501,0.0,632492.786763514,0.0,0.0,0.0,0.0,0.0,0.0,223707.74638059584,12616.824188609826,632492.786763514,1.0
 ,5780,72920.78485329179,149162.94831533634,13258.928739141009,13125.74127359252,0.0,56443.25964252327,0.0,106071.42991312807,133.1874655484895,0.0,110450.7113235335,0.0,664711.6647739279,0.0,0.0,0.0,0.0,0.0,0.0,223707.74638059584,13258.928739141007,664711.6647739278,1.0
