Informations,Time,NH3-SOEC,H2O wwtp,H2_from_AEC_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,12,61258.40056505206,97603.73467795833,8675.88752692963,11026.512101709372,0.0,36933.25320213943,0.0,69407.10021543704,0.0,2350.624574779742,46585.74114722248,0.0,0.0,442634.89911855554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65707.70499571963,8675.88752692963,442634.8991185555,1.0
 ,13,61258.40056505206,111874.41609484308,9944.39254176383,11026.512101709372,0.0,42333.27905028862,0.0,79555.14033411063,0.0,1082.1195599455423,45503.62158727694,0.0,0.0,439646.00339577545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65707.70499571963,0.0,9944.39254176383,505353.7083914951,1.0
 ,14,61258.40056505206,83170.61102672445,7392.943202375507,11026.512101709372,0.0,31471.75921251253,0.0,59143.54561900406,0.0,3633.5688993338645,41870.052687943076,0.0,0.0,382524.94831218064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7392.943202375507,382524.9483121806,1.0
 ,15,61258.40056505206,63916.988724432435,5681.510108838439,11026.512101709372,0.0,24186.188533325232,0.0,45452.08087070751,0.0,5345.001992870933,36525.05069507215,0.0,0.0,302338.9596515517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5681.510108838439,302338.9596515517,1.0
 ,16,61258.40056505206,53137.18264319154,4723.305123839248,11026.512101709372,0.0,20107.109912183678,0.0,37786.440990713985,0.0,6303.206977870123,30221.843717202024,0.0,0.0,257444.0617137615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4723.305123839248,257444.06171376148,1.0
 ,17,61258.40056505206,55506.788059970946,4933.936716441862,11026.512101709372,0.0,21003.768601893004,0.0,39471.493731534894,0.0,6092.57538526751,24129.268331934516,0.0,0.0,267312.8100509208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4933.936716441862,267312.8100509208,1.0
 ,18,61258.40056505206,49533.030585289285,4402.936052025714,11026.512101709372,0.0,18743.298773473463,0.0,35223.48841620571,0.0,6623.576049683657,17505.692282250857,0.0,0.0,242433.769545948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4402.936052025714,242433.769545948,1.0
 ,19,61258.40056505206,44118.017290617485,3921.601536943777,11026.512101709372,0.0,16694.257742769656,0.0,31372.812295550215,0.0,7104.910564765594,10400.781717485263,0.0,0.0,219881.7433439996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3921.601536943777,219881.74334399958,1.0
 ,20,61258.40056505206,43440.2902918067,3861.359137049484,11026.512101709372,0.0,16437.80584641965,0.0,30890.873096395873,0.0,7165.152964659887,3235.628752825375,0.0,0.0,217059.19865145235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3861.3591370494846,217059.19865145232,1.0
 ,21,61258.40056505206,135861.99336602885,12076.621632535898,11026.512101709372,0.0,51410.17828970531,0.0,96612.97306028719,1050.1095308265267,0.0,4285.738283651902,0.0,418558.35307953594,184398.66913973005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12076.621632535898,602957.022219266,1.0
 ,22,61258.40056505206,175486.04798621975,15598.759820997311,11026.512101709372,0.0,66403.92055798555,0.0,124790.07856797849,4572.24771928794,0.0,8857.98600293984,0.0,637296.4754516098,133994.53747606615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15598.759820997311,771291.012927676,1.0
 ,23,61258.40056505206,182352.89607318022,16209.14631761602,11026.512101709372,0.0,69002.3358740914,0.0,129673.17054092816,5182.634215906648,0.0,14040.620218846489,0.0,787457.2405394659,72322.28246929619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59316.23194987618,0.0,0.0,0.0,16209.14631761602,800463.291058886,1.0
 ,24,61258.40056505206,182352.89607318022,16209.14631761602,11026.512101709372,0.0,69002.3358740914,0.0,129673.17054092816,5182.634215906648,0.0,19223.254434753137,0.0,831204.8650138807,65441.81184961499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91603.22457581881,0.0,91603.22457581881,16209.14631761602,805043.4522876769,1.0
 ,25,61258.40056505206,182352.89607318022,16209.14631761602,11026.512101709372,0.0,69002.3358740914,0.0,129673.17054092816,5182.634215906648,0.0,24405.888650659785,0.0,763809.8759587012,50851.237844658324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13521.735947117808,0.0,105124.96052293661,16209.14631761602,801139.3778562419,1.0
 ,26,61258.40056505206,182352.89607318022,16209.14631761602,11026.512101709372,0.0,69002.3358740914,0.0,129673.17054092816,5182.634215906648,0.0,29588.522866566433,0.0,728338.829087554,41834.25852222374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31884.424683271885,73240.53583966472,16209.14631761602,802057.5122930496,1.0
 ,27,61258.40056505206,175546.46272057405,15604.130019606582,11026.512101709372,0.0,66426.78149346521,0.0,124833.04015685266,4577.617917897211,0.0,34166.14078446364,0.0,685773.5728421775,16195.58961122474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73240.53583966472,0.0,15604.130019606582,775209.6982930669,1.0
 ,28,61258.40056505206,165581.9367472152,14718.39437753024,11026.512101709372,0.0,62656.204865146225,0.0,117747.15502024192,3691.882275820868,0.0,37858.02306028451,0.0,699961.9915906363,29253.60565173739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14718.39437753024,729215.5972423737,1.0
 ,29,61258.40056505206,182352.89607318022,16209.14631761602,11026.512101709372,0.0,69002.3358740914,0.0,129673.17054092816,5182.634215906648,0.0,43040.65727619116,0.0,751986.1936683188,50795.41204490867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2318.314654341433,0.0,0.0,0.0,16209.14631761602,800463.291058886,1.0
 ,30,61258.40056505206,182352.89607318022,16209.14631761602,11026.512101709372,0.0,69002.3358740914,0.0,129673.17054092816,5182.634215906648,0.0,48223.29149209781,0.0,762627.5077296629,104228.72283186359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66392.93950264051,0.0,0.0,0.0,16209.14631761602,800463.291058886,1.0
 ,31,61258.40056505206,182352.89607318022,16209.14631761602,11026.512101709372,0.0,69002.3358740914,0.0,129673.17054092816,5182.634215906648,0.0,53405.925708004455,0.0,684591.2046131393,295949.67309261253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180077.58664686582,0.0,0.0,0.0,16209.14631761602,800463.291058886,1.0
 ,32,61258.40056505206,182352.89607318022,16209.14631761602,11026.512101709372,0.0,69002.3358740914,0.0,129673.17054092816,5182.634215906648,0.0,58588.5599239111,0.0,637296.4754516098,383801.301667402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100582.00842461293,114335.69298620269,0.0,114335.69298620269,16209.14631761602,806180.0757081961,1.0
 ,33,61258.40056505206,158230.26240791992,14064.912214037326,11026.512101709372,0.0,59874.33129515689,0.0,112519.2977122986,3038.400112327954,0.0,61626.960036239056,0.0,384269.6744374271,313713.9680798594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,14064.912214037326,697983.6425172865,1.0
 ,34,61258.40056505206,105414.0396390685,9370.13685680609,11026.512101709372,0.0,39888.672599423524,0.0,74961.09485444872,0.0,1656.3752449032818,59970.58479133577,0.0,140701.81925555022,225841.92215998072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,0.0,9370.13685680609,480879.4344017336,1.0
 ,35,61258.40056505206,40862.792655602745,3632.2482360535773,11026.512101709372,0.0,15462.480740880077,0.0,29057.98588842862,0.0,7394.263865655794,52576.320925679975,0.0,0.0,206324.63696822847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3632.2482360535773,206324.63696822847,1.0
 ,36,61258.40056505206,49395.11062669635,4390.6765001507865,11026.512101709372,0.0,18691.109861141897,0.0,35125.41200120629,0.0,6635.835601558585,45940.485324121386,0.0,0.0,241859.37122950805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4390.6765001507865,241859.37122950802,1.0
 ,37,61258.40056505206,66266.34546801595,5890.341819379196,11026.512101709372,0.0,25075.185125097236,0.0,47122.73455503357,0.0,5136.170282330176,40804.31504179121,0.0,0.0,312123.3778894816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5890.341819379196,312123.3778894816,1.0
 ,38,61258.40056505206,84240.78951982468,7488.070179539972,11026.512101709372,0.0,31876.714754301658,0.0,59904.561436319775,0.0,3538.4419221693997,37265.873119621814,0.0,0.0,386981.94446413947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7488.070179539972,386981.94446413947,1.0
 ,39,61258.40056505206,92239.76365210045,8199.090102408929,11026.512101709372,0.0,34903.52656595481,0.0,65592.72081927143,0.0,2827.4219993004426,34438.45112032137,0.0,0.0,420295.44978780905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8199.090102408929,420295.449787809,1.0
 ,40,61258.40056505206,92900.4228875808,8257.81536778496,11026.512101709372,0.0,35153.52002066057,0.0,66062.52294227968,0.0,2768.696733924411,31669.75438639696,0.0,0.0,423046.9119871305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8257.81536778496,423046.9119871304,1.0
 ,41,61258.40056505206,98403.0735130902,8746.93986783024,11026.512101709372,0.0,37235.72301735333,0.0,69975.51894264192,0.0,2279.572233879131,29390.182152517827,0.0,0.0,445963.92332831444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8746.93986783024,445963.9233283144,1.0
 ,42,61258.40056505206,115159.05957308983,10236.360850941319,11026.512101709372,0.0,43576.18814245719,0.0,81890.88680753055,0.0,790.1512507680527,28600.030901749775,0.0,0.0,515747.9508276407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10236.360850941319,515747.95082764066,1.0
 ,43,61258.40056505206,129636.71256884577,11523.263339452958,11026.512101709372,0.0,49054.53203605124,0.0,92186.10671562367,496.7512377435869,0.0,29096.782139493364,0.0,0.0,576510.3001481665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11523.263339452958,576510.3001481666,1.0
 ,44,61258.40056505206,130256.69868000849,11578.373216000755,11026.512101709372,0.0,49289.13478051521,0.0,92626.98572800604,551.8611142913833,0.0,29648.643253784747,0.0,0.0,579144.1733667499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11578.373216000755,579144.17336675,1.0
 ,45,61258.40056505206,182352.89607318022,16209.14631761602,11026.512101709372,0.0,69002.3358740914,0.0,129673.17054092816,5182.634215906648,0.0,34831.2774696914,0.0,313327.58069513284,549694.1130788072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62558.40271505411,0.0,0.0,0.0,16209.14631761602,800463.291058886,1.0
 ,46,61258.40056505206,182352.89607318022,16209.14631761602,11026.512101709372,0.0,69002.3358740914,0.0,129673.17054092816,5182.634215906648,0.0,40013.91168559805,0.0,555713.0676479714,486545.7110924185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241795.487681504,0.0,0.0,0.0,16209.14631761602,800463.291058886,1.0
 ,47,61258.40056505206,182352.89607318022,16209.14631761602,11026.512101709372,0.0,69002.3358740914,0.0,129673.17054092816,5182.634215906648,0.0,45196.545901504694,0.0,720062.2514842864,406192.66845225013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325791.62887765054,0.0,0.0,0.0,16209.14631761602,800463.291058886,1.0
 ,48,61258.40056505206,182352.89607318022,16209.14631761602,11026.512101709372,0.0,69002.3358740914,0.0,129673.17054092816,5182.634215906648,0.0,50379.18011741134,0.0,794551.4499136955,346484.48632938386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340572.64518419333,0.0,0.0,0.0,16209.14631761602,800463.291058886,1.0
 ,49,61258.40056505206,182352.89607318022,16209.14631761602,11026.512101709372,0.0,69002.3358740914,0.0,129673.17054092816,5182.634215906648,0.0,55561.81433331799,0.0,840663.8108461866,348623.8254960823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388824.3452833829,0.0,0.0,0.0,16209.14631761602,800463.291058886,1.0
 ,50,61258.40056505206,182352.89607318022,16209.14631761602,11026.512101709372,0.0,69002.3358740914,0.0,129673.17054092816,5182.634215906648,0.0,60744.44854922464,0.0,856034.5978236836,415051.46454125707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470622.7713060547,0.0,0.0,0.0,16209.14631761602,800463.291058886,1.0
 ,51,61258.40056505206,182352.89607318022,16209.14631761602,11026.512101709372,0.0,69002.3358740914,0.0,129673.17054092816,5182.634215906648,0.0,65927.08276513129,0.0,858399.3342817602,385390.20509386313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443326.2483167373,0.0,0.0,0.0,16209.14631761602,800463.291058886,1.0
 ,52,61258.40056505206,182352.89607318022,16209.14631761602,11026.512101709372,0.0,69002.3358740914,0.0,129673.17054092816,5182.634215906648,0.0,71109.71698103793,0.0,848940.3884494542,265520.11709463166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313997.2144851999,0.0,0.0,0.0,16209.14631761602,800463.291058886,1.0
 ,53,61258.40056505206,182352.89607318022,16209.14631761602,11026.512101709372,0.0,69002.3358740914,0.0,129673.17054092816,5182.634215906648,0.0,76292.35119694457,0.0,828840.1285558041,166160.11789269003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194536.95538960816,0.0,0.0,0.0,16209.14631761602,800463.291058886,1.0
 ,54,61258.40056505206,182352.89607318022,16209.14631761602,11026.512101709372,0.0,69002.3358740914,0.0,129673.17054092816,5182.634215906648,0.0,81474.98541285121,0.0,792186.7134556189,87264.09207770061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75226.2042613653,0.0,75226.2042613653,16209.14631761602,804224.6012719542,1.0
 ,55,61258.40056505206,174523.0247614794,15513.157756575949,11026.512101709372,0.0,66039.5125697438,0.0,124105.26205260759,4486.645654866577,0.0,85961.63106771778,0.0,718879.8832552482,48319.93950727958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75226.2042613653,15513.157756575949,767199.8227625277,1.0
 ,56,61258.40056505206,142138.20339565832,12634.506968502961,11026.512101709372,0.0,53785.0961649171,0.0,101076.05574802369,1607.9948667935896,0.0,87569.62593451136,0.0,618378.5837869981,11241.522029808815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75226.2042613653,12634.506968502961,629620.1058168069,1.0
 ,57,61258.40056505206,100174.89897494383,8904.435464439452,11026.512101709372,0.0,37906.18177211874,0.0,71235.48371551561,0.0,2122.07663726992,85447.54929724145,0.0,450482.29526356835,2860.7889396269793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75226.2042613653,8904.435464439452,453343.08420319535,1.0
 ,58,61258.40056505206,29797.37272042401,2648.655352926579,11026.512101709372,0.0,11275.325837408445,0.0,21189.24282341263,0.0,8377.856748782793,77069.69254845865,0.0,157254.97446208555,2985.262203883276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75226.2042613653,2648.655352926579,160240.2366659688,1.0
 ,59,61258.40056505206,8740.537226333097,776.9366423407198,11026.512101709372,0.0,3307.419286444444,0.0,6215.493138725758,0.0,10249.575459368652,66820.11708909,0.0,0.0,1079.4719057537156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75226.2042613653,0.0,776.9366423407198,76305.67616711902,1.0
 ,60,61258.40056505206,104455.68943466817,9284.950171970504,11026.512101709372,0.0,39526.032882078434,0.0,74279.60137576403,0.0,1741.5619297388675,65078.555159351126,0.0,0.0,471171.3873594862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9284.950171970504,471171.3873594862,1.0
 ,61,61258.40056505206,124048.26114423042,11026.512101709372,11026.512101709372,0.0,46939.86201697679,0.0,88212.09681367497,0.0,0.0,65078.555159351126,0.0,0.0,577123.8269061977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23195.067388014424,0.0,23195.067388014424,11026.512101709372,553928.7595181833,1.0
 ,62,61258.40056505206,103681.6326917925,9216.145128159334,11026.512101709372,0.0,39233.12981057428,0.0,73729.16102527468,0.0,1810.366973550037,63268.18818580109,0.0,0.0,467947.65604117105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23195.067388014424,9216.145128159334,467947.656041171,1.0
 ,63,61258.40056505206,94676.22284685995,8415.664253054218,11026.512101709372,0.0,35825.4827252518,0.0,67325.31402443374,0.0,2610.847848655154,60657.340337145935,0.0,0.0,430442.6255397616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23195.067388014424,8415.664253054218,430442.62553976156,1.0
 ,64,61258.40056505206,85107.45806747957,7565.107383775962,11026.512101709372,0.0,32204.66213273427,0.0,60520.8590702077,0.0,3461.4047179334093,57195.93561921253,0.0,0.0,390591.37822385883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23195.067388014424,7565.107383775962,390591.37822385883,1.0
 ,65,61258.40056505206,74022.82128590846,6579.8063365251965,11026.512101709372,0.0,28010.235574587758,0.0,52638.45069220157,0.0,4446.705765184175,52749.22985402835,0.0,0.0,344426.9450943878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23195.067388014424,6579.8063365251965,344426.94509438775,1.0
 ,66,61258.40056505206,81219.25228028891,7219.4890915812375,11026.512101709372,0.0,30733.365062861325,0.0,57755.9127326499,0.0,3807.023010128134,48942.20684390022,0.0,0.0,374398.08117737283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23195.067388014424,7219.489091581237,374398.0811773728,1.0
 ,67,61258.40056505206,88828.93146100294,7895.905018755817,11026.512101709372,0.0,33612.86766484351,0.0,63167.240150046535,0.0,3130.6070829535547,45811.599760946665,0.0,0.0,384054.9671466606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23195.067388014424,0.0,7895.905018755817,407250.034534675,1.0
 ,68,61258.40056505206,86042.4656721225,7648.219170855335,11026.512101709372,0.0,32558.46901033116,0.0,61185.75336684268,0.0,3378.292930854037,42433.306830092624,0.0,0.0,394485.4251728621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7648.219170855335,394485.4251728621,1.0
 ,69,61258.40056505206,141139.9123460924,12545.769986319325,11026.512101709372,0.0,53407.34283176136,0.0,100366.1598905546,1519.2578846099532,0.0,43952.564714702574,0.0,177355.23435573556,448023.85377944604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12545.769986319325,625379.0881351816,1.0
 ,70,61258.40056505206,182352.89607318022,16209.14631761602,11026.512101709372,0.0,69002.3358740914,0.0,129673.17054092816,5182.634215906648,0.0,49135.19893060922,0.0,464670.7140120272,502242.34884755895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166449.77180070017,0.0,0.0,0.0,16209.14631761602,800463.291058886,1.0
 ,71,61258.40056505206,182352.89607318022,16209.14631761602,11026.512101709372,0.0,69002.3358740914,0.0,129673.17054092816,5182.634215906648,0.0,54317.83314651587,0.0,683408.836384101,545664.9249107895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428610.47023600445,0.0,0.0,0.0,16209.14631761602,800463.291058886,1.0
