Informations,Time,NH3-AEC,H2O wwtp,H2_from_AEC,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,12,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,7426.92956799077,508196.12652433,0.0,0.0,609754.5970213662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499090.2108136206,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,13,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,8272.084800989047,506130.28861162945,0.0,0.0,564723.6071076524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451993.38298720616,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,14,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982751,0.0,9117.240033987322,497178.3243232605,0.0,0.0,513733.9755052057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392051.78709639056,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,15,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,9962.395266985599,486160.52212219103,0.0,0.0,433154.3405475246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300454.34993764,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,16,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,10807.550499983876,459304.6292570842,0.0,0.0,326423.0286964194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148341.88825721137,17643.10187068246,0.0,17643.10187068246,11851.73278988217,619742.6678256097,1.0
 ,17,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,11652.705732982153,382180.01384959783,0.0,0.0,260907.96860057715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23073.78068390413,0.0,40716.88255458659,11851.73278988217,620014.2017662708,1.0
 ,18,61147.65309379941,105994.49732631339,9421.733095672302,11006.577556883894,0.0,53477.75705103598,0.0,75373.86476537841,0.0,1584.844461211591,10067.861271770562,198320.4396192507,0.0,0.0,259982.26025389813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40716.88255458659,0.0,9421.7330956723,499019.5824277353,1.0
 ,19,32312.2008707829,65432.20676333538,5816.196156740923,5816.196156740923,0.0,33012.72938566147,0.0,46529.56925392738,0.0,0.0,10067.861271770562,1377.2252751336857,0.0,0.0,302973.4142393249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5816.196156740923,304350.6395144586,1.0
 ,20,43021.30953313829,87118.15180460503,7743.835715964892,7743.835715964892,0.0,43954.01152381672,0.0,61950.68572771914,0.0,0.0,10067.861271770562,0.0,0.0,0.0,405220.40332447545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7743.835715964894,405220.40332447545,1.0
 ,21,53094.218494354536,107515.79245106794,9556.959328983818,9556.959328983818,0.0,54245.30115131214,0.0,76455.67463187054,0.0,0.0,10067.861271770562,0.0,0.0,0.0,500097.7623869813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9556.959328983818,500097.76238698134,1.0
 ,22,59932.85072342669,121364.02271493904,10787.913130216804,10787.913130216804,0.0,61232.19492711058,0.0,86303.30504173443,0.0,0.0,10067.861271770562,0.0,0.0,0.0,564511.2667671263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10787.913130216806,564511.2667671263,1.0
 ,23,61147.65309379941,131915.35557826931,11725.809384735052,11006.577556883894,0.0,66555.69406775615,0.0,93806.47507788042,719.2318278511585,0.0,10787.093099621843,0.0,0.0,0.0,612467.617559141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11725.809384735052,612467.617559141,1.0
 ,24,61147.65309379941,133066.7240276499,11828.153246902215,11006.577556883894,0.0,67136.59782941696,0.0,94625.22597521772,821.575690018322,0.0,11608.668789640165,0.0,0.0,0.0,617663.4235466265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11828.153246902215,617663.4235466263,1.0
 ,25,61147.65309379941,131146.80825177196,11657.494066824174,11006.577556883894,0.0,66167.93632329401,0.0,93259.9525345934,650.9165099402824,0.0,12259.585299580447,0.0,0.0,0.0,608999.376960027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11657.494066824174,608999.3769600269,1.0
 ,26,61147.65309379941,128790.11436675195,11448.010165933507,11006.577556883894,0.0,64978.90570183858,0.0,91584.08132746805,441.43260904961346,0.0,12701.017908630047,0.0,0.0,0.0,598364.2720941218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11448.010165933507,598364.2720941218,1.0
 ,27,61147.65309379941,129927.25456662885,11549.089294811454,11006.577556883894,0.0,65552.6308373498,0.0,92392.71435849163,542.5117379275608,0.0,13243.529646557608,0.0,0.0,0.0,603495.8699438885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11549.089294811449,603495.8699438884,1.0
 ,28,61147.65309379941,131096.89692796516,11653.057504708015,11006.577556883894,0.0,66142.75439672268,0.0,93224.46003766412,646.4799478241221,0.0,13890.00959438173,0.0,0.0,0.0,608774.1410199435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11653.057504708016,608774.1410199435,1.0
 ,29,61147.65309379941,128676.31344205637,11437.89452818279,11006.577556883894,0.0,64921.489341965505,0.0,91503.15622546231,431.3169712988965,0.0,14321.326565680627,0.0,0.0,0.0,597850.7201323387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11437.89452818279,597850.7201323387,1.0
 ,30,61147.65309379941,127784.09874246905,11358.586554886138,11006.577556883894,0.0,64471.337285533715,0.0,90868.6924390891,352.00899800224596,0.0,14673.33556368287,0.0,0.0,0.0,593824.4030305176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11358.586554886135,593824.4030305175,1.0
 ,31,61147.65309379941,127292.0287826878,11314.847002905582,11006.577556883894,0.0,64223.07158849208,0.0,90518.77602324466,308.26944602168953,0.0,14981.605009704559,0.0,0.0,0.0,591603.8279881248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11314.84700290558,591603.8279881247,1.0
 ,32,61147.65309379941,128803.68950475604,11449.216844867204,11006.577556883894,0.0,64985.75481146624,0.0,91593.73475893763,442.6392879833105,0.0,15424.24429768787,688.6126375668429,0.0,0.0,597736.9202834959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11449.216844867206,598425.5329210627,1.0
 ,33,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,16269.399530686147,225176.3324843576,0.0,0.0,608273.8779968327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214589.69774911468,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,34,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,17114.554763684424,424185.38474117516,0.0,0.0,607511.110958892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412835.98296799156,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,35,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,17959.7099966827,498555.5495983942,0.0,0.0,582007.541383627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461702.57824994554,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,36,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,18804.865229680978,517836.7034502658,0.0,0.0,496387.6416824539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395363.8324006441,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,37,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,19650.020462679255,527477.2803762016,0.0,0.0,342027.2217258109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250643.98936993687,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,38,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,20495.17569567753,517836.7034502658,0.0,0.0,197332.3181644163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57740.98241768166,36730.977585642715,0.0,36730.977585642715,11851.73278988217,620697.0616113577,1.0
 ,39,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.155232998266,0.0,21340.330928675798,510261.96443703055,0.0,0.0,112783.74851243617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3985.904968943879,0.0,40716.88255458659,11851.73278988217,619059.8079805227,1.0
 ,40,59355.62374631478,120195.13808628744,10684.012274336661,10684.012274336661,0.0,60642.45366913488,0.0,85472.09819469329,0.0,0.0,21340.330928675798,494423.87377299316,0.0,0.0,64650.456020030026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40716.88255458659,10684.012274336663,559074.3297930232,1.0
 ,41,52118.83180292641,105540.63440092598,9381.389724526754,9381.389724526754,0.0,53248.76807641385,0.0,75051.11779621404,0.0,0.0,21340.330928675798,435891.7995798115,0.0,0.0,55018.734598940086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40716.88255458659,9381.389724526754,490910.5341787515,1.0
 ,42,37923.980336031214,76796.06018046322,6826.316460485619,6826.316460485619,0.0,38746.17222971637,0.0,54610.531683884954,0.0,0.0,21340.330928675798,274756.4423891703,0.0,0.0,82451.89864467875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40716.88255458659,6826.31646048562,357208.34103384905,1.0
 ,43,26923.497056750482,54520.08153991972,4846.229470215087,4846.229470215087,0.0,27507.19847294083,0.0,38769.83576172069,0.0,0.0,21340.330928675798,3443.063187834214,0.0,0.0,250151.0383082647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40716.88255458659,4846.229470215088,253594.1014960989,1.0
 ,44,49879.651449984674,101006.29418621896,8978.337260997241,8978.337260997241,0.0,50961.04229342034,0.0,71826.69808797793,0.0,0.0,21340.330928675798,0.0,0.0,0.0,469819.5544856213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40716.88255458659,8978.337260997241,469819.5544856212,1.0
 ,45,54985.59471526483,111345.82929841128,9897.40704874767,9897.40704874767,0.0,56177.68240869176,0.0,79179.25638998135,0.0,0.0,21340.330928675798,0.0,0.0,0.0,517912.75322274916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40716.88255458659,9897.407048747671,517912.7532227492,1.0
 ,46,53433.874890400504,108203.59665306102,9618.09748027209,9618.09748027209,0.0,54592.32129802438,0.0,76944.77984217672,0.0,0.0,21340.330928675798,0.0,0.0,0.0,503297.00720986305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40716.88255458659,9618.097480272092,503297.00720986305,1.0
 ,47,52838.370902506744,106997.70107757614,9510.906762451214,9510.906762451214,0.0,53983.90678367308,0.0,76087.25409960971,0.0,0.0,21340.330928675798,0.0,0.0,0.0,497687.9179288925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40716.88255458659,9510.906762451215,497687.9179288925,1.0
 ,48,45537.41595927811,92213.26731753818,8196.73487267006,8196.73487267006,0.0,46524.66713727525,0.0,65573.87898136048,0.0,0.0,21340.330928675798,0.0,0.0,0.0,428919.767008938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40716.88255458659,8196.734872670062,428919.76700893807,1.0
 ,49,39487.92611000348,79963.05037275705,7107.826699800627,7107.826699800627,0.0,40344.02434806835,0.0,56862.61359840501,0.0,0.0,21340.330928675798,0.0,0.0,0.0,371939.2440255047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40716.88255458659,7107.8266998006275,371939.2440255047,1.0
 ,50,38877.18631937734,78726.30229673912,6997.893537487921,6997.893537487921,0.0,39720.04371878143,0.0,55983.14829990337,0.0,0.0,21340.330928675798,0.0,0.0,0.0,327505.6093395029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40716.88255458659,0.0,6997.893537487922,368222.49189408944,1.0
 ,51,61147.65309379941,58888.29983764892,5234.515541124349,11006.577556883894,0.0,29711.110211421797,0.0,41876.12432899479,0.0,5772.062015759544,15568.268912916254,0.0,0.0,0.0,288342.5385897964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5234.515541124349,288342.5385897964,1.0
 ,52,26462.88991714322,53587.35208221502,4763.3201850857795,4763.3201850857795,0.0,27036.60537054688,0.0,38106.561480686236,0.0,0.0,15568.268912916254,0.0,0.0,0.0,249255.61406019182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4763.3201850857795,249255.6140601918,1.0
 ,53,24405.26208263894,49420.655717343856,4392.947174875009,4392.947174875009,0.0,24934.36816459055,0.0,35143.577399000074,0.0,0.0,15568.268912916254,0.0,0.0,0.0,229874.68888525636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4392.94717487501,229874.68888525636,1.0
 ,54,19593.41534399733,39676.6660715946,3526.8147619195197,3526.8147619195197,0.0,20018.200588655192,0.0,28214.518095356158,0.0,0.0,15568.268912916254,0.0,0.0,0.0,184551.60371356984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3526.8147619195197,184551.60371356987,1.0
 ,55,15054.579535128021,30485.523558634246,2709.824316323044,2709.824316323044,0.0,15380.962819449596,0.0,21678.594530584352,0.0,0.0,15568.268912916254,0.0,0.0,0.0,141800.02555259177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2709.824316323044,141800.02555259177,1.0
 ,56,13451.389224906796,27239.063180436264,2421.2500604832235,2421.2500604832235,0.0,13743.015343302775,0.0,19370.000483865788,0.0,0.0,15568.268912916254,1377.2252751336857,0.0,0.0,125322.25054609001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421.250060483224,126699.47582122369,1.0
 ,57,36396.22894152686,73702.3636065919,6551.321209474835,6551.321209474835,0.0,37185.29918497916,0.0,52410.56967579868,0.0,0.0,15568.268912916254,205206.56599491916,0.0,0.0,137611.7891696312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6551.321209474835,342818.35516455036,1.0
 ,58,58843.33828267867,119157.7600224243,10591.800890882161,10591.800890882161,0.0,60119.06185664714,0.0,84734.40712705729,0.0,0.0,15568.268912916254,401461.1677014693,0.0,0.0,152787.9132917238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10591.80089088216,554249.080993193,1.0
 ,59,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,16413.42414591453,466190.7556327526,0.0,0.0,165751.26828059592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12458.5820774027,0.0,12458.5820774027,11851.73278988217,619483.4418359457,1.0
 ,60,61147.65309379941,130727.57997112704,11620.229330766848,11006.577556883894,0.0,65956.42168143262,0.0,92961.83464613478,613.6517738829559,0.0,17027.075919797488,506818.9012491963,0.0,0.0,100288.61493258025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12458.5820774027,11620.229330766848,607107.5161817765,1.0
 ,61,61147.65309379941,132055.32056148502,11738.250716576445,11006.577556883894,0.0,66626.3110672879,0.0,93906.00573261156,731.6731596925523,0.0,17758.74907949004,506818.9012491963,0.0,0.0,106280.33940003514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12458.5820774027,11738.250716576445,613099.2406492315,1.0
 ,62,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,18603.904312488317,508884.73916189687,0.0,0.0,118308.55927612579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7935.986386616603,0.0,20394.568464019303,11851.73278988216,619257.312051406,1.0
 ,63,61147.65309379941,130725.4386730597,11620.038993160862,11006.577556883894,0.0,65955.34132518104,0.0,92960.3119452869,613.461436276969,0.0,19217.365748765285,499244.16223596106,0.0,0.0,107853.69086244259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20394.568464019303,11620.03899316086,607097.8530984035,1.0
 ,64,60549.47303046924,122612.68288670022,10898.905145484465,10898.905145484465,0.0,61862.18560576982,0.0,87191.24116387572,0.0,0.0,19217.365748765285,453107.1155189826,0.0,0.0,117212.15529707167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20394.568464019303,10898.905145484465,570319.2708160542,1.0
 ,65,55313.545358821895,112009.92935161434,9956.438164587942,9956.438164587942,0.0,56512.74302220115,0.0,79651.50531670354,0.0,0.0,19217.365748765285,360833.0220850257,0.0,0.0,160168.71874630274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20394.568464019303,9956.438164587942,521001.7408313284,1.0
 ,66,46185.996940270874,93526.64380404852,8313.479449248758,8313.479449248758,0.0,47187.30935393595,0.0,66507.83559399006,0.0,0.0,19217.365748765285,203829.34071978548,0.0,0.0,231199.45108543467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20394.568464019303,8313.47944924876,435028.79180522024,1.0
 ,67,26123.629275983927,52900.34928386745,4702.253269677107,4702.253269677107,0.0,26689.989558687255,0.0,37618.026157416854,0.0,0.0,19217.365748765285,3443.063187834214,0.0,0.0,242617.0336894882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20394.568464019303,4702.253269677108,246060.0968773224,1.0
 ,68,27617.419351318,55925.274186418945,4971.13548323724,4971.13548323724,0.0,28216.16500285457,0.0,39769.08386589792,0.0,0.0,19217.365748765285,0.0,0.0,0.0,260130.19895877372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20394.568464019303,4971.135483237241,260130.19895877372,1.0
 ,69,30135.96850302005,61025.336218615594,5424.474330543609,5424.474330543609,0.0,30789.31630016552,0.0,43395.79464434887,0.0,0.0,19217.365748765285,0.0,0.0,0.0,267691.4184475193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17011.739347850456,3382.8291161688458,5424.474330543609,284703.15779536974,1.0
 ,70,23090.28751314277,46757.83221411411,4156.251752365699,4156.251752365699,0.0,23590.884946427705,0.0,33250.01401892559,0.0,0.0,19217.365748765285,0.0,0.0,0.0,217488.86122926133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3382.8291161688458,4156.251752365699,217488.86122926133,1.0
 ,71,20519.29222435125,41551.56675431128,3693.472600383225,3693.472600383225,0.0,20964.150479775184,0.0,29547.7808030658,0.0,0.0,19217.365748765285,0.0,0.0,0.0,193272.49591692848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3382.8291161688458,3693.4726003832257,193272.49591692846,1.0
 ,72,15823.681639444572,32042.95531987526,2848.262695100023,2848.262695100023,0.0,16166.739057387727,0.0,22786.101560800184,0.0,0.0,19217.365748765285,0.0,0.0,0.0,149044.2463420309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3382.8291161688458,2848.262695100024,149044.2463420309,1.0
 ,73,12857.709222484513,26036.861175531136,2314.387660047212,2314.387660047212,0.0,13136.464358427975,0.0,18515.101280377698,0.0,0.0,19217.365748765285,0.0,0.0,0.0,121107.56677340803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3382.8291161688458,2314.387660047212,121107.56677340802,1.0
 ,74,12229.530618759884,20869.780798533557,1855.0916265363162,2201.315511376779,0.0,10529.50007222013,0.0,14840.73301229053,0.0,346.2238848404627,18871.141863924822,0.0,0.0,0.0,97939.02623194683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3382.8291161688458,1855.0916265363164,97939.02623194683,1.0
