Informations,Time,NH3-SOEC,H2O wwtp,H2_from_AEC_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,29,90056.41521957371,182364.24081963676,16210.154739523268,16210.154739523268,0.0,69006.62872615055,0.0,129681.23791618615,0.0,812629.6912597745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16210.154739523266,812629.6912597745,1.0
 ,30,86876.33190089847,175924.5720993194,15637.739742161724,15637.739742161724,0.0,66569.85808238246,0.0,125101.9179372938,0.0,783934.0106785011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15637.739742161726,783934.0106785011,1.0
 ,31,89052.1783820973,180330.66122374704,16029.392108777516,16029.392108777516,0.0,68237.12220706588,0.0,128235.13687022013,0.0,803567.8973920039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16029.392108777518,803567.8973920039,1.0
 ,32,90716.06098536702,183700.0234953682,16328.890977366063,16328.890977366063,0.0,69512.08889064733,0.0,130631.12781892851,0.0,818582.0460552708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16328.890977366063,818582.0460552708,1.0
 ,33,90755.4428221308,183779.77171481488,16335.979707983546,16335.979707983546,0.0,69542.26561688595,0.0,130687.83766386837,0.0,818937.4105206735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16335.979707983543,818937.4105206735,1.0
 ,34,90804.6701180855,183879.45698912314,16344.840621255391,16344.840621255391,0.0,69579.9865246842,0.0,130758.72497004313,0.0,819381.616102427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16344.840621255395,819381.616102427,1.0
 ,35,87791.95960565636,177778.71820145412,15802.552729018145,15802.552729018145,0.0,67271.46696743024,0.0,126420.42183214516,0.0,792196.2344991155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15802.552729018145,792196.2344991155,1.0
 ,36,89002.95108614258,180230.97594943873,16020.531195505666,16020.531195505666,0.0,68199.40129926761,0.0,128164.24956404533,0.0,803123.6918102505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16020.531195505666,803123.6918102505,1.0
 ,37,89042.33292290635,180310.72416888538,16027.619926123145,16027.619926123145,0.0,68229.57802550623,0.0,128220.95940898516,0.0,803479.0562756533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16027.619926123149,803479.0562756533,1.0
 ,38,86226.53159429612,174608.72647844965,15520.775686973302,15520.775686973302,0.0,66071.94209944534,0.0,124166.20549578642,0.0,778070.4969993555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15520.775686973298,778070.4969993555,1.0
 ,39,84483.88531749883,171079.86776793515,15207.099357149791,15207.099357149791,0.0,64736.62196338666,0.0,121656.79485719833,0.0,762345.6194052831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15207.099357149795,762345.6194052831,1.0
 ,40,83893.15776604213,169883.64447623532,15100.768397887585,15100.768397887585,0.0,64283.97106980744,0.0,120806.14718310068,0.0,757015.1524242416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15100.768397887587,757015.1524242415,1.0
 ,41,86649.88633950675,175466.01983750117,15596.979541111215,15596.979541111215,0.0,66396.34190651044,0.0,124775.83632888972,0.0,781890.6650024352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15596.979541111214,781890.6650024352,1.0
 ,42,89564.14226002645,181367.38807655356,16121.54560680476,16121.54560680476,0.0,68629.41964816787,0.0,128972.36485443808,0.0,808187.6354422399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16121.545606804762,808187.6354422399,1.0
 ,43,89997.34246442803,182244.61849046676,16199.521643597047,16199.521643597047,0.0,68961.36363679262,0.0,129596.17314877638,0.0,812096.6445616704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16199.521643597047,812096.6445616704,1.0
 ,44,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,828088.0455047948,0.0,0.0,0.0,1066.093396208249,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,45,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,832352.4190896279,0.0,0.0,0.0,5330.466981041362,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,46,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,840170.4373284888,0.0,0.0,0.0,13148.485219902243,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,47,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,830575.5967626141,0.0,0.0,0.0,3553.6446540275356,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,48,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,837771.7271870201,0.0,0.0,0.0,10749.775078433566,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,49,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,50,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,51,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,52,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,53,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,54,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,55,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,56,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,57,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,58,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,59,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,60,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,61,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,62,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,63,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,64,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,65,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,841147.6896083464,0.0,0.0,0.0,14125.737499759882,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,66,80535.8561819299,163085.10876840807,14496.454112747384,14496.454112747384,0.0,61711.40515796561,0.0,115971.63290197907,0.0,726720.3317486559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14496.454112747384,726720.3317486559,1.0
 ,67,70079.97852114633,141911.95650532132,12614.39613380634,12614.39613380634,0.0,53699.484341613585,0.0,100915.16907045072,0.0,632371.0661842215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12614.39613380634,632371.0661842215,1.0
 ,68,65787.35831389434,133219.40058563603,11841.724496500981,11841.724496500981,0.0,50410.22118160468,0.0,94733.79597200785,0.0,593636.3394553202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11841.724496500981,593636.3394553202,1.0
 ,69,81924.06592785314,165896.2335039026,14746.331867013565,14746.331867013565,0.0,62775.13475787674,0.0,117970.65493610852,0.0,739246.9291541033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14746.331867013567,739246.9291541033,1.0
 ,70,90026.87884200086,182304.42965505176,16204.838191560157,16204.838191560157,0.0,68983.99618147158,0.0,129638.70553248125,0.0,812363.1679107224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16204.838191560157,812363.1679107224,1.0
 ,71,90135.17889310126,182523.73725853005,16224.332200758226,16224.332200758226,0.0,69066.98217862776,0.0,129794.65760606581,0.0,813340.42019058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16224.332200758226,813340.42019058,1.0
 ,72,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,73,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,74,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,75,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,76,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,77,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,78,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,79,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,80,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,81,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,82,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,83,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,84,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,85,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,86,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,87,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,88,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,89,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,90,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,91,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,92,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,93,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,94,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,95,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,96,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,843990.6053315685,0.0,0.0,0.0,16968.653222981957,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,97,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,839637.3906303847,0.0,0.0,0.0,12615.438521798118,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,98,91651.37960850679,185594.04370722626,16497.248329531223,16497.248329531223,0.0,70228.78613881441,0.0,131977.98663624979,0.0,830575.5967626141,0.0,0.0,0.0,3553.6446540275356,0.0,0.0,0.0,16497.248329531223,827021.9521085866,1.0
 ,99,88166.08705491225,178536.3262861973,15869.895669884205,15869.895669884205,0.0,67558.14586669706,0.0,126959.16535907364,0.0,795572.1969204417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15869.895669884207,795572.1969204417,1.0
 ,100,76863.49990370742,155648.58730500753,13835.429982667336,13835.429982667336,0.0,58897.42543621484,0.0,110683.43986133869,0.0,693582.5953498479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13835.429982667336,693582.5953498479,1.0
 ,101,64113.630251433686,129830.10125915322,11540.453445258065,11540.453445258065,0.0,49127.71031646358,0.0,92323.62756206452,0.0,578533.3496757026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11540.453445258066,578533.3496757026,1.0
 ,102,48232.90457643943,97671.63176728984,8681.922823759098,8681.922823759098,0.0,36958.94546074248,0.0,69455.38259007278,0.0,435232.6290020373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8681.922823759098,435232.62900203717,1.0
 ,103,26927.33088723451,54527.84504664989,4846.919559702213,4846.919559702213,0.0,20633.336565652316,0.0,38775.3564776177,0.0,242980.45321914108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4846.9195597022135,242980.4532191411,1.0
 ,104,17633.217410982455,35707.26525723947,3173.979133976842,3173.979133976842,0.0,13511.629173339416,0.0,25391.833071814737,0.0,159114.43938408836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3173.979133976842,159114.43938408836,1.0
 ,105,10347.57760968317,20953.84465960842,1862.5639697429708,1862.5639697429708,0.0,7928.934819195826,0.0,14900.511757943766,0.0,93372.0132845767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1862.5639697429708,93372.0132845767,1.0
 ,106,10377.113987256003,21013.655824193407,1867.8805177060806,1867.8805177060806,0.0,7951.567363874785,0.0,14943.044141648645,0.0,93638.53663362876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1867.880517706081,93638.53663362876,1.0
 ,107,6832.7486785158135,13836.316073994522,1229.8947621328464,1229.8947621328464,0.0,5235.6620023995265,0.0,9839.158097062771,0.0,61655.73474737985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1229.8947621328466,61655.73474737986,1.0
 ,108,9254.731639488278,18740.831569963764,1665.8516951078902,1665.8516951078902,0.0,7091.530666074288,0.0,13326.813560863122,0.0,83510.64936964994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1665.85169510789,83510.64936964994,1.0
 ,109,15585.361899265898,31560.35784601344,2805.3651418678614,2805.3651418678614,0.0,11942.439408931485,0.0,22442.92113494289,0.0,140635.48718314452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2805.3651418678614,140635.48718314452,1.0
