Informations,Time,NH3-AEC,H2O wwtp,H2_from_AEC,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,CSP_tower,Charge_TES,Discharge_TES,TES,CSP + TES,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,4557,43118.351571746396,0.0,0.0,7761.303282914351,0.0,0.0,0.0,0.0,0.0,7761.303282914351,125775.34453056027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20424.482323458822,210040.31003213482,0.0,20424.48232345882,1.0
 ,4558,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,115542.61147771246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,183112.0651562201,0.0,26928.244875914723,1.0
 ,4559,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.5466105695189,113496.06486714294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182945,177726.41618103717,0.0,5385.648975182944,1.0
 ,4560,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,103263.33181429535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,150798.17130512244,0.0,26928.244875914723,1.0
 ,4561,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.5466105695189,101216.78520372583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182945,145412.5223299395,0.0,5385.648975182944,1.0
 ,4562,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.5466105695189,99170.2385931563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182965,140026.87335475654,0.0,5385.648975182945,1.0
 ,4563,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.5466105695189,97123.69198258678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182945,134641.2243795736,0.0,5385.648975182944,1.0
 ,4564,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,86890.9589297392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,107712.97950365888,0.0,26928.244875914723,1.0
 ,4565,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,76658.2258768916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,80784.73462774415,0.0,26928.244875914723,1.0
 ,4566,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,66425.49282404402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.2448759147,53856.489751829446,0.0,26928.24487591472,1.0
 ,4567,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,56192.759771196426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,26928.244875914723,0.0,26928.244875914723,1.0
 ,4568,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,45960.02671834883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,0.0,0.0,26928.244875914723,1.0
 ,4569,56848.51696026441,82164.2586337594,7303.489656334169,10232.733052847594,0.0,41454.60728935274,0.0,58427.91725067335,0.0,2929.243396513424,43030.783321835406,389501.028164145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7303.489656334169,389501.02816414495,1.0
 ,4570,56848.51696026441,226500.622024078,20133.38862436249,10232.733052847594,0.0,114277.11383188149,0.0,161067.10899489993,9900.655571514895,0.0,52931.4388933503,1.0380974539176552e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20133.38862436249,1.0380974539176552e6,1.0
 ,4571,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,64657.189093640656,1.2062520828167133e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75497.99664855702,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,4572,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,76382.939293931,1.259443853182742e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128689.76701458567,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,4573,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,88108.68949422135,1.269739034543909e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132366.617500717,0.0,132366.617500717,21958.48325313795,1.137372417043192e6,1.0
 ,4574,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,120770.31370034743,109044.56350005706,99834.43969451173,1.262875580303131e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28209.147090400802,0.0,160575.7645911178,21958.48325313795,1.23466643321273e6,1.0
 ,4575,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,111560.18989480214,1.2542962625021585e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123542.17633400229,0.0,0.0,160575.7645911178,21958.48325313795,1.1307540861681562e6,1.0
 ,4576,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,123285.94009509249,1.2337058997798248e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98049.34629682695,0.0,258625.11088794476,21958.48325313795,1.1356565534829977e6,1.0
 ,4577,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,135011.69029538284,1.1702189480526296e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37585.58274711726,0.0,296210.693635062,21958.48325313795,1.1326333653055122e6,1.0
 ,4578,56848.51696026441,216614.69278487755,19254.639358655782,10232.733052847594,0.0,109289.3329997302,0.0,154037.11486924626,9021.906305808188,0.0,144033.59660119104,993485.0013525989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296210.693635062,19254.639358655782,993485.0013525988,1.0
 ,4579,56848.51696026441,115854.26015456539,10298.15645818359,10232.733052847594,0.0,58452.33605665005,0.0,82385.25166546872,65.4234053359962,0.0,144099.02000652702,538781.157901064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296210.693635062,10298.15645818359,538781.157901064,1.0
 ,4580,56848.51696026441,2341.1675976354536,208.10378645648476,10232.733052847594,0.0,1181.1970919270072,0.0,1664.830291651878,0.0,10024.62926639111,134074.39074013592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37843.42538594318,258367.26824911885,208.10378645648476,37843.42538594318,1.0
 ,4581,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,123841.65768728833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,231439.0233732041,0.0,26928.244875914723,1.0
 ,4582,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.5466105695189,121795.11107671881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182965,226053.37439802114,0.0,5385.648975182945,1.0
 ,4583,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,111562.37802387122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,199125.12952210644,0.0,26928.244875914723,1.0
 ,4584,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,101329.64497102363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,172196.88464619173,0.0,26928.244875914723,1.0
 ,4585,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,91096.91191817605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,145268.639770277,0.0,26928.244875914723,1.0
 ,4586,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.546610569519,89050.36530760652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182945,139882.99079509405,0.0,5385.648975182944,1.0
 ,4587,56544.76488986584,0.0,0.0,10178.05768017585,0.0,0.0,0.0,0.0,0.0,10178.05768017585,78872.30762743068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26784.36231625224,113098.62847884181,0.0,26784.362316252238,1.0
 ,4588,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,68639.5745745831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,86170.38360292709,0.0,26928.244875914723,1.0
 ,4589,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,58406.8415217355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914694,59242.13872701239,0.0,26928.24487591472,1.0
 ,4590,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.546610569519,56360.294911165984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182945,53856.489751829446,0.0,5385.648975182944,1.0
 ,4591,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,46127.56185831839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,26928.244875914723,0.0,26928.244875914723,1.0
 ,4592,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,35894.828805470795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,0.0,0.0,26928.244875914723,1.0
 ,4593,34247.81917696805,69351.83383336029,6164.607451854248,6164.607451854249,0.0,34990.31189672471,0.0,49316.859614833986,0.0,0.0,35894.828805470795,322582.3493165606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6164.607451854248,322582.34931656055,1.0
 ,4594,56848.51696026441,202546.25502140002,18004.11155745778,10232.733052847594,0.0,102191.33720013035,0.0,144032.89245966225,7771.3785046101875,0.0,43666.20731008094,929998.0496254036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18004.11155745778,929998.0496254036,1.0
 ,4595,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,55391.9575103713,1.132469949728351e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1715.863560194848,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,4596,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,67117.70771066166,1.226842445539047e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96088.35937089077,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,4597,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,78843.45791095201,1.2748866252244923e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137269.08481555813,0.0,137269.08481555813,21958.48325313795,1.1376175404089342e6,1.0
 ,4598,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,90569.20811124242,1.26630730742352e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135553.22125536366,0.0,0.0,137269.08481555813,21958.48325313795,1.1307540861681562e6,1.0
 ,4599,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,102294.95831153277,1.2560121260623531e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112797.07105122111,11867.589374262694,0.0,149136.67418982083,21958.48325313795,1.1313474656368694e6,1.0
 ,4600,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,114020.70851182312,1.2371376269002138e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101317.65784005479,0.0,250454.3320298756,21958.48325313795,1.135819969060159e6,1.0
 ,4601,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,125746.45871211347,1.178798265853602e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45756.361605186416,0.0,296210.693635062,21958.48325313795,1.1330419042484157e6,1.0
 ,4602,56848.51696026441,223458.79764278553,19863.00423491427,10232.733052847594,0.0,112742.41203737339,0.0,158904.03387931417,9630.271182066672,0.0,135376.72989418014,1.0243705454360994e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296210.693635062,19863.00423491427,1.0243705454360993e6,1.0
 ,4603,56848.51696026441,130683.15401336603,11616.280356743648,10232.733052847594,0.0,65934.00730487694,0.0,92930.24285394918,1383.547303896054,0.0,136760.2771980762,605699.8367486483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296210.693635062,11616.280356743648,605699.8367486483,1.0
 ,4604,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,126527.5441452286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,269282.4487591473,0.0,26928.244875914723,1.0
 ,4605,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,116294.81109238102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,242354.2038832326,0.0,26928.244875914723,1.0
 ,4606,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,106062.07803953343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,215425.95900731796,0.0,26928.244875914723,1.0
 ,4607,34109.11017615878,0.0,0.0,6139.6398317085805,0.0,0.0,0.0,0.0,0.0,6139.63983170858,99922.4382078248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16156.946925548897,199269.01208176906,0.0,16156.946925548897,1.0
 ,4608,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,89689.70515497721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,172340.76720585432,0.0,26928.244875914723,1.0
 ,4609,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,79456.97210212963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914796,145412.52232993953,0.0,26928.244875914726,1.0
 ,4610,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,69224.23904928204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,118484.27745402479,0.0,26928.244875914723,1.0
 ,4611,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,58991.505996434455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,91556.03257811007,0.0,26928.244875914723,1.0
 ,4612,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.546610569519,56944.95938586494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182945,86170.38360292712,0.0,5385.648975182944,1.0
 ,4613,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,46712.226333017345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,59242.13872701239,0.0,26928.244875914723,1.0
 ,4614,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,36479.49328016975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,32313.893851097666,0.0,26928.244875914723,1.0
 ,4615,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,26246.760227322156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,5385.648975182945,0.0,26928.244875914723,1.0
 ,4616,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.546610569519,24200.213616752637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182945,0.0,0.0,5385.648975182944,1.0
 ,4617,56848.51696026441,89912.27847283133,7992.20253091834,10232.733052847594,0.0,45363.74156549249,0.0,63937.62024734672,0.0,2240.530521929254,21959.68309482339,423818.2993680344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7992.20253091834,423818.29936803435,1.0
 ,4618,56848.51696026441,231063.35859601668,20538.965208534817,10232.733052847594,0.0,116579.16652364361,0.0,164311.72166827854,10306.23215568722,0.0,32265.91525051061,1.058687816639989e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20538.965208534817,1.058687816639989e6,1.0
 ,4619,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,43991.66545080097,1.219978991298269e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89224.90513011278,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,4620,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,55717.41565109132,1.2748866252244923e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144132.53905633604,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,4621,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,67443.16585138168,1.2834659430254647e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148830.2058153043,3696.8105161944404,0.0,3696.8105161944404,21958.48325313795,1.1309389266939661e6,1.0
 ,4622,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,79168.91605167207,1.2731707616642977e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135634.929043944,0.0,139331.73956013843,21958.48325313795,1.1375358326203534e6,1.0
 ,4623,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,90894.66625196242,1.262875580303131e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132121.49413497467,0.0,0.0,139331.73956013843,21958.48325313795,1.1307540861681562e6,1.0
 ,4624,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,102620.41645225277,1.2422852175807972e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106220.1251548961,0.0,245551.86471503452,21958.48325313795,1.1360650924259012e6,1.0
 ,4625,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,114346.16665254312,1.1839458565341851e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50658.8289200275,0.0,296210.693635062,21958.48325313795,1.1332870276141576e6,1.0
 ,4626,56848.51696026441,224979.7098334318,19998.196429638385,10232.733052847594,0.0,113509.76293462746,0.0,159985.57143710708,9765.463376790785,0.0,124111.6300293339,1.0312339996768773e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296210.693635062,19998.196429638385,1.0312339996768774e6,1.0
