Informations,Time,NH3-AEC,H2O wwtp,H2_from_AEC,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,1097,61266.82981796551,27294.842094599695,2426.2081861866395,11028.029367233792,0.0,13771.157664795364,0.0,19409.665489493116,0.0,8601.821181047153,57718.617610662346,0.0,148463.47819541566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2426.2081861866404,148463.47819541566,1.0
 ,1098,14003.8605202328,28357.817553471417,2520.694893641904,2520.694893641904,0.0,14307.464216311446,0.0,20165.55914913523,0.0,0.0,57718.617610662346,0.0,131903.23748135526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2520.694893641904,131903.23748135523,1.0
 ,1099,61266.82981796551,18360.77724025187,1632.0690880223888,11028.029367233792,0.0,9263.624143615078,0.0,13056.55270417911,0.0,9395.960279211404,48322.657331450944,0.0,108893.01594470006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1632.0690880223885,108893.01594470005,1.0
 ,1100,61266.82981796551,11492.168726979551,1021.526109064849,11028.029367233792,0.0,5798.1821950520825,0.0,8172.208872518792,0.0,10006.503258168945,38316.154073282,0.0,78470.8040713314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1021.5261090648488,78470.8040713314,1.0
 ,1101,61266.82981796551,21801.07766907932,1937.8735705848287,11028.029367233792,0.0,10999.370386639486,0.0,15502.98856467863,0.0,9090.155796648964,29225.99827663302,54462.66706050873,69668.01286687293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1937.8735705848292,124130.67992738166,1.0
 ,1102,61266.82981796551,161227.35788899552,14331.320701244047,11028.029367233792,0.0,81344.57630026121,0.0,114650.56560995238,3303.291334010254,0.0,32529.289610643275,682683.1987352142,62094.80785351581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14331.320701244045,744778.00658873,1.0
 ,1103,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,38134.2918062726,872669.2466207097,47851.17347341799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58888.8687688628,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,1104,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,43739.29400190193,947397.092122338,6146.225041647934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91911.76583872118,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,1105,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,49344.29619753126,989194.022657147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127562.47133188229,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,1106,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,54949.298393160585,996793.4645725669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135161.91324730206,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,1107,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,60554.30058878991,990460.596309717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128829.04498445231,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,1108,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,66159.30278441924,979061.4334365873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117429.8821113226,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,1109,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,71764.30498004856,962595.9759531777,28168.351233490885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129132.77586140379,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,1110,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,77369.30717567788,929665.0609863584,69220.79082794933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137254.3004890429,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,1111,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.00219562932,0.0,82974.3093713072,867602.9520104299,139330.95180660486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145302.35249177006,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,1112,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,88579.31156693652,752344.7496265625,253688.5822896283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62863.05675439397,77655.92746336381,0.0,77655.92746336381,16633.031562863118,865514.347698433,1.0
 ,1113,61266.82981796551,166386.76247606653,14789.934442317026,11028.029367233792,0.0,83947.66789459143,0.0,118319.47553853621,3761.905075083235,0.0,92341.21664201976,431901.61552636,336159.3507958808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,14789.934442317026,768060.9663222408,1.0
 ,1114,47969.36006417863,97137.95412996174,8634.484811552154,8634.484811552154,0.0,49009.33579037002,0.0,69075.87849241724,0.0,0.0,92341.21664201976,59528.961670788616,318524.30776851834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,0.0,8634.484811552154,455709.1969026708,1.0
 ,1115,61266.82981796551,63632.078067715556,5656.184717130272,11028.029367233792,0.0,32104.50445443142,0.0,45249.47773704217,0.0,5371.8446501035205,86969.37199191624,0.0,309407.15252634126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5656.184717130271,309407.15252634126,1.0
 ,1116,32713.207128053196,66244.24443430772,5888.377283049575,5888.377283049575,0.0,33422.42945858939,0.0,47107.0182643966,0.0,0.0,86969.37199191624,0.0,308127.74251457857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5888.377283049575,308127.7425145785,1.0
 ,1117,61266.82981796551,54889.001450483294,4879.022351154071,11028.029367233792,0.0,27693.330865150503,0.0,39032.178809232566,0.0,6149.007016079721,80820.36497583652,0.0,270682.6090091834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4879.022351154072,270682.6090091834,1.0
 ,1118,61266.82981796551,49320.84864438943,4384.075435056839,11028.029367233792,0.0,24884.01216938261,0.0,35072.60348045471,0.0,6643.953932176955,74176.41104365957,0.0,246020.33220552598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4384.075435056838,246020.33220552598,1.0
 ,1119,61266.82981796551,46754.62513588017,4155.966678744904,11028.029367233792,0.0,23589.26686855607,0.0,33247.73342995923,0.0,6872.062688488892,67304.34835517067,0.0,234654.10058242036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4155.966678744903,234654.10058242036,1.0
 ,1120,61266.82981796551,44538.16192743813,3958.94772688339,11028.029367233792,0.0,22470.987297790118,0.0,31671.58181506712,0.0,7069.081640350402,60235.266714820275,0.0,224837.0156216959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3958.9477268833903,224837.0156216959,1.0
 ,1121,23916.29647974628,48430.500371486225,4304.933366354331,4304.933366354331,0.0,24434.80178742718,0.0,34439.46693083465,0.0,0.0,60235.266714820275,0.0,225269.0913112602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4304.933366354331,225269.09131126024,1.0
 ,1122,61266.82981796551,49034.616966859816,4358.632619276428,11028.029367233792,0.0,24739.598747013002,0.0,34869.060954211425,0.0,6669.396747957365,53565.86996686291,0.0,244752.56440046773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4358.632619276428,244752.56440046773,1.0
 ,1123,61266.82981796551,56539.55160645939,5025.737920574168,11028.029367233792,0.0,28526.088437178976,0.0,40205.903364593345,0.0,6002.291446659624,47563.578520203286,0.0,277993.1707416942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5025.737920574169,277993.1707416942,1.0
 ,1124,61266.82981796551,60451.30879597298,5373.449670753154,11028.029367233792,0.0,30499.7003311949,0.0,42987.597366025235,0.0,5654.579696480638,41908.99882372265,0.0,295318.9952935815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5373.449670753155,295318.9952935815,1.0
 ,1125,61266.82981796551,80205.16033977877,7129.347585758113,11028.029367233792,0.0,40466.17689676305,0.0,57034.78068606491,0.0,3898.6817814756787,38010.31704224697,27864.62035653935,354947.47573314863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7129.347585758114,382812.096089688,1.0
 ,1126,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,43615.3192378763,563625.2753936369,403047.7067920933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105041.43086046533,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,1127,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,49220.321433505625,685216.3460403541,397266.5438373312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220851.33855242044,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,1128,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,54825.32362913495,863803.23105272,256810.36468067186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258982.04440812708,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,1129,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,60430.32582476428,920799.0454183685,217362.19164446866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276529.6857375725,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,1130,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,66035.3280203936,946130.518469768,230368.66539205913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314867.6325365624,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,1131,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,71640.33021602292,944863.9448171981,194571.50592731743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275142.30629466835,2534.8505948404345,0.0,2534.8505948404345,16633.031562863118,861758.2938550068,1.0
 ,1132,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,77245.33241165224,933464.7819440683,114489.37444563513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186322.60506443866,0.0,0.0,2534.8505948404345,16633.031562863118,861631.5513252647,1.0
 ,1133,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195630499,0.0,82850.33460728274,905600.1615875289,120382.70663741937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164351.3168996824,0.0,0.0,2534.8505948404345,16633.031562863118,861631.5513252659,1.0
 ,1134,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,88455.33680291206,849870.9208744504,165774.82140514703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154014.19095433247,0.0,0.0,2534.8505948404345,16633.031562863118,861631.5513252647,1.0
 ,1135,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,94060.33899854138,749811.6023214225,190697.0797157918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75121.07686852338,0.0,77655.92746336381,16633.031562863118,865387.6051686909,1.0
 ,1136,61266.82981796551,168318.99117520466,14961.688104462637,11028.029367233792,0.0,84922.54168092992,0.0,119693.5048357011,3933.658737228845,0.0,97993.99773577023,554759.2598256471,222021.31788560978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,14961.688104462637,776780.5777112569,1.0
 ,1137,52119.05076696159,105541.07780309723,9381.429138053087,9381.429138053087,0.0,53248.991787589315,0.0,75051.4331044247,0.0,0.0,97993.99773577023,262180.7460819839,228731.85053270034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,9381.429138053089,490912.59661468427,1.0
 ,1138,61266.82981796551,52758.98904545668,4689.687915151705,11028.029367233792,0.0,26618.668606401076,0.0,37517.50332121364,0.0,6338.341452082087,91655.65628368815,37997.209577099115,223251.2194881539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,4689.687915151705,261248.429065253,1.0
 ,1139,32300.872895713674,65409.26761382019,5814.157121228462,5814.157121228462,0.0,33001.15582009275,0.0,46513.25696982769,0.0,0.0,91655.65628368815,0.0,304243.9406092831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,5814.1571212284625,304243.9406092831,1.0
 ,1140,61266.82981796551,56479.54716847729,5020.404192753537,11028.029367233792,0.0,28495.814198069074,0.0,40163.2335420283,0.0,6007.625174480255,85648.03110920789,0.0,277727.40108513186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,5020.404192753538,277727.40108513186,1.0
 ,1141,61266.82981796551,57908.52932621271,5147.424828996685,11028.029367233792,0.0,29216.783329385184,0.0,41179.39863197348,0.0,5880.604538237107,79767.42657097078,0.0,284056.601225435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,5147.424828996686,284056.601225435,1.0
 ,1142,61266.82981796551,54516.060932481385,4845.872082887235,11028.029367233792,0.0,27505.16994246794,0.0,38766.97666309788,0.0,6182.157284346557,73585.26928662423,0.0,269030.79329819995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,4845.872082887235,269030.79329819995,1.0
 ,1143,61266.82981796551,74479.62591968766,6620.4111928611255,11028.029367233792,0.0,37577.453930679745,0.0,52963.289542889004,0.0,4407.6181743726665,69177.65111225157,0.0,357452.74988736777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,6620.411192861126,357452.74988736777,1.0
 ,1144,61266.82981796551,89586.9466047142,7963.284142641262,11028.029367233792,0.0,45199.6007936318,0.0,63706.2731411301,0.0,3064.7452245925297,66112.90588765904,0.0,424365.5910881311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,7963.284142641263,424365.5910881312,1.0
 ,1145,61266.82981796551,90850.69574697892,8075.61739973146,11028.029367233792,0.0,45837.20436087576,0.0,64604.93919785168,0.0,2952.411967502332,63160.49392015671,0.0,429962.9466640787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,8075.617399731462,429962.9466640787,1.0
 ,1146,44821.022481892156,90762.57052583162,8067.784046740589,8067.784046740589,0.0,45792.742249299576,0.0,64542.27237392471,0.0,0.0,63160.49392015671,0.0,422172.01207084744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,8067.78404674059,422172.01207084744,1.0
 ,1147,61266.82981796551,93211.14677155176,8285.43526858238,11028.029367233792,0.0,47028.13058447358,0.0,66283.48214865904,0.0,2742.5940986514124,60417.89982150523,0.0,440417.77766041586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,8285.43526858238,440417.77766041586,1.0
 ,1148,61266.82981796551,112133.57548588731,9967.428932078872,11028.029367233792,0.0,56575.12661847967,0.0,79739.43145663098,0.0,1060.6004351549198,59357.2993863503,0.0,450455.23708413134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,0.0,9967.428932078872,528111.1645474952,1.0
 ,1149,61266.82981796551,95012.26010910248,8445.534231920221,11028.029367233792,0.0,47936.85230037917,0.0,67564.27385536177,0.0,2582.495135313571,56774.80425103673,16465.457483409617,431929.75133457466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8445.534231920223,448395.2088179843,1.0
 ,1150,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.00219562932,0.0,62379.80644666605,495230.2981548585,413736.2317802993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47334.97860989295,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,1151,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,67984.80864229538,811873.7112973512,398354.34302579594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348596.5029978824,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,1152,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629349,0.0,73589.81083792473,933464.7819440683,397091.66997961357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468924.9005984171,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,1153,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,79194.81303355405,1.0005931855302769e6,376812.5609230178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515774.1951280299,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,1154,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,84799.81522918337,1.0221249376239664e6,348327.79651400156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508821.1828127031,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,1155,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,90404.81742481269,1.0221249376239664e6,343685.3514748409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504178.7377735424,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,1156,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.00219562932,0.0,96009.81962044201,1.0119923484034066e6,348879.53408937424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499240.33116751607,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,1157,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,101614.82181607133,994260.317267427,369808.6598554388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502437.42579760094,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,1158,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,107219.82401170065,957529.6813428978,395019.6484278328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490917.7784454658,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,1159,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,112824.82620732997,886601.5567989794,428364.39531935524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453334.4007930698,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,1160,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,118429.82840295933,756144.4705842724,451739.07696470374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343981.23855906597,2162.6263472813444,0.0,2162.6263472813444,16633.031562863118,861739.6826426288,1.0
 ,1161,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,124034.83059858865,490164.0035445786,450735.5139525727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75493.30111608247,0.0,77655.92746336381,16633.031562863118,865406.2163810689,1.0
 ,1162,53609.39851449648,108559.03199185539,9649.691732609368,9649.691732609368,0.0,54771.65027429077,0.0,77197.53386087494,0.0,0.0,124034.83059858865,84860.43472218803,420089.84047326155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,9649.69173260937,504950.27519544965,1.0
 ,1163,61266.82981796551,65525.54142252734,5824.49257089132,11028.029367233792,0.0,33059.81983237913,0.0,46595.94056713056,0.0,5203.536796342472,118831.29380224617,0.0,317793.6173020285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,5824.492570891321,317793.6173020286,1.0
 ,1164,30509.67879647416,61782.099562860174,5491.742183365349,5491.742183365349,0.0,31171.128632781718,0.0,43933.93746692279,0.0,0.0,118831.29380224617,0.0,287372.5714389149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,5491.74218336535,287372.5714389149,1.0
 ,1165,61266.82981796551,53280.47065950662,4736.041836400589,11028.029367233792,0.0,26881.77346340974,0.0,37888.33469120471,0.0,6291.9875308331975,112539.30627141298,0.0,263558.1580474826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,4736.04183640059,263558.1580474826,1.0
 ,1166,61266.82981796551,46841.34471267332,4163.675085570962,11028.029367233792,0.0,23633.01978570078,0.0,33309.4006845677,0.0,6864.35428166283,105674.95198975009,0.0,235038.1960413001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,4163.675085570963,235038.19604130014,1.0
 ,1167,61266.82981796551,40000.90732133401,3555.636206340801,11028.029367233792,0.0,20181.791107190384,0.0,28445.089650726408,0.0,7472.393160892991,98202.5588288571,0.0,204740.75876215968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,3555.636206340801,204740.75876215968,1.0
 ,1168,61266.82981796551,36441.156064804265,3239.2138724270458,11028.029367233792,0.0,18385.77793989591,0.0,25913.710979416366,0.0,7788.815494806746,90413.74333405035,0.0,188974.02715511338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,3239.213872427046,188974.0271551134,1.0
 ,1169,19273.925034174845,39029.69819420406,3469.306506151472,3469.306506151472,0.0,19691.783728915754,0.0,27754.452049211777,0.0,0.0,90413.74333405035,0.0,181542.3045172075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,3469.306506151472,181542.3045172075,1.0
 ,1170,61266.82981796551,31905.480979788703,2836.042753758996,11028.029367233792,0.0,16097.378670336058,0.0,22688.342030071966,0.0,8191.986613474796,82221.75672057555,0.0,168884.76625773194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,2836.042753758996,168884.76625773194,1.0
