Informations,Time,NH3-SOEC,H2O wwtp,H2_from_AEC_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,24,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-5.543586753663562e-11,0.0,1.6630760260990686e-10,10170.26635311256,509844.63377199025,1.0
 ,25,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-1.1087173507327125e-10,0.0,5.543586753663562e-11,10170.26635311256,509844.63377199025,1.0
 ,26,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-5.543586753663562e-11,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,27,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-1.1087173507327125e-10,0.0,-1.1087173507327125e-10,10170.26635311256,509844.63377199025,1.0
 ,28,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,3.3261520521981376e-10,0.0,2.2174347014654252e-10,10170.26635311255,509844.63377198984,1.0
 ,29,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-1.1087173507327125e-10,0.0,1.1087173507327127e-10,10170.26635311256,509844.63377199025,1.0
 ,30,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-5.543586753663562e-11,0.0,5.543586753663565e-11,10170.26635311256,509844.63377199025,1.0
 ,31,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.63377199054,0.0,2.888500466382593e-10,0.0,3.4428591417489495e-10,10170.26635311256,509844.6337719903,1.0
 ,32,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,3.4428591417489495e-10,10170.26635311256,509844.63377199025,1.0
 ,33,56501.47973951421,114415.49647251627,10170.266353112558,10170.266353112558,0.0,43294.82386520016,0.0,81362.13082490047,0.0,0.0,0.0,0.0,509844.63377199013,0.0,0.0,0.0,3.4428591417489495e-10,10170.266353112558,509844.63377199013,1.0
 ,34,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,0.0,6.127122201417621e-11,2.8301469216071874e-10,10170.26635311256,509844.63377199025,1.0
 ,35,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-1.1087173507327125e-10,0.0,1.7214295708744747e-10,10170.26635311256,509844.63377199025,1.0
 ,36,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,0.0,6.127122201417621e-11,1.1087173507327125e-10,10170.26635311256,509844.63377199025,1.0
 ,37,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-1.1087173507327125e-10,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,38,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719905,0.0,1.8381366604252866e-10,0.0,1.8381366604252866e-10,10170.26635311256,509844.63377199025,1.0
 ,39,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,0.0,6.127122201417621e-11,1.2254244402835243e-10,10170.26635311256,509844.63377199025,1.0
 ,40,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,1.2254244402835243e-10,10170.26635311255,509844.63377198984,1.0
 ,41,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,0.0,1.2254244402835243e-10,0.0,10170.26635311256,509844.63377199025,1.0
 ,42,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.63377199025,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,43,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,-6.127122201417621e-11,6.127122201417621e-11,10170.26635311256,509844.63377199025,1.0
 ,44,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,0.0,6.127122201417621e-11,0.0,10170.26635311256,509844.63377199025,1.0
 ,45,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,0.0,10170.26635311255,509844.63377198984,1.0
 ,46,56501.47973951421,114415.49647251627,10170.266353112558,10170.266353112558,0.0,43294.82386520016,0.0,81362.13082490047,0.0,0.0,0.0,0.0,509844.63377199013,0.0,0.0,0.0,0.0,10170.266353112558,509844.63377199013,1.0
 ,47,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,48,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719905,0.0,0.0,-1.6630760260990686e-10,1.6630760260990686e-10,10170.26635311256,509844.63377199025,1.0
 ,49,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-5.543586753663562e-11,0.0,1.1087173507327125e-10,10170.26635311256,509844.63377199025,1.0
 ,50,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-1.1087173507327125e-10,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,51,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,3.3261520521981376e-10,0.0,3.3261520521981376e-10,10170.26635311255,509844.63377198984,1.0
 ,52,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.63377198996,0.0,-2.7134398320563756e-10,0.0,6.127122201417621e-11,10170.26635311256,509844.63377199025,1.0
 ,53,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,0.0,6.127122201417621e-11,0.0,10170.26635311256,509844.63377199025,1.0
 ,54,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.63377199025,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,55,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-5.543586753663562e-11,0.0,-5.543586753663562e-11,10170.26635311256,509844.63377199025,1.0
 ,56,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719897,0.0,-5.543586753663563e-10,0.0,-6.097945429029919e-10,10170.26635311256,509844.63377199025,1.0
 ,57,56501.47973951421,114415.49647251627,10170.266353112558,10170.266353112558,0.0,43294.82386520016,0.0,81362.13082490047,0.0,0.0,0.0,0.0,509844.6337719902,0.0,5.543586753663562e-11,0.0,-5.543586753663563e-10,10170.266353112558,509844.63377199013,1.0
 ,58,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,3.3261520521981376e-10,0.0,-2.2174347014654252e-10,10170.26635311255,509844.63377198984,1.0
 ,59,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-1.1087173507327125e-10,0.0,-3.3261520521981376e-10,10170.26635311256,509844.63377199025,1.0
 ,60,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,3.3261520521981376e-10,0.0,0.0,10170.26635311255,509844.63377198984,1.0
 ,61,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-1.1087173507327125e-10,0.0,-1.1087173507327125e-10,10170.26635311256,509844.63377199025,1.0
 ,62,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,0.0,-3.676273320850573e-10,2.5675559701178604e-10,10170.26635311255,509844.6337719898,1.0
 ,63,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-1.1087173507327125e-10,0.0,1.458838619385148e-10,10170.26635311256,509844.63377199025,1.0
 ,64,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-1.1087173507327125e-10,0.0,3.501212686524355e-11,10170.26635311256,509844.63377199025,1.0
 ,65,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,3.501212686524355e-11,10170.26635311255,509844.63377198984,1.0
 ,66,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,3.501212686524355e-11,10170.26635311256,509844.63377199025,1.0
 ,67,56501.47973951421,114415.49647251627,10170.266353112558,10170.266353112558,0.0,43294.82386520016,0.0,81362.13082490047,0.0,0.0,0.0,0.0,509844.6337719901,0.0,-3.501212686524355e-11,0.0,0.0,10170.266353112558,509844.63377199013,1.0
 ,68,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.63377199025,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,69,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,70,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.63377199025,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,71,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.63377199025,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,72,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,0.0,10170.26635311255,509844.63377198984,1.0
 ,73,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,74,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,3.3261520521981376e-10,0.0,3.3261520521981376e-10,10170.26635311255,509844.63377198984,1.0
 ,75,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-5.543586753663562e-11,0.0,2.7717933768317813e-10,10170.26635311256,509844.63377199025,1.0
 ,76,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198915,0.0,-6.448066697682354e-10,0.0,-3.676273320850573e-10,10170.26635311255,509844.6337719898,1.0
 ,77,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,0.0,-3.676273320850573e-10,0.0,10170.26635311255,509844.6337719898,1.0
 ,78,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,79,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,0.0,10170.26635311255,509844.63377198984,1.0
 ,80,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.63377199025,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,81,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,0.0,10170.26635311255,509844.63377198984,1.0
 ,82,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-5.543586753663562e-11,0.0,-5.543586753663562e-11,10170.26635311256,509844.63377199025,1.0
 ,83,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,-5.543586753663562e-11,10170.26635311255,509844.63377198984,1.0
 ,84,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,5.543586753663562e-11,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,85,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,86,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,87,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,0.0,10170.26635311255,509844.63377198984,1.0
 ,88,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,89,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,90,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,0.0,10170.26635311255,509844.63377198984,1.0
 ,91,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,0.0,10170.26635311255,509844.63377198984,1.0
 ,92,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,0.0,10170.26635311255,509844.63377198984,1.0
 ,93,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,0.0,-3.676273320850573e-10,3.676273320850573e-10,10170.26635311255,509844.6337719898,1.0
 ,94,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.63377199025,0.0,0.0,0.0,3.676273320850573e-10,10170.26635311256,509844.63377199025,1.0
 ,95,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719895,0.0,-3.121914645484217e-10,0.0,5.543586753663562e-11,10170.26635311255,509844.6337719898,1.0
 ,96,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-5.543586753663562e-11,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,97,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.63377199025,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,98,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,0.0,6.127122201417621e-11,-6.127122201417621e-11,10170.26635311256,509844.63377199025,1.0
 ,99,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,-6.127122201417621e-11,10170.26635311256,509844.63377199025,1.0
 ,100,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.63377199013,0.0,-1.838136660425287e-10,0.0,-2.450848880567049e-10,10170.26635311256,509844.63377199025,1.0
 ,101,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,0.0,1.2254244402835243e-10,-3.676273320850573e-10,10170.26635311256,509844.63377199025,1.0
 ,102,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,0.0,-3.676273320850573e-10,0.0,10170.26635311255,509844.6337719898,1.0
 ,103,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.63377199025,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,104,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,0.0,10170.26635311255,509844.63377198984,1.0
