Informations,Time,NH3-AEC,H2O wwtp,H2_from_AEC,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_tank,H2_from_tank,H2_stored_tank,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,1360,73445.51259992008,16287.317713585966,1447.7615745409748,13220.192267985616,0.0,8217.494697094573,0.0,11582.092596327799,0.0,11772.430693444641,269479.5622186409,0.0,105189.72537638857,0.0,0.0,0.0,0.0,0.0,0.0,93468.27632245189,1447.7615745409753,105189.72537638857,1.0
 ,1361,73445.51259992008,24876.115249440783,2211.2102443947365,13220.192267985616,0.0,12550.829347184523,0.0,17689.681955157892,0.0,11008.98202359088,258470.58019505,0.0,143230.94112894553,0.0,0.0,0.0,0.0,0.0,0.0,93468.27632245189,2211.210244394737,143230.94112894553,1.0
 ,1362,18572.11949236735,37608.54197204388,3342.981508626123,3342.9815086261233,0.0,18974.76304296187,0.0,26743.852069008983,0.0,0.0,258470.58019505,0.0,174931.95425607634,0.0,0.0,0.0,0.0,0.0,0.0,93468.27632245189,3342.9815086261233,174931.95425607634,1.0
 ,1363,21009.646432881236,42544.53402658451,3781.736357918623,3781.7363579186226,0.0,21465.1355675461,0.0,30253.890863348985,0.0,0.0,258470.58019505,0.0,197891.17285421045,0.0,0.0,0.0,0.0,0.0,0.0,93468.27632245189,3781.736357918623,197891.17285421042,1.0
 ,1364,73445.51259992008,46608.37568107344,4142.966727206528,13220.192267985616,0.0,23515.47914362425,0.0,33143.733817652224,0.0,9077.225540779087,249393.3546542709,0.0,239486.7446240518,0.0,0.0,0.0,0.0,0.0,0.0,93468.27632245189,4142.966727206527,239486.74462405173,1.0
 ,1365,73445.51259992008,51748.64087298654,4599.879188709915,13220.192267985616,0.0,26108.914275117473,0.0,36799.03350967932,0.0,8620.3130792757,240773.0415749952,0.0,262253.8358699003,0.0,0.0,0.0,0.0,0.0,0.0,93468.27632245189,4599.879188709915,262253.83586990024,1.0
 ,1366,25966.29117384254,52581.739627031144,4673.932411291657,4673.932411291657,0.0,26529.240366491445,0.0,37391.45929033326,0.0,0.0,240773.0415749952,0.0,244578.11945962126,0.0,0.0,0.0,0.0,0.0,0.0,93468.27632245189,4673.932411291657,244578.11945962126,1.0
 ,1367,29831.65816319302,60409.10778046586,5369.698469374744,5369.698469374744,0.0,30478.40851217104,0.0,42957.58775499795,0.0,0.0,240773.0415749952,0.0,280986.25271775026,0.0,0.0,0.0,0.0,0.0,0.0,93468.27632245189,5369.6984693747445,280986.25271775026,1.0
 ,1368,73445.51259992008,58905.97215286555,5236.086413588049,13220.192267985616,0.0,29720.026483525762,0.0,41888.691308704394,0.0,7984.105854397565,232788.93572059766,0.0,293954.84899703105,0.0,0.0,0.0,0.0,0.0,0.0,93468.27632245189,5236.086413588049,293954.84899703105,1.0
 ,1369,32473.16225354071,65758.15356341994,5845.169205637328,5845.169205637329,0.0,33177.18041119747,0.0,46761.35364509862,0.0,0.0,232788.93572059766,0.0,305866.74483874085,0.0,0.0,0.0,0.0,0.0,0.0,93468.27632245189,5845.169205637329,305866.74483874085,1.0
 ,1370,73445.51259992008,63178.68203812666,5615.882847833481,13220.192267985616,0.0,31875.751044302833,0.0,44927.06278266785,0.0,7604.309420152135,225184.62630044552,0.0,312879.39319716673,0.0,0.0,0.0,0.0,0.0,0.0,93468.27632245189,5615.882847833482,312879.39319716673,1.0
 ,1371,32360.974821132128,65530.974012792554,5824.9754678037825,5824.975467803783,0.0,33062.560755254264,0.0,46599.80374243026,0.0,0.0,225184.62630044552,0.0,304810.0444011698,0.0,0.0,0.0,0.0,0.0,0.0,93468.27632245189,5824.975467803783,304810.0444011698,1.0
 ,1372,31657.25365420552,64105.93864976618,5698.305657756994,5698.305657756994,0.0,32343.582913428694,0.0,45586.44526205595,0.0,0.0,225184.62630044552,0.0,298181.6507473152,0.0,0.0,0.0,0.0,0.0,0.0,93468.27632245189,5698.305657756994,298181.6507473152,1.0
 ,1373,73445.51259992008,74478.589907269,6620.319102868355,13220.192267985616,0.0,37576.93122788078,0.0,52962.55282294684,0.0,6599.873165117259,218584.75313532827,0.0,362928.5684675763,0.0,0.0,0.0,0.0,0.0,0.0,93468.27632245189,6620.319102868355,362928.5684675763,1.0
 ,1374,43232.95690727358,87546.737737229,7781.932243309246,7781.932243309246,0.0,44170.24741302327,0.0,62255.457946473965,0.0,0.0,218584.75313532827,0.0,407213.92316941655,0.0,0.0,0.0,0.0,0.0,0.0,93468.27632245189,7781.932243309245,407213.92316941655,1.0
 ,1375,73445.51259992008,78816.36644052899,7005.899239158133,13220.192267985616,0.0,39765.48408146156,0.0,56047.193913265066,0.0,6214.293028827481,212370.46010650083,0.0,382141.30369614036,0.0,0.0,0.0,0.0,0.0,0.0,93468.27632245189,7005.899239158133,382141.30369614036,1.0
 ,1376,41080.997976527,83189.0209024672,7394.579635774861,7394.579635774861,0.0,41971.634012658105,0.0,59156.63708619889,0.0,0.0,212370.46010650083,0.0,386944.4875032814,0.0,0.0,0.0,0.0,0.0,0.0,93468.27632245189,7394.579635774861,386944.4875032814,1.0
 ,1377,38643.47103601312,78253.02884792656,6955.824786482361,6955.8247864823625,0.0,39481.26148807388,0.0,55646.598291858885,0.0,0.0,212370.46010650083,0.0,363985.2689051473,0.0,0.0,0.0,0.0,0.0,0.0,93468.27632245189,6955.8247864823625,363985.2689051473,1.0
 ,1378,73445.51259992008,48950.77500903384,4351.180000803008,13220.192267985616,0.0,24697.297684557867,0.0,34809.44000642406,0.0,8869.012267182608,203501.44783931822,0.0,249861.6216474764,0.0,0.0,0.0,0.0,0.0,0.0,93468.27632245189,4351.180000803008,249861.6216474764,1.0
 ,1379,26476.23404842704,53614.37394806475,4765.722128716867,4765.722128716867,0.0,27050.238802596934,0.0,38125.777029734934,0.0,0.0,203501.44783931822,0.0,249381.3032667623,0.0,0.0,0.0,0.0,0.0,0.0,93468.27632245189,4765.722128716867,249381.3032667623,1.0
 ,1380,18806.69321467622,38083.55375971933,3385.204778641719,3385.2047786417197,0.0,19214.422323570394,0.0,27081.63822913375,0.0,0.0,203501.44783931822,0.0,177141.41880736122,0.0,0.0,0.0,0.0,0.0,0.0,93468.27632245189,3385.2047786417197,177141.41880736122,1.0
 ,1381,15665.44510723572,31722.526342152327,2819.7801193024293,2819.7801193024297,0.0,16005.071957160586,0.0,22558.240954419434,0.0,0.0,203501.44783931822,0.0,147553.80655537246,0.0,0.0,0.0,0.0,0.0,0.0,93468.27632245189,2819.78011930243,147553.80655537246,1.0
 ,1382,14689.102519984017,18938.525710452126,1683.4245075957444,2644.038453597123,0.0,9555.117505113445,0.0,13467.396060765956,0.0,960.6139460013947,202540.83389331683,0.0,90491.98292653702,0.0,0.0,0.0,0.0,0.0,0.0,93468.27632245189,1683.4245075957447,90491.98292653702,1.0
 ,1383,14689.102519984017,9048.395214619304,804.3017968550494,2644.038453597123,0.0,4565.2169989492595,0.0,6434.414374840395,0.0,1839.7366567420736,200701.09723657474,0.0,46686.94660541081,0.0,0.0,0.0,0.0,0.0,0.0,93468.27632245189,804.3017968550492,46686.946605410805,1.0
 ,1384,69806.27133044964,0.0,0.0,12565.128839480936,0.0,0.0,0.0,0.0,0.0,12565.128839480934,188135.96839709382,0.0,31412.82209870234,0.0,0.0,0.0,0.0,0.0,0.0,93468.27632245189,0.0,31412.82209870234,1.0
 ,1385,73445.51259992008,0.0,0.0,13220.192267985616,0.0,0.0,0.0,0.0,0.0,13220.192267985614,174915.7761291082,0.0,2881.9102842846182,0.0,0.0,0.0,0.0,0.0,31756.38987966255,61711.88644278934,0.0,34638.30016394717,1.0
 ,1386,73445.51259992008,0.0,0.0,13220.192267985616,0.0,0.0,0.0,0.0,0.0,13220.192267985614,161695.58386112258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34789.97965259373,26921.906790195626,0.0,34789.97965259373,1.0
 ,1387,14689.102519984017,0.0,0.0,2644.038453597123,0.0,0.0,0.0,0.0,0.0,2644.038453597123,159051.54540752547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6957.995930518746,19963.910859676882,0.0,6957.995930518746,1.0
 ,1388,14689.102519984017,0.0,0.0,2644.038453597123,0.0,0.0,0.0,0.0,0.0,2644.038453597123,156407.50695392836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6957.995930518746,13005.914929158138,0.0,6957.995930518746,1.0
 ,1389,14689.102519984017,0.0,0.0,2644.038453597123,0.0,0.0,0.0,0.0,0.0,2644.038453597123,153763.46850033122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6957.995930518746,6047.918998639392,0.0,6957.995930518746,1.0
 ,1390,14689.102519984017,0.0,0.0,2644.038453597123,0.0,0.0,0.0,0.0,0.0,2644.038453597123,151119.4300467341,0.0,864.5730852853854,0.0,0.0,0.0,0.0,0.0,6047.918998639392,0.0,0.0,6912.492083924778,1.0
 ,1391,20920.5339155476,0.0,0.0,3765.696104798568,0.0,0.0,0.0,0.0,0.0,3765.696104798568,147353.73394193556,0.0,9414.24026199642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9414.24026199642,1.0
 ,1392,14689.102519984017,4298.529910699596,382.0915476177419,2644.038453597123,0.0,2168.751624278303,0.0,3056.7323809419354,0.0,2261.946905979381,145091.78703595616,0.0,25649.001530133104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.091547617742,25649.001530133108,1.0
 ,1393,14689.102519984017,1110.26415875349,98.69014744475467,2644.038453597123,0.0,560.1652768964275,0.0,789.5211795580374,0.0,2545.3483061523584,142546.4387298038,0.0,11527.641137138473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.69014744475464,11527.641137138473,1.0
 ,1394,14689.102519984017,2498.3526493966924,222.07579105748377,2644.038453597123,0.0,1260.5021900422778,0.0,1776.6063284598702,0.0,2421.962662539639,140124.47606726416,0.0,17675.716410278994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.07579105748383,17675.716410278994,1.0
 ,1395,14689.102519984017,3994.8855533713954,355.1009380774574,2644.038453597123,0.0,2015.552924527648,0.0,2840.807504619659,0.0,2288.937515519666,137835.53855174448,0.0,24304.110064133612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.1009380774574,24304.110064133612,1.0
 ,1396,14689.102519984017,15034.526830518116,1336.4023849349437,2644.038453597123,0.0,7585.419936890739,0.0,10691.21907947955,0.0,1307.6360686620465,136527.90248308243,0.0,73200.52122082931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1336.4023849349442,73200.52122082932,1.0
 ,1397,14689.102519984017,16140.659846499419,1434.7253196888373,2644.038453597123,0.0,8143.50091455384,0.0,11477.802557510699,0.0,1209.3131339082856,135318.58934917414,0.0,78099.76870411316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1434.7253196888375,78099.76870411316,1.0
 ,1398,14689.102519984017,14644.126942524712,1301.7001726688634,2644.038453597123,0.0,7388.4501800684675,0.0,10413.601381350907,0.0,1342.3382809282596,133976.25106824588,0.0,71471.37505025853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1301.7001726688638,71471.37505025853,1.0
 ,1399,14689.102519984017,23796.83542770333,2115.274260240296,2644.038453597123,0.0,12006.296701123918,0.0,16922.194081922367,0.0,528.764193356827,133447.48687488906,0.0,112010.24638252883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2115.274260240297,112010.24638252883,1.0
 ,1400,73445.51259992008,37932.82261455341,3371.80645462697,13220.192267985616,0.0,19138.37343646268,0.0,26974.45163701576,0.0,9848.385813358647,123599.10106153041,0.0,201061.27416692354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3371.80645462697,201061.2741669235,1.0
 ,1401,73445.51259992008,96904.89458422325,8613.768407486512,13220.192267985616,0.0,48891.749480893435,0.0,68910.1472598921,0.0,4606.4238604991115,118992.6772010313,0.0,462258.4095992528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8613.76840748651,462258.40959925274,1.0
 ,1402,73445.51259992008,160190.35180365565,14239.14238254717,13220.192267985616,0.0,80821.37216333773,0.0,113913.13906037736,1018.9501145615523,0.0,120011.62731559298,0.0,746126.5726012876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14239.142382547172,746126.5726012877,1.0
 ,1403,73445.51259992008,169046.33629283737,15026.341003807765,13220.192267985616,0.0,85289.51153761287,0.0,120210.72803046212,1806.1487358221486,0.0,121817.77605141513,0.0,788106.3990757003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15026.341003807765,788106.3990757003,1.0
 ,1404,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,124883.95924056848,0.0,872354.243052954,0.0,0.0,0.0,0.0,16240.54204352466,0.0,16240.54204352466,16286.375457138964,856113.7010094294,1.0
 ,1405,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,127950.14242972183,0.0,883785.8205139496,0.0,0.0,0.0,0.0,27127.758673044318,0.0,43368.30071656957,16286.375457138964,856658.0618409053,1.0
 ,1406,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,131016.32561887518,0.0,912604.9233567958,0.0,0.0,0.0,0.0,54574.52328527878,0.0,97942.82400184835,16286.375457138964,858030.4000715171,1.0
 ,1407,73445.51259992008,183221.72389281334,16286.375457138965,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711172,3066.183189153351,0.0,134082.50880802853,0.0,912604.9233567958,0.0,0.0,0.0,0.0,54574.52328527867,0.0,152517.34728712702,16286.375457138965,858030.4000715172,1.0
 ,1408,73445.51259992008,183221.72389281334,16286.375457138965,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711172,3066.183189153351,0.0,137148.6919971819,0.0,912604.9233567958,0.0,0.0,0.0,0.0,54574.52328527867,0.0,207091.8705724057,16286.375457138965,858030.4000715172,1.0
 ,1409,73445.51259992008,183221.72389281334,16286.375457138965,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711172,3066.183189153351,0.0,140214.87518633524,0.0,912604.9233567958,0.0,0.0,0.0,0.0,54574.5232852749,0.0,261666.3938576806,16286.375457139045,858030.4000715209,1.0
 ,1410,73445.51259992008,183221.72389281334,16286.375457138965,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711172,3066.183189153351,0.0,143281.0583754886,0.0,891951.2329860894,0.0,0.0,0.0,0.0,34904.3419798441,0.0,296570.7358375247,16286.375457138964,857046.8910062454,1.0
 ,1411,73445.51259992008,176726.92695965624,15709.060174191665,13220.192267985616,0.0,89164.62554871188,0.0,125672.48139353332,2488.8679062060487,0.0,145769.92628169464,0.0,824514.5323338292,0.0,0.0,0.0,0.0,0.0,0.0,296570.7358375247,15709.060174191663,824514.5323338292,1.0
 ,1412,73445.51259992008,149388.88788435629,13279.012256387225,13220.192267985616,0.0,75371.67356725388,0.0,106232.0980510978,58.819988401608434,0.0,145828.74627009625,0.0,694924.6332171643,0.0,0.0,0.0,0.0,0.0,0.0,296570.7358375247,13279.012256387225,694924.6332171643,1.0
 ,1413,73445.51259992008,148003.9021460261,13155.9024129801,13220.192267985616,0.0,74672.90209607503,0.0,105247.2193038408,0.0,64.28985500551607,145764.45641509074,0.0,688584.4305917381,0.0,0.0,0.0,0.0,0.0,0.0,296570.7358375247,13155.902412980102,688584.4305917381,1.0
 ,1414,73445.51259992008,120437.33227715876,10705.540646858557,13220.192267985616,0.0,60764.64871156916,0.0,85644.32517486846,0.0,2514.651621127059,143249.80479396367,0.0,566487.4982142132,0.0,0.0,0.0,0.0,0.0,0.0,296570.7358375247,10705.540646858562,566487.4982142133,1.0
 ,1415,42427.247165430075,85915.1755099959,7636.904489777413,7636.904489777414,0.0,43347.06988397659,0.0,61095.2359182193,0.0,0.0,143249.80479396367,0.0,399624.89275413373,0.0,0.0,0.0,0.0,0.0,0.0,296570.7358375247,7636.904489777414,399624.89275413373,1.0
 ,1416,73445.51259992008,125683.20543884869,11171.840483453218,13220.192267985616,0.0,63411.36658408045,0.0,89374.72386762574,0.0,2048.351784532397,141201.45300943128,0.0,307980.14571388287,0.0,0.0,0.0,0.0,0.0,296570.7358375247,0.0,11171.840483453218,604550.8815514075,1.0
 ,1417,40887.21968418489,82796.61986047441,7359.699543153281,7359.6995431532805,0.0,41773.65460693802,0.0,58877.59634522625,0.0,0.0,141201.45300943128,0.0,385119.2776565678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7359.699543153281,385119.2776565678,1.0
 ,1418,55451.1881823181,112288.65606919417,9981.21387281726,9981.21387281726,0.0,56653.36994211076,0.0,79849.71098253808,0.0,0.0,141201.45300943128,0.0,522298.20718851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9981.21387281726,522298.20718851563,1.0
 ,1419,66465.95427334322,134593.55740352,11963.871769201778,11963.87176920178,0.0,67906.93616198929,0.0,95710.97415361422,0.0,0.0,141201.45300943128,0.0,626046.9774227618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11963.871769201778,626046.9774227618,1.0
 ,1420,72687.25734327408,147191.69612013,13083.706321789334,13083.706321789334,0.0,74263.11708247625,0.0,104669.65057431467,0.0,0.0,141201.45300943128,0.0,684645.8198698825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13083.706321789336,684645.8198698825,1.0
 ,1421,73445.51259992008,149388.88788435629,13279.012256387225,13220.192267985616,0.0,75371.67356725388,0.0,106232.0980510978,58.819988401608434,0.0,141260.2729978329,0.0,694924.6332171643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13279.012256387225,694924.6332171643,1.0
 ,1422,73445.51259992008,165560.68564720976,14716.50539086309,13220.192267985616,0.0,83530.88459853889,0.0,117732.04312690473,1496.3131228774748,0.0,142756.58612071036,0.0,771583.4467791351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14716.50539086309,771583.4467791351,1.0
 ,1423,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.183189153351,0.0,145822.7693098637,0.0,861691.1750011009,0.0,0.0,0.0,6389.501093847677,0.0,0.0,0.0,16286.375457138964,855301.6739072532,1.0
 ,1424,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,148888.95249901706,0.0,911932.4776237961,0.0,0.0,0.0,56630.8037165429,0.0,0.0,0.0,16286.375457138964,855301.6739072532,1.0
 ,1425,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,151955.1356881704,0.0,912604.9233567958,0.0,0.0,0.0,0.0,54574.52328527867,0.0,54574.52328527867,16286.375457138964,858030.4000715171,1.0
 ,1426,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,155021.31887732376,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954261,0.0,0.0,54574.52328527867,16286.375457138964,855301.6739072532,1.0
 ,1427,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,158087.50206647711,0.0,912124.6049760818,0.0,0.0,0.0,0.0,54117.077208408155,0.0,108691.60049368683,16286.375457138964,858007.5277676736,1.0
 ,1428,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,161153.6852556306,0.0,881576.3559626647,0.0,0.0,0.0,0.0,25023.506719439534,0.0,133715.10721312635,16286.375457138964,856552.8492432251,1.0
 ,1429,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,164219.86844478396,0.0,826531.8695328286,0.0,0.0,0.0,98259.54747804545,0.0,133715.10721312635,0.0,16286.375457138964,861987.4292679095,1.0
 ,1430,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,167286.0516339373,0.0,867839.2502742414,0.0,0.0,0.0,12537.576366988244,0.0,0.0,0.0,16286.375457138964,855301.6739072532,1.0
 ,1431,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,170352.23482309066,0.0,876292.8537748096,0.0,0.0,0.0,20991.179867556435,0.0,0.0,0.0,16286.375457138964,855301.6739072532,1.0
 ,1432,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,173418.41801224402,0.0,877157.426860095,0.0,0.0,0.0,21855.75295284181,0.0,0.0,0.0,16286.375457138964,855301.6739072532,1.0
 ,1433,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,176484.60120139737,0.0,909915.1404247968,0.0,0.0,0.0,54613.46651754365,0.0,0.0,0.0,16286.375457138964,855301.6739072532,1.0
 ,1434,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,179550.78439055072,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954261,0.0,0.0,0.0,16286.375457138964,855301.6739072532,1.0
 ,1435,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,182616.96757970407,0.0,912604.9233567958,0.0,0.0,0.0,0.0,54574.523285278796,0.0,54574.523285278796,16286.375457138964,858030.4000715171,1.0
 ,1436,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,185683.15076885742,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954261,0.0,0.0,54574.523285278796,16286.375457138964,855301.6739072532,1.0
 ,1437,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,188749.33395801077,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954261,0.0,0.0,54574.523285278796,16286.375457138964,855301.6739072532,1.0
 ,1438,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,191815.51714716412,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954261,0.0,0.0,54574.523285278796,16286.375457138964,855301.6739072532,1.0
 ,1439,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,194881.70033631747,0.0,912604.9233567958,0.0,0.0,0.0,0.0,54574.52328527867,0.0,109149.04657055764,16286.375457138964,858030.4000715171,1.0
 ,1440,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,197947.88352547082,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954261,0.0,0.0,109149.04657055764,16286.375457138964,855301.6739072532,1.0
 ,1441,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,201014.06671462418,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954261,0.0,0.0,109149.04657055764,16286.375457138964,855301.6739072532,1.0
 ,1442,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533475,0.0,204080.24990377753,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954261,0.0,0.0,109149.04657055764,16286.375457138964,855301.6739072532,1.0
 ,1443,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.183189153351,0.0,207146.43309293088,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954261,0.0,0.0,109149.04657055764,16286.375457138964,855301.6739072532,1.0
 ,1444,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533475,0.0,210212.61628208423,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954272,0.0,0.0,109149.04657055764,16286.375457138964,855301.6739072532,1.0
 ,1445,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,14854.930484494344,11788.747295340994,213278.79947123758,0.0,912604.9233567958,0.0,0.0,0.0,0.0,15278.698967475435,0.0,124427.74553803306,16286.375457138964,897326.2243893204,1.0
 ,1446,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,216344.98266039093,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954261,0.0,0.0,124427.74553803306,16286.375457138964,855301.6739072532,1.0
 ,1447,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,219411.16584954428,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954261,0.0,0.0,124427.74553803306,16286.375457138964,855301.6739072532,1.0
 ,1448,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,222477.34903869763,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954261,0.0,0.0,124427.74553803306,16286.375457138964,855301.6739072532,1.0
 ,1449,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,225543.53222785098,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954261,0.0,0.0,124427.74553803306,16286.375457138964,855301.6739072532,1.0
 ,1450,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,228609.71541700434,0.0,912604.9233567958,0.0,0.0,0.0,0.0,54574.52328527866,0.0,179002.26882331172,16286.375457138965,858030.4000715172,1.0
 ,1451,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,231675.8986061577,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954261,0.0,0.0,179002.26882331172,16286.375457138964,855301.6739072532,1.0
 ,1452,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533475,0.0,234742.08179531104,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954272,0.0,0.0,179002.26882331172,16286.375457138964,855301.6739072532,1.0
 ,1453,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,237808.2649844644,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954261,0.0,0.0,179002.26882331172,16286.375457138964,855301.6739072532,1.0
 ,1454,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,240874.44817361774,0.0,907225.3574927979,0.0,0.0,0.0,0.0,49451.12722432828,0.0,228453.39604763995,16286.375457138964,857774.2302684695,1.0
