Informations,Time,NH3-SOEC,H2O wwtp,H2_from_AEC_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,625,27802.69184395172,56300.45098400224,5004.48453191131,5004.48453191131,0.0,21304.090652346447,0.0,40035.87625529048,0.0,0.0,7575.8711741402185,0.0,0.0,0.0,0.0,250879.32752213866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5004.484531911311,250879.32752213863,1.0
 ,626,26685.134618127708,54037.3976017086,4803.324231262987,4803.324231262987,0.0,20447.751252486534,0.0,38426.5938501039,0.0,0.0,7575.8711741402185,0.0,0.0,0.0,0.0,240794.98004758902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4803.324231262988,240794.98004758902,1.0
 ,627,24253.748964091075,49113.841652284435,4365.674813536394,4365.674813536394,0.0,18584.677681224428,0.0,34925.39850829115,0.0,0.0,7575.8711741402185,0.0,0.0,0.0,0.0,218855.21963678606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4365.674813536393,218855.21963678606,1.0
 ,628,23883.135683549168,48363.34975918706,4298.96442303885,4298.96442303885,0.0,18300.691548876384,0.0,34391.7153843108,0.0,0.0,7575.8711741402185,0.0,0.0,0.0,0.0,215510.96753648613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4298.96442303885,215510.96753648613,1.0
 ,629,23492.074780598126,47571.45143071121,4228.573460507663,4228.573460507663,0.0,18001.03722138112,0.0,33828.587684061305,0.0,0.0,7575.8711741402185,0.0,0.0,0.0,0.0,211982.205037401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4228.573460507664,211982.20503740103,1.0
 ,630,22841.85607980945,46254.75856161414,4111.534094365701,4111.534094365701,0.0,17502.800639714787,0.0,32892.27275492561,0.0,0.0,7575.8711741402185,0.0,0.0,0.0,0.0,206114.9159521656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4111.534094365703,206114.9159521656,1.0
 ,631,19975.705073071233,40450.80277296925,3595.626913152822,3595.626913152822,0.0,15306.583769291563,0.0,28765.015305222576,0.0,0.0,7575.8711741402185,0.0,0.0,0.0,0.0,180252.02320842535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3595.6269131528225,180252.02320842535,1.0
 ,632,16892.472961541836,34207.25774712222,3040.6451330775308,3040.6451330775308,0.0,12944.026331511048,0.0,24325.161064620246,0.0,0.0,7575.8711741402185,0.0,658.5143005209143,0.0,0.0,151771.7712475119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3040.64513307753,152430.2855480328,1.0
 ,633,23089.484354173368,46756.20581720107,4156.107183751206,4156.107183751206,0.0,17692.548281228883,0.0,33248.85747000965,0.0,0.0,7575.8711741402185,0.0,77046.17316094697,0.0,0.0,131303.23200170853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4156.107183751206,208349.40516265552,1.0
 ,634,39374.06468210861,79732.48098126994,7087.331642779551,7087.331642779551,0.0,30170.770803312545,0.0,56698.653142236406,0.0,0.0,7575.8711741402185,0.0,237723.66248805003,0.0,0.0,117570.67104999968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7087.331642779552,355294.3335380497,1.0
 ,635,50831.35322621303,102933.4902830814,9149.643580718346,9149.643580718346,0.0,38950.032723118,0.0,73197.14864574677,0.0,0.0,7575.8711741402185,0.0,350988.1221776473,0.0,0.0,107691.77061866266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9149.643580718348,458679.89279631,1.0
 ,636,53448.452254274314,108233.11581490548,9620.721405769376,9620.721405769376,0.0,40955.41102436023,0.0,76965.77124615501,0.0,0.0,7575.8711741402185,0.0,396425.6089135904,0.0,0.0,85869.84053111976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9620.721405769378,482295.44944471016,1.0
 ,637,59307.42603762582,120097.53772619227,10675.336686772647,10675.336686772647,0.0,45444.90827559116,0.0,85402.69349418118,0.0,0.0,7575.8711741402185,0.0,421449.15233338514,0.0,0.0,113715.11323125883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10675.33668677265,535164.265564644,1.0
 ,638,61442.22288073098,126825.10977504379,11273.343091115004,11059.600118531576,0.0,47990.62153887657,0.0,90186.74472892004,213.74297258342796,0.0,7789.614146723647,0.0,441863.0956495335,0.0,0.0,122780.0872602239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11273.343091115006,564643.1829097574,1.0
 ,639,57208.07664489718,115846.35520591679,10297.453796081492,10297.453796081492,0.0,43836.26080991891,0.0,82379.63036865194,0.0,0.0,7789.614146723647,0.0,419473.6094318224,0.0,0.0,96747.04567819762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10297.453796081494,516220.6551100201,1.0
 ,640,61442.22288073098,104529.94363234838,9291.550545097634,11059.600118531576,0.0,39554.13067048063,0.0,74332.40436078107,0.0,1768.049573433942,6021.564573289705,0.0,382596.8086026512,0.0,0.0,88992.28203025767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9291.550545097634,471589.0906329088,1.0
 ,641,46916.39103194913,95005.691839697,8444.950385750844,8444.950385750844,0.0,35950.15379214134,0.0,67559.60308600675,0.0,0.0,6021.564573289705,0.0,308843.20694430877,0.0,0.0,114509.7798069237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8444.950385750844,423352.98675123247,1.0
 ,642,35901.16795578521,72699.86511046505,6462.210232041338,6462.210232041338,0.0,27509.628957799974,0.0,51697.6818563307,0.0,0.0,6021.564573289705,0.0,149482.74621824754,0.0,0.0,174473.68665377758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6462.21023204134,323956.4328720251,1.0
 ,643,28912.945177537847,58548.71398451414,5204.330131956813,5204.330131956813,0.0,22154.83337174015,0.0,41634.6410556545,0.0,0.0,6021.564573289705,0.0,7902.171606250971,0.0,0.0,252995.59626233543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5204.3301319568145,260897.76786858644,1.0
 ,644,36916.54987693513,74756.01350079363,6644.978977848324,6644.978977848324,0.0,28287.67550870031,0.0,53159.83182278659,0.0,0.0,6021.564573289705,0.0,0.0,0.0,0.0,333118.7950988915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6644.978977848325,333118.7950988915,1.0
 ,645,42836.859213251795,86744.63990683488,7710.634658385324,7710.634658385324,0.0,32824.17174074632,0.0,61685.07726708259,0.0,0.0,6021.564573289705,0.0,0.0,0.0,0.0,386541.07641447836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7710.634658385323,386541.07641447836,1.0
 ,646,49727.11676853394,100697.41145628123,8950.88101833611,8950.88101833611,0.0,38103.90049505681,0.0,71607.04814668887,0.0,0.0,6021.564573289705,0.0,0.0,0.0,0.0,448715.746105664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8950.88101833611,448715.746105664,1.0
 ,647,57822.40548667653,117090.37111051996,10408.032987601775,10408.032987601775,0.0,44306.99642822075,0.0,83264.2639008142,0.0,0.0,6021.564573289705,0.0,0.0,0.0,0.0,521764.08980936854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10408.032987601775,521764.08980936854,1.0
 ,648,61442.22288073098,118191.24209889781,10505.888186568694,11059.600118531576,0.0,44723.56601022293,0.0,84047.10549254956,0.0,553.7119319628819,5467.852641326823,0.0,0.0,0.0,0.0,528484.6039409576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10505.888186568693,528484.6039409575,1.0
 ,649,58640.88821058681,118747.79862643829,10555.359877905626,10555.359877905626,0.0,44934.16700024425,0.0,84442.87902324501,0.0,0.0,5467.852641326823,0.0,0.0,0.0,0.0,529149.7198237432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10555.359877905626,529149.7198237432,1.0
 ,650,61442.22288073098,108881.8416972823,9678.385928647316,11059.600118531576,0.0,41200.88889825162,0.0,77427.08742917853,0.0,1381.2141898842601,4086.6384514425627,0.0,0.0,0.0,0.0,489713.537212785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9678.385928647316,489713.537212785,1.0
 ,651,47739.117652278626,96671.7132458642,8593.041177410152,8593.041177410152,0.0,36580.57629223501,0.0,68744.32941928122,0.0,0.0,4086.6384514425627,0.0,0.0,0.0,0.0,430776.91183018946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8593.041177410154,430776.9118301895,1.0
 ,652,44128.336392964935,89359.88119575399,7943.100550733689,7943.100550733689,0.0,33813.77904447331,0.0,63544.80440586951,0.0,0.0,4086.6384514425627,0.0,0.0,0.0,0.0,398194.8014629437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7943.10055073369,398194.8014629437,1.0
 ,653,44762.21498738173,90643.485349448,8057.198697728712,8057.198697728712,0.0,34299.494856231126,0.0,64457.5895818297,0.0,0.0,4086.6384514425627,0.0,0.0,0.0,0.0,403914.6445770757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8057.198697728712,403914.6445770758,1.0
 ,654,47143.16927631377,95464.91778453538,8485.770469736479,8485.770469736479,0.0,36123.92488966819,0.0,67886.16375789183,0.0,0.0,4086.6384514425627,0.0,0.0,0.0,0.0,425399.33441289706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8485.770469736479,425399.33441289706,1.0
 ,655,52197.683031517,103823.91608129963,9228.792540559967,9395.58294567306,0.0,39286.969845163774,0.0,73830.34032447974,0.0,166.79040511310086,3919.848046329462,0.0,0.0,0.0,0.0,463194.40349051874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9228.792540559967,463194.4034905187,1.0
 ,656,58594.46479108024,118653.79120193748,10547.003662394443,10547.003662394443,0.0,44898.59459081314,0.0,84376.02929915555,0.0,0.0,3919.848046329462,0.0,16462.857513022856,0.0,0.0,512267.957683339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10547.003662394442,528730.8151963619,1.0
 ,657,61442.22288073098,132715.18145635666,11796.905018342813,11059.600118531576,0.0,50219.42466308535,0.0,94375.24014674251,737.3048998112372,0.0,4657.152946140699,0.0,397084.12321411126,0.0,0.0,517618.32675813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325036.60642924433,0.0,0.0,0.0,11796.905018342813,589665.8435429969,1.0
 ,658,61442.22288073098,132715.18145635666,11796.905018342813,11059.600118531576,0.0,50219.42466308535,0.0,94375.24014674251,737.3048998112372,0.0,5394.457845951936,0.0,495861.2682922484,0.0,0.0,489608.98115916963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395804.40590842115,0.0,0.0,0.0,11796.905018342813,589665.8435429969,1.0
 ,659,61442.22288073098,132715.18145635666,11796.905018342813,11059.600118531576,0.0,50219.42466308535,0.0,94375.24014674251,737.3048998112372,0.0,6131.762745763173,0.0,519567.78311100136,0.0,0.0,446195.8274822432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376097.7670502475,0.0,0.0,0.0,11796.905018342813,589665.8435429969,1.0
 ,660,61442.22288073098,132715.18145635666,11796.905018342813,11059.600118531576,0.0,50219.42466308535,0.0,94375.24014674251,737.3048998112372,0.0,6869.067645574411,0.0,522860.35461360594,0.0,0.0,493758.38502743084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426952.89609803987,0.0,0.0,0.0,11796.905018342813,589665.8435429969,1.0
 ,661,61442.22288073098,132715.18145635666,11796.905018342813,11059.600118531576,0.0,50219.42466308535,0.0,94375.24014674251,737.3048998112372,0.0,7606.372545385648,0.0,513641.15440631314,0.0,0.0,525575.1131328035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449550.4239961196,0.0,0.0,0.0,11796.905018342813,589665.8435429969,1.0
 ,662,61442.22288073098,132715.18145635666,11796.905018342815,11059.600118531576,0.0,50219.42466308536,0.0,94375.24014674252,737.304899811239,0.0,8343.677445196887,0.0,498495.3254943321,0.0,0.0,553439.8044508668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462269.286402202,0.0,0.0,0.0,11796.905018342815,589665.8435429969,1.0
 ,663,61442.22288073098,132715.18145635666,11796.905018342813,11059.600118531576,0.0,50219.42466308535,0.0,94375.24014674251,737.3048998112063,0.0,9080.982345008093,0.0,484008.010882872,0.0,0.0,570594.5901981145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464936.7575379896,0.0,0.0,0.0,11796.905018342813,589665.8435429969,1.0
 ,664,61442.22288073098,132715.18145635666,11796.905018342813,11059.600118531576,0.0,50219.42466308535,0.0,94375.24014674251,737.3048998112372,0.0,9818.28724481933,0.0,462935.5532662027,0.0,0.0,550448.9187274362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423718.628450642,0.0,0.0,0.0,11796.905018342813,589665.8435429969,1.0
 ,665,61442.22288073098,132715.18145635666,11796.905018342813,11059.600118531576,0.0,50219.42466308535,0.0,94375.24014674251,737.3048998112372,0.0,10555.592144630567,0.0,391157.49450942304,0.0,0.0,512199.27016677026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313690.9211331963,0.0,0.0,0.0,11796.905018342813,589665.8435429969,1.0
 ,666,61442.22288073098,132715.18145635666,11796.905018342813,11059.600118531576,0.0,50219.42466308535,0.0,94375.24014674251,737.3048998112372,0.0,11292.897044441805,0.0,253528.005700552,0.0,0.0,516290.0138838684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119545.36452344994,57720.77287426056,0.0,57720.77287426056,11796.905018342813,592551.88218671,1.0
 ,667,61442.22288073098,124420.50133348024,11059.600118531576,11059.600118531576,0.0,47080.71770458892,0.0,88476.80094825261,0.0,0.0,11292.897044441805,0.0,17779.886114064684,0.0,0.0,522008.7511819323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15409.580007588567,42311.19286667199,11059.60011853158,555198.2173035856,1.0
 ,668,61297.810180283646,124128.06561507437,11033.605832451056,11033.605832451056,0.0,46970.06002874414,0.0,88268.84665960845,0.0,0.0,11292.897044441805,0.0,0.0,0.0,0.0,549328.041800879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3996.3994463651443,38314.79342030684,11033.605832451061,553324.4412472442,1.0
 ,669,61442.22288073098,130321.2900086365,11584.114667434356,11059.600118531576,0.0,49313.57613926805,0.0,92672.91733947485,524.5145489027808,0.0,11817.411593344585,0.0,0.0,0.0,0.0,579495.9277032354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38314.79342030684,11584.114667434362,579495.9277032354,1.0
 ,670,61442.22288073098,132715.18145635666,11796.905018342813,11059.600118531576,0.0,50219.42466308535,0.0,94375.24014674251,737.3048998112372,0.0,12554.716493155822,0.0,0.0,0.0,0.0,598604.8721070386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8513.360537182387,0.0,46828.15395748923,11796.905018342813,590091.5115698561,1.0
 ,671,61442.22288073098,132715.18145635666,11796.905018342813,11059.600118531576,0.0,50219.42466308535,0.0,94375.24014674251,737.3048998112372,0.0,13292.021392967059,0.0,0.0,0.0,0.0,601103.0934056063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10892.61891677133,0.0,57720.77287426056,11796.905018342804,590210.4744888351,1.0
 ,672,61442.22288073098,128370.16428809453,11410.681270052848,11059.600118531576,0.0,48575.27016661497,0.0,91285.45016042278,351.08115152127147,0.0,13643.10254448833,0.0,0.0,0.0,0.0,571207.0036630061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57720.77287426056,11410.681270052848,571207.0036630061,1.0
 ,673,59987.01838441782,121473.7122284461,10797.663309195208,10797.663309195208,0.0,45965.652707244,0.0,86381.30647356166,0.0,0.0,13643.10254448833,0.0,0.0,0.0,0.0,541296.6095804432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57720.77287426056,10797.663309195208,541296.6095804432,1.0
 ,674,61442.22288073098,124420.50133348024,11059.600118531576,11059.600118531576,0.0,47080.71770458892,0.0,88476.80094825261,0.0,0.0,13643.10254448833,0.0,0.0,0.0,0.0,528248.1544594599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27557.45667762759,30163.31619663297,11059.600118531582,555805.6111370877,1.0
 ,675,56896.058681400034,115214.51882983507,10241.290562652006,10241.290562652006,0.0,43597.17392520959,0.0,81930.32450121605,0.0,0.0,13643.10254448833,0.0,0.0,0.0,0.0,513405.1415152809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30163.31619663297,10241.290562652008,513405.1415152808,1.0
 ,676,54417.9012469938,110196.25002516244,9795.222224458885,9795.222224458885,0.0,41698.26100952147,0.0,78361.77779567108,0.0,0.0,13643.10254448833,0.0,0.0,0.0,0.0,491043.3330210765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30163.31619663297,9795.222224458887,491043.33302107657,1.0
 ,677,47663.2457667253,96518.07267761874,8579.384238010554,8579.384238010554,0.0,36522.43870121093,0.0,68635.07390408443,0.0,0.0,13643.10254448833,0.0,0.0,0.0,0.0,430092.2771289061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30163.31619663297,8579.384238010553,430092.27712890605,1.0
 ,678,61442.22288073098,77981.17645051333,6931.660128934519,11059.600118531576,0.0,29508.077168874246,0.0,55453.28103147615,0.0,4127.939989597057,9515.162554891274,0.0,0.0,0.0,0.0,361020.84997811634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30163.31619663297,6931.660128934518,361020.84997811634,1.0
 ,679,37697.44746299129,76337.33111255735,6785.540543338432,6785.540543338432,0.0,28886.046092991703,0.0,54284.32434670746,0.0,0.0,9515.162554891274,0.0,0.0,0.0,0.0,340165.27327276836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30163.31619663297,6785.540543338432,340165.2732727683,1.0
 ,680,48178.98644700743,97562.44755519005,8672.217560461339,8672.217560461339,0.0,36917.63015488392,0.0,69377.74048369071,0.0,0.0,9515.162554891274,0.0,12511.77170989737,0.0,0.0,393579.17329452577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30163.31619663297,0.0,8672.217560461339,436254.2612010562,1.0
 ,681,61442.22288073098,132715.18145635666,11796.905018342813,11059.600118531576,0.0,50219.42466308535,0.0,94375.24014674251,737.3048998112372,0.0,10252.467454702504,0.0,347037.03637452185,0.0,0.0,415700.48308410204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173071.67591562687,0.0,0.0,0.0,11796.905018342813,589665.8435429969,1.0
 ,682,61442.22288073098,132715.18145635666,11796.905018342813,11059.600118531576,0.0,50219.42466308535,0.0,94375.24014674251,737.3048998112372,0.0,10989.772354513741,0.0,480715.4393802674,0.0,0.0,364695.13251172967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255744.72834900016,0.0,0.0,0.0,11796.905018342813,589665.8435429969,1.0
 ,683,61442.22288073098,132715.18145635666,11796.905018342813,11059.600118531576,0.0,50219.42466308535,0.0,94375.24014674251,737.3048998112372,0.0,11727.077254324979,0.0,521543.3260125641,0.0,0.0,340207.38475081895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272084.86722038605,0.0,0.0,0.0,11796.905018342813,589665.8435429969,1.0
 ,684,61442.22288073098,132715.18145635666,11796.905018342813,11059.600118531576,0.0,50219.42466308535,0.0,94375.24014674251,737.3048998112372,0.0,12464.382154136216,0.0,524835.8975151686,0.0,0.0,291851.1663275521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227021.22029972385,0.0,0.0,0.0,11796.905018342813,589665.8435429969,1.0
 ,685,61442.22288073098,132715.18145635666,11796.905018342813,11059.600118531576,0.0,50219.42466308535,0.0,94375.24014674251,737.3048998112372,0.0,13201.687053947453,0.0,515616.6973078759,0.0,0.0,259623.63454200767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185574.4883068867,0.0,0.0,0.0,11796.905018342813,589665.8435429969,1.0
 ,686,61442.22288073098,132715.18145635666,11796.905018342813,11059.600118531576,0.0,50219.42466308535,0.0,94375.24014674251,737.304899811239,0.0,13938.991953758692,0.0,503104.9255979785,0.0,0.0,232708.11342015813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146147.19547513977,0.0,0.0,0.0,11796.905018342813,589665.8435429969,1.0
 ,687,61442.22288073098,132715.18145635666,11796.905018342813,11059.600118531576,0.0,50219.42466308535,0.0,94375.24014674251,737.3048998112372,0.0,14676.29685356993,0.0,491910.18248912296,0.0,0.0,260687.81391131252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162932.15285743843,0.0,0.0,0.0,11796.905018342813,589665.8435429969,1.0
 ,688,61442.22288073098,132715.18145635666,11796.905018342813,11059.600118531576,0.0,50219.42466308535,0.0,94375.24014674251,737.3048998112372,0.0,15413.601753381166,0.0,460960.0103646399,0.0,0.0,305699.73737615993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176993.90419780294,0.0,0.0,0.0,11796.905018342813,589665.8435429969,1.0
 ,689,61442.22288073098,132715.18145635666,11796.905018342813,11059.600118531576,0.0,50219.42466308535,0.0,94375.24014674251,20723.719966887038,19986.415067075803,16150.906653192404,0.0,333866.75036410353,0.0,0.0,335193.13485991827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57720.77287426056,0.0,57720.77287426056,11796.905018342813,611339.1123497612,1.0
 ,690,61442.22288073098,126540.22449674134,11248.019955265898,11059.600118531576,0.0,47882.82094956692,0.0,89984.15964212718,188.41983673432065,0.0,16339.326489926725,0.0,136970.97450835016,0.0,0.0,426461.9366043789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57720.77287426056,11248.019955265901,563432.9111127291,1.0
 ,691,58728.472610339864,118925.15703593823,10571.125069861177,10571.125069861177,0.0,45001.27942239903,0.0,84569.00055888941,0.0,0.0,16339.326489926725,0.0,8560.685906771885,0.0,0.0,466544.6229916205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57720.77287426056,0.0,10571.125069861177,532826.0817726529,1.0
 ,692,59418.772102519906,120323.01350760281,10695.378978453584,10695.378978453584,0.0,45530.2283112769,0.0,85563.03182762867,0.0,0.0,16339.326489926725,0.0,0.0,0.0,0.0,536169.0037403448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10695.378978453584,536169.0037403448,1.0
 ,693,60062.29111870067,121626.13951536886,10811.212401366121,10811.212401366121,0.0,46023.33119261557,0.0,86489.69921092897,0.0,0.0,16339.326489926725,0.0,0.0,0.0,0.0,541975.8378027903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10811.21240136612,541975.8378027903,1.0
 ,694,59758.86818281937,121011.70807020922,10756.596272907487,10756.596272907487,0.0,45790.83033376717,0.0,86052.7701832599,0.0,0.0,16339.326489926725,0.0,0.0,0.0,0.0,539237.881976932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10756.596272907489,539237.881976932,1.0
 ,695,61442.22288073098,128789.792378175,11447.981544726666,11059.600118531576,0.0,48734.05743590141,0.0,91583.85235781333,388.38142619509085,0.0,16727.707916121788,0.0,0.0,0.0,0.0,572989.7003530264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11447.981544726672,572989.7003530264,1.0
 ,696,61442.22288073098,131904.44142909118,11724.83923814144,11059.600118531576,0.0,49912.640636768105,0.0,93798.71390513152,665.2391196098629,0.0,17392.94703573165,0.0,0.0,0.0,0.0,586221.5947016102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11724.839238141441,586221.5947016103,1.0
 ,697,61442.22288073098,130927.70975204626,11638.018644626334,11059.600118531576,0.0,49543.0453701743,0.0,93104.14915701067,578.4185260947581,0.0,17971.36556182641,0.0,0.0,0.0,0.0,582072.1672231685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11638.018644626334,582072.1672231685,1.0
 ,698,61251.3228980256,124033.92886850184,11025.238121644608,11025.238121644608,0.0,46934.438683841094,0.0,88201.90497315687,0.0,0.0,17971.36556182641,0.0,0.0,0.0,0.0,552705.1403780151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11025.238121644608,552705.1403780151,1.0
