Informations,Time,NH3-SOEC,H2O wwtp,H2_from_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_tank,H2_from_tank,H2_stored_tank,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,2303,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,105848.32696678516,0.0,735557.0663248346,0.0,0.0,0.0,77677.92582878622,0.0,0.0,62929.363868335844,15949.110959277592,657879.1404960484,1.0
 ,2304,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,108915.63908908184,0.0,740809.3655301807,0.0,0.0,0.0,0.0,78981.16669917369,0.0,141910.53056750953,15949.110959277592,661828.1988310071,1.0
 ,2305,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,111982.95121137853,0.0,742455.6085646924,0.0,0.0,0.0,84576.46806864406,0.0,0.0,141910.53056750953,15949.110959277592,657879.1404960484,1.0
 ,2306,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.312122296702,0.0,115050.26333367523,0.0,741750.075835616,0.0,0.0,0.0,83870.9353395676,0.0,0.0,141910.53056750953,15949.110959277592,657879.1404960484,1.0
 ,2307,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,118117.57545597194,0.0,739398.3000720282,0.0,0.0,0.0,0.0,77637.29483426647,0.0,219547.825401776,15949.110959277592,661761.0052377618,1.0
 ,2308,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,121184.88757826862,0.0,740966.1505810868,0.0,0.0,0.0,83087.01008503838,0.0,0.0,219547.825401776,15949.110959277592,657879.1404960484,1.0
 ,2309,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,124252.19970056531,0.0,743317.9263446745,0.0,0.0,0.0,85438.78584862617,0.0,0.0,219547.825401776,15949.110959277592,657879.1404960484,1.0
 ,2310,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,127319.511822862,0.0,743553.1039210333,0.0,0.0,0.0,0.0,81594.25088093804,0.0,301142.076282714,15949.110959277592,661958.8530400953,1.0
 ,2311,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,130386.82394515869,0.0,744728.9918028272,0.0,0.0,0.0,86849.85130677884,0.0,0.0,301142.076282714,15949.110959277592,657879.1404960484,1.0
 ,2312,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3654.047369578504,586.7352472818093,133454.13606745546,0.0,744728.9918028272,0.0,0.0,0.0,0.0,80758.35994408815,0.0,381900.4362268022,15949.110959277592,663970.6318587392,1.0
 ,2313,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,136521.44818975215,0.0,744728.9918028272,0.0,0.0,0.0,0.0,82714.14410169414,0.0,464614.5803284963,15949.110959277592,662014.8477011331,1.0
 ,2314,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,139588.76031204883,0.0,739084.7299702164,0.0,0.0,0.0,81205.58947416802,0.0,0.0,464614.5803284963,15949.110959277592,657879.1404960484,1.0
 ,2315,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,142656.07243434552,0.0,712117.7012144087,0.0,0.0,0.0,0.0,51655.772112724146,0.0,516270.3524412204,15949.110959277592,660461.9291016846,1.0
 ,2316,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,145723.38455664224,0.0,697223.1213783522,0.0,0.0,0.0,39343.98088230379,0.0,0.0,516270.3524412204,15949.110959277592,657879.1404960484,1.0
 ,2317,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,148790.69667893893,0.0,677311.4199133082,0.0,0.0,0.0,225796.31757449097,0.0,217225.3033234012,299045.04911781923,15949.110959277592,668740.4056622185,1.0
 ,2318,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,151858.0088012356,0.0,654969.5501592234,0.0,0.0,0.0,0.0,0.0,3062.7266703421055,295982.32244747714,15949.110959277592,658032.2768295655,1.0
 ,2319,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,154925.3209235323,0.0,642348.3535613018,0.0,0.0,0.0,0.0,0.0,16348.196773417418,279634.12567405973,15949.110959277592,658696.5503347192,1.0
 ,2320,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,5125.325107040383,2058.0129847436883,157992.63304582902,0.0,665082.1859426512,0.0,0.0,0.0,0.0,0.0,0.0,279634.12567405973,15949.110959277592,665082.1859426514,1.0
 ,2321,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,161059.9451681257,0.0,693930.6353093291,0.0,0.0,0.0,36051.49481328076,0.0,0.0,279634.12567405973,15949.110959277592,657879.1404960484,1.0
 ,2322,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,164127.2572904224,0.0,713685.5517234673,0.0,0.0,0.0,55806.411227418925,0.0,0.0,279634.12567405973,15949.110959277592,657879.1404960484,1.0
 ,2323,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222967166,0.0,167194.5694127191,0.0,723092.6547778188,0.0,0.0,0.0,0.0,62108.108839781264,0.0,341742.234513841,15949.110959277592,660984.5459380376,1.0
 ,2324,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,170261.8815350158,0.0,726620.3184232006,0.0,0.0,0.0,0.0,65467.78850204976,0.0,407210.02301589074,15949.110959277592,661152.5299211509,1.0
 ,2325,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,173329.19365731248,0.0,722308.7295232895,0.0,0.0,0.0,0.0,61361.51335927724,0.0,468571.53637516795,15949.110959277592,660947.2161640123,1.0
 ,2326,71565.54909433832,179427.4982918729,15949.110959277592,12881.798836980897,0.0,0.0,0.0,127592.88767422074,3067.3121222966947,0.0,176396.50577960917,0.0,707962.8973654035,0.0,0.0,0.0,0.0,47698.81606605247,0.0,516270.3524412204,15949.110959277592,660264.0812993511,1.0
 ,2327,71565.54909433832,177636.8563276875,15789.942784683333,12881.798836980897,0.0,0.0,0.0,126319.54227746667,2908.143947702434,0.0,179304.64972731163,0.0,651285.1014629357,0.0,0.0,0.0,0.0,0.0,0.0,516270.3524412204,15789.942784683335,651285.1014629358,1.0
 ,2328,71565.54909433832,153624.1560667495,13655.480539266622,12881.798836980897,0.0,0.0,0.0,109243.84431413298,773.6817022857257,0.0,180078.33142959734,0.0,562858.3327520315,0.0,0.0,0.0,0.0,0.0,0.0,516270.3524412204,13655.480539266624,562858.3327520315,1.0
