Informations,Time,MeOH biogas H2,Biogas,H2O wwtp,H2_from_SOEC_A,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,6376,52101.06288778051,65482.21018682795,33204.525947032176,2951.5134175139715,1977.2112274405633,0.0,0.0,0.0,974.302190073408,0.0,173005.10199535347,72887.5910651682,55616.64394497194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2951.5134175139715,128504.23501014017,1.0
 ,6377,52101.06288778051,65482.21018682795,22574.144937751647,2006.59066113348,1977.2112274405633,0.0,0.0,0.0,29.379433692916518,0.0,173034.4814290464,35660.057994248964,51108.710596733115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.5906611334801,86768.76859098207,1.0
 ,6378,52101.06288778051,65482.21018682795,12759.104626409888,1134.1426334586567,1977.2112274405633,0.0,0.0,0.0,0.0,843.0685939819066,172191.4128350645,1175.6063075027132,47851.253219477294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1134.142633458657,49026.85952698001,1.0
 ,6379,52101.06288778051,65482.21018682795,13937.070407981782,1238.850702931714,1977.2112274405633,0.0,0.0,0.0,0.0,738.3605245088493,171453.05231055565,0.0,53553.19304267001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1238.8507029317143,53553.19304267001,1.0
 ,6380,52101.06288778051,65482.21018682795,14345.42658326014,1275.1490296231236,1977.2112274405633,0.0,0.0,0.0,0.0,702.0621978174397,170750.99011273822,0.0,55122.3016461771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1275.1490296231236,55122.3016461771,1.0
 ,6381,31826.848326097268,40000.95691258126,13587.909372874248,1207.814166477711,1207.814166477711,0.0,0.0,0.0,0.0,0.0,170750.99011273822,0.0,52211.541765269314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.814166477711,52211.541765269314,1.0
 ,6382,52101.06288778051,65482.21018682795,11137.867349374596,990.0326532777418,1977.2112274405633,0.0,0.0,0.0,0.0,987.1785741628214,169763.8115385754,0.0,42797.25528997189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0326532777418,42797.25528997189,1.0
 ,6383,52101.06288778051,65482.21018682795,7633.926649338767,678.5712577190016,1977.2112274405633,0.0,0.0,0.0,0.0,1298.6399697215618,168465.17156885384,0.0,29333.363150084217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.5712577190016,29333.363150084217,1.0
 ,6384,52101.06288778051,65482.21018682795,4960.4787687176495,440.93144610823555,1977.2112274405633,0.0,0.0,0.0,0.0,1536.2797813323277,166928.8917875215,0.0,19060.639668797572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.9314461082356,19060.639668797572,1.0
 ,6385,52101.06288778051,65482.21018682795,3864.6378496299553,343.5233644115516,1977.2112274405633,0.0,0.0,0.0,0.0,1633.6878630290116,165295.2039244925,0.0,14849.870937203106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.52336441155165,14849.870937203106,1.0
 ,6386,52101.06288778051,65482.21018682795,3149.144289476425,279.9239368423489,1977.2112274405633,0.0,0.0,0.0,0.0,1697.2872905982144,163597.9166338943,0.0,12100.586932313166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.92393684234895,12100.586932313166,1.0
 ,6387,52101.06288778051,65482.21018682795,2423.5083353409004,215.42296314141336,1977.2112274405633,0.0,0.0,0.0,0.0,1761.78826429915,161836.12836959513,0.0,9312.330778547412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.42296314141342,9312.330778547412,1.0
 ,6388,52101.06288778051,65482.21018682795,2992.4563348592333,265.9961186541541,1977.2112274405633,0.0,0.0,0.0,0.0,1711.2151087864092,160124.9132608087,0.0,11498.513466696604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.9961186541541,11498.513466696606,1.0
 ,6389,52101.06288778051,65482.21018682795,3871.016693016887,344.0903727126122,1977.2112274405633,0.0,0.0,0.0,0.0,1633.1208547279512,158491.79240608076,0.0,14874.38164291739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0903727126122,14874.38164291739,1.0
 ,6390,52101.06288778051,65482.21018682795,4076.214685986356,362.33019430989833,1977.2112274405633,0.0,0.0,0.0,0.0,1614.881033130665,156876.9113729501,979.6719229189276,14683.183007983647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.33019430989833,15662.854930902575,1.0
 ,6391,52101.06288778051,65482.21018682795,9248.618902985414,822.0994580431479,1977.2112274405633,0.0,0.0,0.0,0.0,1155.1117693974154,155721.79960355267,22924.322996302908,12613.49513841855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822.0994580431479,35537.818134721456,1.0
 ,6392,52101.06288778051,65482.21018682795,13173.203087118489,1170.9513855216435,1977.2112274405633,0.0,0.0,0.0,0.0,806.2598419189198,154915.53976163376,45848.645992605816,4769.386869646986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170.9513855216437,50618.0328622528,1.0
 ,6393,52101.06288778051,65482.21018682795,15359.22352984922,1365.2643137643752,1977.2112274405633,0.0,0.0,0.0,0.0,611.9469136761882,154303.59284795757,55841.29960637887,3176.516807066774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1365.2643137643754,59017.81641344564,1.0
 ,6394,52101.06288778051,65482.21018682795,17354.159760872844,1542.5919787442529,1977.2112274405633,0.0,0.0,0.0,0.0,434.6192486963105,153868.97359926123,59955.92168263837,6727.437198515547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1542.5919787442533,66683.35888115392,1.0
 ,6395,52101.06288778051,65482.21018682795,16352.023043898123,1453.513159457611,1977.2112274405633,0.0,0.0,0.0,0.0,523.6980679829524,153345.27553127828,60739.65922097351,2092.989325205032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1453.513159457611,62832.64854617854,1.0
 ,6396,32575.974273997945,40942.481327975554,13907.735432452895,1236.2431495513686,1236.2431495513686,0.0,0.0,0.0,0.0,0.0,153345.27553127828,52902.2838376221,538.1895615781716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1236.2431495513688,53440.473399200266,1.0
 ,6397,52101.06288778051,65482.21018682795,9477.572425534954,842.4508822697737,1977.2112274405633,0.0,0.0,0.0,0.0,1134.7603451707896,152210.51518610748,35660.057994248964,757.5140508691002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842.4508822697737,36417.57204511807,1.0
 ,6398,52101.06288778051,65482.21018682795,7126.403731749502,633.4581094888447,1977.2112274405633,0.0,0.0,0.0,0.0,1343.7531179517187,150866.76206815577,25471.46999589212,1911.7363433553503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.4581094888448,27383.20633924747,1.0
 ,6399,52101.06288778051,65482.21018682795,6659.928848795052,591.993675448449,1977.2112274405633,0.0,0.0,0.0,0.0,1385.2175519921143,149481.54451616365,20769.044765881263,4821.731835613724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.993675448449,25590.77660149499,1.0
 ,6400,52101.06288778051,65482.21018682795,7806.465145407606,693.9080129251205,1977.2112274405633,0.0,0.0,0.0,0.0,1283.303214515443,148198.2413016482,21748.716688800192,8247.625632428531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.9080129251205,29996.342321228723,1.0
 ,6401,52101.06288778051,65482.21018682795,7747.558370927092,688.6718551935194,1977.2112274405633,0.0,0.0,0.0,0.0,1288.539372247044,146909.70192940117,17046.29145878934,12723.70158149802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.6718551935195,29769.99304028736,1.0
 ,6402,52101.06288778051,65482.21018682795,5270.886779206291,468.52326926278147,1977.2112274405633,0.0,0.0,0.0,0.0,1508.6879581777819,145401.01397122338,391.86876916757103,19861.513679932606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.5232692627814,20253.382449100176,1.0
 ,6403,52101.06288778051,65482.21018682795,8734.245093694492,776.3773416617325,1977.2112274405633,0.0,0.0,0.0,0.0,1200.8338857788308,144200.18008544456,0.0,33561.336772521085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776.3773416617327,33561.336772521085,1.0
 ,6404,52101.06288778051,65482.21018682795,11035.36626739884,980.921445991008,1977.2112274405633,0.0,0.0,0.0,0.0,996.2897814495664,143203.890303995,0.0,42403.39488248005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.921445991008,42403.39488248005,1.0
 ,6405,52101.06288778051,65482.21018682795,13191.571445307163,1172.5841284717478,1977.2112274405633,0.0,0.0,0.0,0.0,804.6270989688157,142399.2632050262,0.0,50688.61327859278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1172.5841284717478,50688.61327859278,1.0
 ,6406,52101.06288778051,65482.21018682795,13651.512472986149,1213.4677753765466,1977.2112274405633,0.0,0.0,0.0,0.0,763.7434520640168,141635.51975296217,0.0,52455.93667744928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1213.4677753765466,52455.93667744928,1.0
 ,6407,52101.06288778051,65482.21018682795,13030.417473659161,1158.2593309919255,1977.2112274405633,0.0,0.0,0.0,0.0,818.9518964486379,140816.56785651352,0.0,50069.37914253534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1158.2593309919257,50069.37914253534,1.0
 ,6408,52101.06288778051,65482.21018682795,14973.880411803788,1331.0115921603367,1977.2112274405633,0.0,0.0,0.0,0.0,646.1996352802089,140170.3682212333,0.0,57537.13548235606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1331.0115921603367,57537.13548235606,1.0
 ,6409,52101.06288778051,65482.21018682795,16490.58241683976,1465.8295481635344,1977.2112274405633,0.0,0.0,0.0,0.0,511.38167927702875,139658.98654195628,0.0,63365.0629367068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1465.8295481635346,63365.0629367068,1.0
 ,6410,52101.06288778051,65482.21018682795,16539.506372916247,1470.178344259222,1977.2112274405633,0.0,0.0,0.0,0.0,507.0328831813413,139151.95365877493,0.0,63553.0532379307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1470.1783442592223,63553.0532379307,1.0
 ,6411,52101.06288778051,65482.21018682795,14839.93852069791,1319.1056462842587,1977.2112274405633,0.0,0.0,0.0,0.0,658.1055811563047,138493.84807761863,0.0,57022.46376578173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1319.1056462842587,57022.46376578172,1.0
 ,6412,52101.06288778051,65482.21018682795,13622.389696649125,1210.8790841465889,1977.2112274405633,0.0,0.0,0.0,0.0,766.3321432939745,137727.51593432465,0.0,52344.03240937426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1210.8790841465889,52344.03240937427,1.0
 ,6413,52101.06288778051,65482.21018682795,13425.425219079794,1193.3711305848706,1977.2112274405633,0.0,0.0,0.0,0.0,783.8400968556928,136943.67583746897,0.0,51587.19640431411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1193.3711305848706,51587.19640431411,1.0
 ,6414,52101.06288778051,65482.21018682795,13832.67630305281,1229.5712269380276,1977.2112274405633,0.0,0.0,0.0,0.0,747.6400005025357,136196.03583696642,195.93438458378552,52956.124309896644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1229.5712269380276,53152.05869448042,1.0
 ,6415,52101.06288778051,65482.21018682795,16348.907497945034,1453.2362220395587,1977.2112274405633,0.0,0.0,0.0,0.0,523.9750054010046,135672.0608315654,9796.719229189277,53023.957831664535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1453.236222039559,62820.67706085381,1.0
 ,6416,51683.30835371276,64957.1635046663,22065.273407066205,1961.3576361836626,1961.3576361836629,0.0,0.0,0.0,0.0,0.0,135672.0608315654,23903.994919221834,60881.818147430065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1961.3576361836626,84785.8130666519,1.0
 ,6417,52101.06288778051,65482.21018682795,23215.0958972193,2063.5640797528267,1977.2112274405633,0.0,0.0,0.0,86.35285231226318,0.0,135758.41368387768,37227.53307091925,52057.64459531944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2063.5640797528267,89285.1776662387,1.0
 ,6418,52101.06288778051,65482.21018682795,26644.14452672509,2368.3684023755636,1977.2112274405633,0.0,0.0,0.0,391.1571749350003,0.0,136149.5708588127,48787.66176136259,53960.151327017484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2368.368402375564,102747.81308838009,1.0
 ,6419,52101.06288778051,65482.21018682795,24721.940291309485,2197.5058036719543,1977.2112274405633,0.0,0.0,0.0,220.29457623139072,0.0,136369.86543504408,59564.0529134708,35637.07955754344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2197.5058036719547,95201.13247101424,1.0
