Informations,Time,CO2 DAC,MeOH,H2O sea,H2_from_SOEC_A,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,22,20697.55149967129,15107.701824577582,35004.096778331805,3111.4752691850495,2872.1866586649394,0.0,10273.237240712757,0.0,24891.802153480396,239.28861052011018,0.0,8636.976885877488,0.0,0.0,170287.88288256415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3111.4752691850485,170287.88288256415,1.0
 ,23,20697.55149967129,15107.701824577582,37867.431826078755,3365.9939400958897,2872.1866586649394,0.0,10273.237240712757,0.0,26927.951520767117,493.8072814309511,0.0,9130.784167308439,0.0,0.0,181541.66452814097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3365.9939400958897,181541.66452814097,1.0
 ,24,20697.55149967129,15107.701824577582,38088.43957389304,3385.6390732349373,2872.1866586649394,0.0,10273.237240712757,0.0,27085.1125858795,513.4524145699992,0.0,9644.236581878393,0.0,0.0,182410.29250719628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3385.6390732349378,182410.29250719628,1.0
 ,25,20697.55149967129,15107.701824577582,37719.9074486223,3352.8806620997607,2872.1866586649394,0.0,10273.237240712757,0.0,26823.045296798085,480.6940034348215,0.0,10124.930585313217,0.0,0.0,180961.84864784402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3352.8806620997607,180961.848647844,1.0
 ,26,20697.55149967129,15107.701824577582,37128.99679709186,3300.35527085261,2872.1866586649394,0.0,10273.237240712757,0.0,26402.84216682088,428.1686121876698,0.0,10553.099197500887,0.0,0.0,178639.3892312969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300.3552708526095,178639.3892312969,1.0
 ,27,20697.55149967129,15107.701824577582,37428.23866490417,3326.954547991482,2872.1866586649394,0.0,10273.237240712757,0.0,26615.636383931855,454.76788932654284,0.0,11007.86708682743,0.0,0.0,179815.50120681446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3326.9545479914814,179815.50120681443,1.0
 ,28,20697.55149967129,15107.701824577582,37710.326858437744,3352.029054083355,2872.1866586649394,0.0,10273.237240712757,0.0,26816.23243266684,479.8423954184156,0.0,11487.709482245846,0.0,0.0,180924.1940010161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3352.0290540833553,180924.1940010161,1.0
 ,29,20697.55149967129,15107.701824577582,37099.04974107508,3297.6933103177853,2872.1866586649394,0.0,10273.237240712757,0.0,26381.546482542282,425.5066516528459,0.0,11913.216133898692,0.0,0.0,178521.68815066165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3297.6933103177853,178521.68815066165,1.0
 ,30,20697.55149967129,15107.701824577582,36864.260756196156,3276.8231783285473,2872.1866586649394,0.0,10273.237240712757,0.0,26214.58542662838,404.6365196636082,0.0,12317.8526535623,0.0,0.0,177598.8956990088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3276.8231783285482,177598.8956990088,1.0
 ,31,20697.55149967129,15107.701824577582,36734.77106453349,3265.312983514088,2872.1866586649394,0.0,10273.237240712757,0.0,26122.503868112704,393.1263248491489,0.0,12710.97897841145,0.0,0.0,177089.9616444798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3265.312983514088,177089.9616444798,1.0
 ,32,20697.55149967129,15107.701824577582,37147.49886696663,3301.9998992859228,2872.1866586649394,0.0,10273.237240712757,0.0,26415.999194287382,429.81324062098355,0.0,13140.792219032433,0.0,216.50167961259478,178495.6063397024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3301.9998992859223,178712.108019315,1.0
 ,33,20697.55149967129,15107.701824577582,38378.504924892535,3411.4226599904478,2872.1866586649394,0.0,10273.237240712757,0.0,27291.381279923582,539.2360013255079,0.0,13680.02822035794,0.0,70796.0492333185,180840.56068987877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68086.27195549353,0.0,0.0,0.0,3411.4226599904478,183550.33796770373,1.0
 ,34,20697.55149967129,15107.701824577582,38378.504924892535,3411.4226599904478,2872.1866586649394,0.0,10273.237240712757,0.0,27291.381279923582,539.2360013255079,0.0,14219.264221683448,0.0,133365.0346413584,180713.04230442477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129119.4232447618,1341.2530793501137,0.0,1341.2530793501137,3411.4226599904478,183617.40062167123,1.0
 ,35,20697.55149967129,15107.701824577582,38378.504924892535,3411.4226599904478,2872.1866586649394,0.0,10273.237240712757,0.0,27291.381279923582,539.2360013255079,0.0,14758.500223008956,0.0,156747.21603951862,174890.58672725753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148087.4647990724,0.0,0.0,1341.2530793501137,3411.4226599904478,183550.33796770373,1.0
 ,36,20697.55149967129,15107.701824577582,38378.504924892535,3411.4226599904478,2872.1866586649394,0.0,10273.237240712757,0.0,27291.381279923582,539.2360013255079,0.0,15297.736224334463,0.0,162809.26306867128,150003.23804286326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129262.16314383081,0.0,0.0,1341.2530793501137,3411.4226599904478,183550.33796770373,1.0
 ,37,20697.55149967129,15107.701824577582,38378.504924892535,3411.4226599904478,2872.1866586649394,0.0,10273.237240712757,0.0,27291.381279923582,539.2360013255079,0.0,15836.97222565997,0.0,165840.2865832476,113928.2078961679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96218.15651171177,0.0,0.0,1341.2530793501137,3411.4226599904478,183550.33796770373,1.0
 ,38,20697.55149967129,15107.701824577582,38378.504924892535,3411.4226599904478,2872.1866586649394,0.0,10273.237240712757,0.0,27291.381279923582,539.2360013255129,0.0,16376.208226985484,0.0,162809.26306867128,71197.45486259033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48053.69520338845,0.0,49394.948282738565,3411.4226599904478,185953.02272787315,1.0
 ,39,20697.55149967129,15107.701824577582,38378.504924892535,3411.4226599904478,2872.1866586649394,0.0,10273.237240712757,0.0,27291.381279923582,539.2360013255093,0.0,16915.444228310993,0.0,160427.74459293272,42007.629594379345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17985.748780579368,0.0,67380.69706331793,3411.4226599904478,184449.6254067327,1.0
 ,40,20697.55149967129,15107.701824577582,37422.65264007139,3326.4580124507906,2872.1866586649394,0.0,10273.237240712757,0.0,26611.664099606325,454.27135378585075,0.0,17369.715582096844,0.0,155448.20596184305,24345.340460537696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67380.69706331793,3326.458012450792,179793.54642238078,1.0
 ,41,20425.560660517942,14909.168365341562,31887.479868838895,2834.442655007902,2834.4426550079015,0.0,10138.234488432263,0.0,22675.541240063216,0.0,0.0,17369.715582096844,0.0,137045.5631947725,20563.199722207613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67380.69706331793,2834.4426550079015,157608.7629169801,1.0
 ,42,20697.55149967129,15107.701824577582,32312.09990998057,2872.18665866494,2872.1866586649394,0.0,10273.237240712757,0.0,22977.49326931952,0.0,0.0,17369.715582096844,0.0,86384.17016542531,31031.017034451248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44518.23730049324,22862.459762824692,2872.18665866494,161933.42450036982,1.0
 ,43,11654.98626852563,8507.289247099,18195.247914422762,1617.3553701709122,1617.3553701709125,0.0,5784.95668802732,0.0,12938.842961367298,0.0,0.0,17369.715582096844,0.0,1082.5083980629738,88850.29678301813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22862.459762824692,1617.3553701709122,89932.80518108112,1.0
 ,44,18604.05005080714,13579.598577231489,29043.81824978218,2581.6727333139715,2581.6727333139715,0.0,9234.127032517414,0.0,20653.381866511772,0.0,0.0,17369.715582096844,0.0,0.0,143553.52895752247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22862.459762824692,2581.6727333139715,143553.5289575225,1.0
 ,45,20310.89149207488,14825.468242390421,31708.463446177237,2818.5300841046433,2818.530084104643,0.0,10081.318404825488,0.0,22548.240672837146,0.0,0.0,17369.715582096844,0.0,0.0,156723.94677492118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22862.459762824692,2818.530084104643,156723.94677492118,1.0
 ,46,19719.487465834605,14393.786471412119,30785.189696461282,2736.461306352114,2736.4613063521138,0.0,9787.77480056024,0.0,21891.690450816914,0.0,0.0,17369.715582096844,0.0,0.0,152160.5245752053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22862.459762824692,2736.4613063521138,152160.5245752053,1.0
 ,47,19492.524163285252,14228.11982721551,30430.864649462834,2704.9657466189187,2704.9657466189183,0.0,9675.121482506547,0.0,21639.72597295135,0.0,0.0,17369.715582096844,0.0,0.0,150409.21865333157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22862.459762824692,2704.965746618918,150409.21865333157,1.0
 ,48,17355.323548992597,12668.119378826714,27094.36178931568,2408.3877146058385,2408.3877146058394,0.0,8614.321177602165,0.0,19267.101716846708,0.0,0.0,17369.715582096844,0.0,0.0,133918.04122508204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22862.459762824692,2408.3877146058385,133918.04122508204,1.0
 ,49,15803.220228103699,11535.19724679102,24671.28688714809,2193.003278857608,2193.0032788576086,0.0,7843.9341278178945,0.0,17544.026230860865,0.0,0.0,17369.715582096844,0.0,0.0,121941.6216598904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22862.459762824692,2193.003278857608,121941.6216598904,1.0
 ,50,14248.434489635096,10400.317145719047,22244.0243135626,1977.2466056500089,1977.246605650009,0.0,7072.215659088953,0.0,15817.97284520007,0.0,0.0,17369.715582096844,0.0,0.0,109944.50388604781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22862.459762824692,1977.2466056500093,109944.50388604782,1.0
 ,51,12868.56443112761,9393.11272345081,20089.832345783572,1785.7628751807622,1785.7628751807624,0.0,6387.316651946551,0.0,14286.103001446098,0.0,0.0,17369.715582096844,0.0,0.0,99297.07948863933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22862.459762824692,1785.7628751807622,99297.07948863933,1.0
 ,52,11475.917901142324,8376.582409592937,17915.694317095153,1592.5061615195693,1592.5061615195698,0.0,5696.076038523197,0.0,12740.049292156555,0.0,0.0,17369.715582096844,0.0,0.0,88551.06862413068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22862.459762824692,1592.5061615195693,88551.06862413068,1.0
 ,53,20697.55149967129,15107.701824577582,12130.632566395318,1078.2784503462506,2872.1866586649394,0.0,10273.237240712757,0.0,8626.227602770005,0.0,1793.9082083186893,15575.807373778154,0.0,0.0,82074.45313140859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22862.459762824692,1078.2784503462508,82074.45313140859,1.0
 ,54,11487.886909897798,8385.318912334158,17934.379802996064,1594.1670935996501,1594.16709359965,0.0,5702.016860387228,0.0,12753.336748797201,0.0,0.0,15575.807373778154,0.0,0.0,66924.08773111168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22862.459762824692,0.0,1594.1670935996501,89786.54749393638,1.0
 ,55,6764.645514369747,4937.69745574434,10560.664710479814,938.7257520426501,938.7257520426502,0.0,3357.6342699061515,0.0,7509.806016341201,0.0,0.0,15575.807373778154,0.0,0.0,52197.70604155738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.7257520426501,52197.70604155739,1.0
 ,56,6070.615315982494,4431.106070060215,9477.17553007175,842.4156026730445,842.4156026730446,0.0,3013.152127640946,0.0,6739.324821384356,0.0,0.0,15575.807373778154,0.0,433.00335922518957,46409.391128692456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842.4156026730445,46842.39448791764,1.0
 ,57,14935.05804576109,10901.502223183277,23315.95057239769,2072.528939768684,2072.528939768684,0.0,7413.021511764629,0.0,16580.23151814947,0.0,0.0,15575.807373778154,0.0,64517.50052455324,50725.16340073687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2072.528939768684,115242.66392529012,1.0
 ,58,20697.55149967129,15107.701824577582,38055.64970636826,3382.7244183438456,2872.1866586649394,0.0,10273.237240712757,0.0,27061.795346750765,510.53775967890607,0.0,16086.34513345706,0.0,126220.47921414275,56060.939094554924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3382.7244183438447,182281.41830869764,1.0
 ,59,20697.55149967129,15107.701824577582,38378.504924892535,3411.4226599904478,2872.1866586649394,0.0,10273.237240712757,0.0,27291.381279923582,539.2360013255079,0.0,16625.58113478257,0.0,146571.63709772666,60618.726966048496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18328.881808406153,5058.232654919311,0.0,5058.232654919311,3411.4226599904478,183803.2496004497,1.0
 ,60,20697.55149967129,15107.701824577582,38378.504924892535,3411.4226599904478,2872.1866586649394,0.0,10273.237240712757,0.0,27291.381279923582,539.2360013255079,0.0,17164.81713610808,0.0,159345.23619486974,37572.37826218963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12730.739513672035,0.0,17788.972168591346,3411.4226599904478,184186.87494338735,1.0
 ,61,20697.55149967129,15107.701824577582,38378.504924892535,3411.4226599904478,2872.1866586649394,0.0,10273.237240712757,0.0,27291.381279923582,539.2360013255079,0.0,17704.053137433588,0.0,159345.23619486974,39724.54537937235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14780.422482417474,0.0,32569.39465100882,3411.4226599904478,184289.35909182462,1.0
 ,62,20697.55149967129,15107.701824577582,38378.504924892535,3411.4226599904478,2872.1866586649394,0.0,10273.237240712757,0.0,27291.381279923582,539.2360013255079,0.0,18243.289138759097,0.0,159994.74123370752,43947.16746251487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19420.54355097017,0.0,51989.93820197899,3411.4226599904478,184521.36514525223,1.0
 ,63,20697.55149967129,15107.701824577582,38378.504924892535,3411.4226599904478,2872.1866586649394,0.0,10273.237240712757,0.0,27291.381279923582,539.2360013255079,0.0,18782.525140084606,0.0,156963.7177191312,40276.88551765919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13038.347875320635,0.0,65028.28607729963,3411.4226599904478,184202.25536146975,1.0
 ,64,20697.55149967129,15107.701824577582,38378.504924892535,3411.4226599904478,2872.1866586649394,0.0,10273.237240712757,0.0,27291.381279923582,539.2360013254583,0.0,19321.761141410065,0.0,142458.10518508736,43562.26431793553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2352.410986018305,0.0,67380.69706331793,3411.4226599904478,183667.9585170046,1.0
 ,65,20697.55149967129,15107.701824577582,35465.88143342908,3152.522794082585,2872.1866586649394,0.0,10273.237240712757,0.0,25220.18235266068,280.33613541764555,0.0,19602.09727682771,0.0,113446.88011699966,58655.95756096362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67380.69706331793,3152.522794082585,172102.8376779633,1.0
 ,66,20697.55149967129,15107.701824577582,32312.09990998057,2872.18665866494,2872.1866586649394,0.0,10273.237240712757,0.0,22977.49326931952,0.0,0.0,19602.09727682771,0.0,64084.49716532805,82517.15518574322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13795.642404498903,53585.05465881903,2872.1866586649417,160397.29475557018,1.0
 ,67,11328.70426703094,8269.127202212365,17685.870917279295,1572.0774148692708,1572.077414869271,0.0,5623.006497504409,0.0,12576.619318954166,0.0,0.0,19602.09727682771,0.0,1082.5083980629738,86332.62280224673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53585.05465881903,1572.0774148692708,87415.1312003097,1.0
 ,68,11884.185163930395,8674.587710898099,18553.063069886615,1649.1611617676992,1649.1611617676995,0.0,5898.719643410707,0.0,13193.289294141594,0.0,0.0,19602.09727682771,0.0,0.0,91701.3614996604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53585.05465881903,1649.161161767699,91701.3614996604,1.0
 ,69,18745.22883652979,13682.648785788168,29264.220311809266,2601.264027716379,2601.264027716382,0.0,9304.201174335954,0.0,20810.112221731033,0.0,0.0,19602.09727682771,0.0,0.0,93737.09804758312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53585.05465881903,0.0,2601.264027716379,147322.15270640215,1.0
 ,70,10100.16619681893,7372.38408526929,15767.931741307893,1401.5939325607017,1401.5939325607017,0.0,5013.221177983118,0.0,11212.751460485613,0.0,0.0,19602.09727682771,0.0,0.0,77935.42248333883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1401.5939325607014,77935.42248333883,1.0
 ,71,9051.0282621847,6606.589972397591,14130.064104462528,1256.005698174447,1256.005698174447,0.0,4492.481181230362,0.0,10048.045585395575,0.0,0.0,19602.09727682771,0.0,0.0,69840.01033014394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.0056981744467,69840.01033014394,1.0
 ,72,20697.55149967129,15107.701824577582,5025.998668746015,446.755437221868,2872.1866586649394,0.0,10273.237240712757,0.0,3574.043497774944,0.0,2425.431221443072,17176.666055384638,0.0,0.0,54744.70268562613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.755437221868,54744.70268562612,1.0
 ,73,5822.74773814439,4250.180830762328,9090.215655147564,808.0191693464501,808.0191693464502,0.0,2890.122964918383,0.0,6464.153354771601,0.0,0.0,17176.666055384638,0.0,0.0,44929.78592066271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.0191693464501,44929.78592066271,1.0
 ,74,4757.582119534246,3472.68767849215,7427.326308562107,660.2067829832985,660.2067829832986,0.0,2361.427621374662,0.0,5281.654263866388,0.0,0.0,17176.666055384638,0.0,0.0,36710.70012707904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.2067829832985,36710.70012707904,1.0
