Informations,Time,Biomass bamboo 2,Biochar,DME-B2,H2O sea,H2_from_SOEC_HI,H2_pipeline_to_Bamboo-2,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP198-HH100,SP198-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,664,14068.428192265406,0.0,9135.342981990523,14256.727646643447,1267.2646797016398,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,10138.117437613118,12.40987448316153,0.0,9884.034447321512,98.20665907909948,20885.913975156156,24108.59134194814,0.0,0.0,0.0,0.0,0.0,1267.2646797016398,45092.71197618339,1.0
 ,665,14068.428192265406,0.0,9135.342981990523,13020.379543439702,1157.3670705279735,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,9258.936564223788,0.0,97.4877346905048,9786.546712631007,0.0,18939.676197301367,22374.526913431844,0.0,0.0,0.0,0.0,0.0,1157.3670705279737,41314.20311073322,1.0
 ,666,10974.364094689863,0.0,7126.210451097313,11012.34444709406,978.8750619639164,978.8750619639166,0.0,10974.364094689863,1496.5041947304358,7831.0004957113315,0.0,0.0,9786.546712631007,0.0,15768.46321100334,19066.11511437801,0.0,0.0,0.0,0.0,0.0,978.8750619639166,34834.57832538135,1.0
 ,667,9483.67591890788,0.0,6158.231116173948,9516.497260571003,845.9108676063114,845.9108676063115,0.0,9483.67591890788,1293.228534396529,6767.286940850491,0.0,0.0,9786.546712631007,0.0,13350.542719941186,16752.326909614836,0.0,0.0,0.0,0.0,0.0,845.9108676063116,30102.869629556026,1.0
 ,668,8875.157651857662,0.0,5763.089384323157,8905.873018356524,791.6331571872466,791.6331571872469,0.0,8875.157651857662,1210.2487707078628,6333.065257497973,0.0,0.0,9786.546712631007,0.0,12248.544828208376,15922.77987964754,0.0,0.0,0.0,0.0,0.0,791.6331571872468,28171.324707855918,1.0
 ,669,8114.003261030835,0.0,5268.8332863836595,8142.084405469252,723.7408360417113,723.7408360417114,0.0,8114.003261030835,1106.4549901405685,5789.92668833369,0.0,0.0,9786.546712631007,0.0,11179.35854654883,14575.927107363677,0.0,0.0,0.0,0.0,0.0,723.7408360417114,25755.285653912506,1.0
 ,670,14068.428192265406,0.0,9135.342981990523,6268.383309333231,557.1896274962872,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,4457.517019970298,0.0,697.6651777221911,9088.881534908816,0.0,8664.033905348073,12078.524679121252,0.0,0.0,0.0,0.0,0.0,557.1896274962874,20742.558584469323,1.0
 ,671,7034.214096132703,0.0,4567.671490995262,5531.032136848963,491.64730105324116,627.4274026092392,0.0,7034.214096132703,959.2110131090049,3933.1784084259293,0.0,135.780101555998,8953.101433352818,0.0,7150.917129073959,10522.935902249768,0.0,0.0,0.0,0.0,0.0,491.6473010532412,17673.853031323728,1.0
 ,672,7034.214096132703,0.0,4567.671490995262,6928.351981708119,615.8535094851661,627.4274026092392,0.0,7034.214096132703,959.2110131090049,4926.828075881329,0.0,11.573893124072924,8941.527540228746,0.0,8768.15362255432,13162.98364609404,0.0,0.0,0.0,0.0,0.0,615.8535094851661,21931.13726864836,1.0
 ,673,7640.442102999979,0.0,4961.326040909077,7666.884335196032,681.5008297952029,681.5008297952029,0.0,7640.442102999979,1041.878468590906,5452.006638361623,0.0,0.0,8941.527540228746,0.0,9724.667839832706,14527.450695789445,0.0,0.0,0.0,0.0,0.0,681.5008297952029,24252.11853562215,1.0
 ,674,14068.428192265406,0.0,9135.342981990523,8048.275674203583,715.4022821514296,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,5723.218257211437,0.0,539.4525230670487,8402.075017161696,0.0,10413.793275917931,15751.652371220138,0.0,0.0,0.0,0.0,0.0,715.4022821514297,26165.44564713807,1.0
 ,675,8644.16477432751,0.0,5613.094009303578,8674.080714926546,771.0293968823596,771.0293968823596,0.0,8644.16477432751,1178.7497419537513,6168.235175058877,0.0,0.0,8402.075017161696,0.0,11167.785803417411,16270.326536459686,0.0,0.0,0.0,0.0,0.0,771.0293968823596,27438.1123398771,1.0
 ,676,14068.428192265406,0.0,9135.342981990523,7613.460505589895,676.752044941324,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,5414.016359530592,0.0,578.1027602771543,7823.972256884542,0.0,10076.252945456612,14764.419586707696,0.0,0.0,0.0,0.0,0.0,676.752044941324,24840.67253216431,1.0
 ,677,7034.214096132703,0.0,4567.671490995262,5578.30060409866,495.8489425865476,627.4274026092392,0.0,7034.214096132703,959.2110131090049,3966.7915406923807,0.0,131.57846002269156,7692.39379686185,0.0,7371.656596952057,10446.211636964686,0.0,0.0,0.0,0.0,0.0,495.84894258654765,17817.868233916743,1.0
 ,678,7034.214096132703,0.0,4567.671490995262,4010.4411516654686,356.48365792581944,627.4274026092392,0.0,7034.214096132703,959.2110131090049,2851.8692634065555,0.0,270.9437446834197,7421.45005217843,0.0,5680.026680624214,7360.965766591704,0.0,0.0,0.0,0.0,0.0,356.48365792581956,13040.992447215918,1.0
 ,679,7034.214096132703,0.0,4567.671490995262,3806.737324503785,338.37665106700314,627.4274026092392,0.0,7034.214096132703,959.2110131090049,2707.013208536025,0.0,289.050751542236,7132.399300636194,0.0,5614.087070631716,6806.270741179343,0.0,0.0,0.0,0.0,0.0,338.37665106700325,12420.35781181106,1.0
 ,680,7034.214096132703,0.0,4567.671490995262,4035.295060751291,358.6928942890037,627.4274026092392,0.0,7034.214096132703,959.2110131090049,2869.5431543120294,0.0,268.7345083202355,6863.6647923159635,98.20665907909948,5970.038683843493,7048.470751800552,0.0,0.0,0.0,0.0,0.0,358.69289428900373,13116.716094723146,1.0
 ,681,7034.214096132703,0.0,4567.671490995262,5744.9283472149555,510.66029753021826,627.4274026092392,0.0,7034.214096132703,959.2110131090049,4085.282380241746,0.0,116.7671050790209,6746.897687236942,3142.6130905311834,6855.7582228355495,8327.169996889585,0.0,0.0,0.0,0.0,0.0,510.6602975302185,18325.54131025632,1.0
 ,682,14068.428192265406,0.0,9135.342981990523,8156.364941236144,725.0102169987683,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,5800.081735990147,0.0,529.84458821971,6217.053099017232,6285.226181062367,8885.530505252134,11324.00993515502,0.0,0.0,0.0,0.0,0.0,725.0102169987684,26494.76662146952,1.0
 ,683,9127.378270654064,0.0,5926.869006918224,9158.966528548077,814.1303580931625,814.1303580931626,0.0,9127.378270654064,1244.642491452827,6513.0428647453,0.0,0.0,6217.053099017232,10017.079226068146,7861.680026737808,11093.158439293189,0.0,0.0,0.0,0.0,0.0,814.1303580931626,28971.917692099145,1.0
 ,684,11598.061988049418,0.0,7531.209083148972,11638.200849646417,1034.5067421907927,1034.506742190793,0.0,11598.061988049418,1581.553907461284,8276.053937526342,0.0,0.0,6217.053099017232,11293.76579409644,11420.450007057043,14100.090272473564,0.0,0.0,0.0,0.0,0.0,1034.506742190793,36814.30607362705,1.0
 ,685,9068.363341232127,0.0,5888.5476241767055,9099.74735878955,808.8664318924044,808.8664318924045,0.0,9068.363341232127,1236.595001077108,6470.931455139235,0.0,0.0,6217.053099017232,10213.492544226345,8126.74599672421,10444.355296793317,0.0,0.0,0.0,0.0,0.0,808.8664318924045,28784.593837743872,1.0
 ,686,7552.642667226559,0.0,4904.313420276986,7578.781040950011,673.6694258622232,673.6694258622233,0.0,7552.642667226559,1029.905818258167,5389.3554068977855,0.0,0.0,6217.053099017232,4713.919635796775,8302.279830104542,10957.22808626299,0.0,0.0,0.0,0.0,0.0,673.6694258622232,23973.427552164307,1.0
 ,687,9127.586875639472,0.0,5927.004464700956,9159.175855478812,814.14896493145,814.14896493145,0.0,9127.586875639472,1244.6709375872008,6513.1917194516,0.0,0.0,6217.053099017232,1374.8932271073927,11958.346820351251,15639.339793867606,0.0,0.0,0.0,0.0,0.0,814.1489649314501,28972.57984132625,1.0
 ,688,8851.268239250177,0.0,5747.576778733881,8881.900928675295,789.5023047711373,789.5023047711375,0.0,8851.268239250177,1206.9911235341149,6316.018438169099,0.0,0.0,6217.053099017232,0.0,11958.022820273176,16137.472654340381,0.0,0.0,0.0,0.0,0.0,789.5023047711373,28095.495474613555,1.0
 ,689,8959.3585578937,0.0,5817.765297333571,8990.36532898388,799.1435847985672,799.1435847985674,0.0,8959.3585578937,1221.7307124400497,6393.1486783885375,0.0,0.0,6217.053099017232,0.0,11952.959281294843,16485.634038306845,0.0,0.0,0.0,0.0,0.0,799.1435847985673,28438.59331960169,1.0
 ,690,10017.20755325724,0.0,6504.680229387818,10051.875354479798,893.5000315093155,893.5000315093157,0.0,10017.20755325724,1365.9828481714417,7148.000252074524,0.0,0.0,6217.053099017232,0.0,13450.422470545842,18345.9712070053,0.0,0.0,0.0,0.0,0.0,893.5000315093156,31796.393677551143,1.0
 ,691,10290.065628833736,0.0,6681.860797943984,10325.677744075521,917.8380216956019,917.8380216956022,0.0,10290.065628833736,1403.1907675682367,7342.704173564815,0.0,0.0,6217.053099017232,0.0,13702.87059566799,18959.62301472403,0.0,0.0,0.0,0.0,0.0,917.838021695602,32662.49361039202,1.0
 ,692,11068.591080213351,0.0,7187.396805333345,11106.8975357143,987.2797809523823,987.2797809523825,0.0,11068.591080213351,1509.3533291200024,7898.238247619059,0.0,0.0,6217.053099017232,0.0,14955.081123214735,20178.590368682828,0.0,0.0,0.0,0.0,0.0,987.2797809523826,35133.67149189756,1.0
 ,693,12051.984424532606,0.0,7825.963912034159,12093.69423219564,1074.9950428618347,1074.995042861835,0.0,12051.984424532606,1643.4524215271733,8599.960342894678,0.0,0.0,6217.053099017232,0.0,16463.438983453692,21791.697422654528,0.0,0.0,0.0,0.0,0.0,1074.9950428618347,38255.13640610822,1.0
 ,694,13270.451010361863,0.0,8617.175980754457,13316.377717512038,1183.6780193344034,1183.6780193344034,0.0,13270.451010361863,1809.606955958436,9469.424154675227,0.0,0.0,6217.053099017232,0.0,18537.238047363964,23585.527440001642,0.0,0.0,0.0,0.0,0.0,1183.6780193344032,42122.7654873656,1.0
 ,695,14068.428192265406,0.0,9135.342981990523,16164.149371623222,1436.8132774776197,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,11494.506219820958,181.95847225914076,0.0,6399.011571276373,0.0,23372.90216614084,27690.622632534105,0.0,0.0,0.0,0.0,0.0,1436.8132774776197,51063.524798674945,1.0
 ,696,12838.746649104558,0.0,8336.848473444517,12883.17930305643,1145.171493605016,1145.1714936050162,0.0,12838.746649104558,1750.7381794233486,9161.371948840128,0.0,0.0,6399.011571276373,0.0,17832.67694187322,22919.782324933978,0.0,0.0,0.0,0.0,0.0,1145.1714936050162,40752.4592668072,1.0
 ,697,10591.13004337335,0.0,6877.3571710216565,10627.78408983429,944.6919190963813,944.6919190963814,0.0,10591.13004337335,1444.2450059145478,7557.53535277105,0.0,0.0,6399.011571276373,0.0,14450.17704739833,19167.948419088196,0.0,0.0,0.0,0.0,0.0,944.6919190963814,33618.12546648653,1.0
 ,698,10389.943030361455,0.0,6746.716253481464,10425.900803800338,926.7467381155856,926.7467381155857,0.0,10389.943030361455,1416.8104132311075,7413.973904924685,0.0,0.0,6399.011571276373,0.0,14042.844438649036,18936.67776095631,0.0,0.0,0.0,0.0,0.0,926.7467381155856,32979.522199605344,1.0
 ,699,10639.378373431877,0.0,6908.6872554752445,10676.199398914354,948.9955021257203,948.9955021257203,0.0,10639.378373431877,1450.8243236498013,7591.964017005763,0.0,0.0,6399.011571276373,0.0,14415.419668258288,19355.85455636957,0.0,0.0,0.0,0.0,0.0,948.9955021257205,33771.27422462786,1.0
 ,700,10647.069267932078,0.0,6913.681342813037,10683.916910253662,949.6815031336589,949.6815031336589,0.0,10647.069267932078,1451.8730819907378,7597.452025069271,0.0,0.0,6399.011571276373,0.0,14223.395528722147,19572.290959299553,0.0,0.0,0.0,0.0,0.0,949.6815031336591,33795.6864880217,1.0
 ,701,14068.428192265406,0.0,9135.342981990523,11058.79269152278,983.0037948020249,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,7864.030358416199,0.0,271.8510104164534,6127.160560859919,0.0,14544.892215785729,20792.846153869603,0.0,0.0,0.0,0.0,0.0,983.003794802025,35337.73836965533,1.0
 ,702,11646.639873080865,0.0,7562.753164338224,11686.946854231455,1038.8397203761294,1038.8397203761297,0.0,11646.639873080865,1588.178164511027,8310.717763009035,0.0,0.0,6127.160560859919,0.0,14825.463727624503,22143.037170086078,0.0,0.0,0.0,0.0,0.0,1038.83972037613,36968.50089771058,1.0
 ,703,11931.658059053198,0.0,7747.829908476102,11972.951438235734,1064.2623500653986,1064.2623500653986,0.0,11931.658059053198,1627.0442807799814,8514.098800523188,0.0,0.0,6127.160560859919,0.0,15227.976208452927,22645.222969517497,0.0,0.0,0.0,0.0,0.0,1064.2623500653986,37873.199177970426,1.0
 ,704,12659.851859148628,0.0,8220.683025421187,12703.665389558839,1129.214701294119,1129.214701294119,0.0,12659.851859148628,1726.3434353384494,9033.717610352953,0.0,0.0,6127.160560859919,196.41331815819896,16410.43458244257,23577.767569613443,0.0,0.0,0.0,0.0,0.0,1129.214701294119,40184.61547021421,1.0
 ,705,14068.428192265406,0.0,9135.342981990523,14123.82399042913,1255.4510213714782,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,10043.608170971826,0.5962161530000267,0.0,6127.756777012919,3044.406431452084,17376.714605685225,24255.561885644758,0.0,0.0,0.0,0.0,0.0,1255.4510213714784,44676.68292278207,1.0
 ,706,14068.428192265406,0.0,9135.342981990523,14939.540715701076,1327.9591747289846,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,10623.673397831877,73.10436951050616,0.0,6200.861146523425,7463.70609001156,16591.81617035239,23174.60325929648,0.0,0.0,0.0,0.0,0.0,1327.9591747289849,47230.12551966044,1.0
 ,707,14068.428192265406,0.0,9135.342981990523,15327.050374907321,1362.4044777695397,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,10899.235822156317,107.54967255106143,0.0,6308.410819074486,11981.212407650137,16226.351641423335,20235.585109631713,0.0,0.0,0.0,0.0,0.0,1362.4044777695399,48443.14915870518,1.0
 ,708,13958.082520084321,0.0,9063.689948106701,14006.388999478073,1245.012355509162,1245.0123555091623,0.0,13958.082520084321,1903.3748891024072,9960.098844073296,0.0,0.0,6308.410819074486,12963.278998441132,13756.307021178336,17585.843855199568,0.0,0.0,0.0,0.0,0.0,1245.0123555091623,44305.429874819034,1.0
 ,709,13309.244153906193,0.0,8642.36633370532,13355.30511733308,1187.1382326518294,1187.1382326518296,0.0,13309.244153906193,1814.8969300781173,9497.105861214635,0.0,0.0,6308.410819074486,9427.83927159355,14602.993987637823,18215.06854707016,0.0,0.0,0.0,0.0,0.0,1187.1382326518296,42245.90180630153,1.0
 ,710,13323.764941571162,0.0,8651.795416604651,13369.876158901418,1188.4334363467926,1188.4334363467926,0.0,13323.764941571162,1816.8770374869766,9507.467490774341,0.0,0.0,6308.410819074486,5303.159590271372,15490.455250868703,21498.37852098166,0.0,0.0,0.0,0.0,0.0,1188.4334363467929,42291.99336212174,1.0
 ,711,14068.428192265406,0.0,9135.342981990523,16797.03739217801,1493.069990415823,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,11944.559923326584,238.21518519734468,0.0,6546.626004271831,1964.1331815819897,23401.569569851024,27678.954934029138,0.0,0.0,0.0,0.0,0.0,1493.0699904158232,53044.65768546215,1.0
 ,712,14068.428192265406,0.0,9135.342981990523,17274.393160960204,1535.5016143075736,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,12284.012914460589,280.6468090890951,0.0,6827.272813360926,0.0,25070.3452965867,29468.581803870846,0.0,0.0,0.0,0.0,0.0,1535.5016143075736,54538.92710045754,1.0
 ,713,14068.428192265406,0.0,9135.342981990523,18811.87873656866,1672.166998806103,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,13377.335990448824,417.3121935876245,0.0,7244.5850069485505,0.0,27376.30126152199,31975.425477849236,0.0,0.0,0.0,0.0,0.0,1672.1669988061028,59351.726739371225,1.0
 ,714,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609369,0.0,7777.175767309488,0.0,29818.5343564861,33642.3369337895,0.0,0.0,47.14452221508032,0.0,47.14452221508032,1787.4455655794152,63413.72676806052,1.0
 ,715,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609369,0.0,8309.766527670425,0.0,31315.34316218774,34176.13671140798,0.0,0.0,1981.057458710434,0.0,2028.2019809255644,1787.4455655794152,63510.42241488529,1.0
 ,716,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609369,0.0,8842.357288031362,0.0,31050.43878404444,34098.15461062967,0.0,0.0,1654.4989073565166,0.0,3682.700888282081,1787.4455655794152,63494.09448731759,1.0
 ,717,14068.428192265406,0.0,9135.342981990523,20108.76261276842,1787.4455655794152,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14299.564524635322,532.5907603609369,0.0,9374.9480483923,0.0,30178.590147142782,33764.04803630267,0.0,0.0,505.97013475779175,0.0,4188.671023039873,1787.4455655794154,63436.668048687665,1.0
 ,718,14068.428192265406,0.0,9135.342981990523,19865.35527322811,1765.8093576202764,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,14126.474860962211,510.954552401798,0.0,9885.902600794097,0.0,29304.69582424502,33344.73437047871,0.0,0.0,0.0,0.0,4188.671023039873,1765.8093576202764,62649.43019472373,1.0
 ,719,14068.428192265406,0.0,9135.342981990523,19027.084331833645,1691.2963850518797,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,13530.371080415038,436.44157983340125,0.0,10322.344180627499,0.0,27492.692986819424,32532.69302299644,0.0,0.0,0.0,0.0,4188.671023039873,1691.29638505188,60025.38600981586,1.0
 ,720,14068.428192265406,0.0,9135.342981990523,17909.536117756896,1591.958766022835,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,12735.67012818268,337.10396080435686,0.0,10659.448141431856,0.0,25455.16238542023,31071.95624126999,0.0,0.0,0.0,0.0,4188.671023039873,1591.9587660228353,56527.11862669022,1.0
 ,721,14068.428192265406,0.0,9135.342981990523,17620.022658007994,1566.2242362673774,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,12529.793890139019,311.369431048899,0.0,10970.817572480755,0.0,24973.593571443773,30647.25946378636,0.0,0.0,0.0,0.0,4188.671023039873,1566.2242362673776,55620.85303523013,1.0
 ,722,14068.428192265406,0.0,9135.342981990523,17726.631890364686,1575.700612476861,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,12605.604899814887,320.84580725838237,0.0,11291.663379739137,0.0,25191.148733802598,30763.42377374719,0.0,0.0,0.0,0.0,4188.671023039873,1575.7006124768611,55954.57250754979,1.0
 ,723,14068.428192265406,0.0,9135.342981990523,17545.903486976986,1559.6358655090655,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,12477.086924072524,304.7810602905873,0.0,11596.444440029723,0.0,24960.649903821497,30428.187478557094,0.0,0.0,0.0,0.0,4188.671023039873,1559.635865509066,55388.8373823786,1.0
 ,724,14068.428192265406,0.0,9135.342981990523,16916.188728858007,1503.661220342934,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,12029.289762743472,248.80641512445575,0.0,11845.25085515418,0.0,24203.24792354964,29214.389853073793,0.0,0.0,0.0,0.0,4188.671023039873,1503.6612203429345,53417.63777662344,1.0
 ,725,14068.428192265406,0.0,9135.342981990523,15480.578105710078,1376.0513871742291,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,11008.411097393833,121.19658195575101,0.0,11966.447437109931,0.0,21930.037377979897,26993.700489388997,0.0,0.0,0.0,0.0,4188.671023039873,1376.0513871742294,48923.73786736889,1.0
 ,726,13091.46474335091,0.0,8500.951132046046,13136.772010373352,1167.7130675887424,1167.7130675887427,0.0,13091.46474335091,1785.1997377296696,9341.70454070994,0.0,0.0,11966.447437109931,0.0,18195.876196741,23358.755129632314,0.0,0.0,0.0,0.0,4188.671023039873,1167.713067588743,41554.63132637332,1.0
 ,727,11972.936510177313,0.0,7774.634097517735,12014.372746850895,1067.944244164524,1067.944244164524,0.0,11972.936510177313,1632.6731604787244,8543.553953316192,0.0,0.0,11966.447437109931,0.0,16561.305359710066,21442.9189443111,0.0,0.0,0.0,0.0,4188.671023039873,1067.944244164524,38004.224304021154,1.0
 ,728,14068.428192265406,0.0,9135.342981990523,9972.178921073906,886.4159040954584,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,7091.327232763667,0.0,368.43890112301995,11598.008535986912,294.61997723729843,13659.784678217076,18072.69320908585,0.0,0.0,0.0,0.0,4188.671023039873,886.4159040954586,32027.09786454023,1.0
 ,729,9803.343243562973,0.0,6365.807301014917,9837.270897859587,874.4240798097412,874.4240798097413,0.0,9803.343243562973,1336.8195332131327,6995.39263847793,0.0,0.0,11598.008535986912,4615.712976717676,11281.137269308636,15220.700176210079,0.0,0.0,0.0,0.0,4188.671023039873,874.4240798097412,31117.55042223639,1.0
 ,730,13635.985631240615,0.0,8854.536124182217,13683.177389704662,1216.2824346404145,1216.2824346404145,0.0,13635.985631240615,1859.4525860782655,9730.259477123316,0.0,0.0,11598.008535986912,12865.072339362032,13856.235015913544,16561.729859159903,0.0,0.0,0.0,0.0,4188.671023039873,1216.2824346404143,43283.03721443548,1.0
 ,731,14068.428192265406,0.0,9135.342981990523,15564.114303627193,1383.476826989084,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,11067.814615912672,128.62202177060576,0.0,11726.630557757517,16793.338702526013,15169.383116630162,17222.50987264265,0.0,0.0,0.0,0.0,4188.671023039873,1383.476826989084,49185.23169179882,1.0
 ,732,14068.428192265406,0.0,9135.342981990523,14537.296026231972,1292.2040912206198,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,10337.632729764959,37.34928600214166,0.0,11763.979843759658,14043.552248311225,15301.989084726212,16625.435400485145,0.0,0.0,0.0,0.0,4188.671023039873,1292.20409122062,45970.976733522584,1.0
 ,733,11872.965670453696,0.0,7709.717967827075,11914.055925556948,1059.0271933828399,1059.0271933828399,0.0,11872.965670453696,1619.0407732436856,8472.217547062719,0.0,0.0,11763.979843759658,9329.632612514451,13552.500384655632,14804.76612822943,0.0,0.0,0.0,0.0,4188.671023039873,1059.02719338284,37686.89912539952,1.0
 ,734,13888.27509721056,0.0,9018.36045273413,13936.339985337769,1238.7857764744683,1238.7857764744683,0.0,13888.27509721056,1893.8556950741672,9910.286211795747,0.0,0.0,11763.979843759658,5892.399544745968,18141.35602946399,20050.093157610045,0.0,0.0,0.0,0.0,4188.671023039873,1238.7857764744685,44083.84873182,1.0
 ,735,11233.773050015896,0.0,7294.657824685646,11272.651171389218,1002.0134374568195,1002.0134374568195,0.0,11233.773050015896,1531.8781431839857,8016.107499654556,0.0,0.0,11763.979843759658,2946.199772372984,14867.716405602361,17844.072186898182,0.0,0.0,0.0,0.0,4188.671023039873,1002.0134374568195,35657.98836487353,1.0
 ,736,9251.246313760497,0.0,6007.30280114318,9283.263257261096,825.1789562009864,825.1789562009862,0.0,9251.246313760497,1261.5335882400677,6601.431649607891,0.0,0.0,11763.979843759658,98.20665907909948,13476.814808198871,15790.075365988047,0.0,0.0,0.0,0.0,4188.671023039873,825.1789562009862,29365.096833266016,1.0
 ,737,9889.565800169312,0.0,6421.795974135916,9923.791855635856,882.1148316120762,882.1148316120764,0.0,9889.565800169312,1348.5771545685425,7056.918652896609,0.0,0.0,11763.979843759658,0.0,14327.633117083236,17063.602994419783,0.0,0.0,0.0,0.0,4188.671023039873,882.1148316120764,31391.23611150302,1.0
 ,738,10041.794733242308,0.0,6520.645930676824,10076.547626389322,895.6931223457175,895.6931223457175,0.0,10041.794733242308,1369.335645442133,7165.54497876574,0.0,0.0,11763.979843759658,0.0,14358.148129799954,17516.289618423547,0.0,0.0,0.0,0.0,4188.671023039873,895.6931223457176,31874.4377482235,1.0
 ,739,14068.428192265406,0.0,9135.342981990523,9086.760777650747,807.7120691245109,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,6461.696552996087,0.0,447.1427360939674,11316.837107665691,0.0,12742.698297070328,16586.751838995388,0.0,0.0,0.0,0.0,4188.671023039873,807.712069124511,29329.450136065716,1.0
 ,740,14068.428192265406,0.0,9135.342981990523,9539.881423031879,847.9894598250559,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,6783.915678600447,0.0,406.86534539342244,10909.97176227227,0.0,13262.054475045901,17447.940987334772,0.0,0.0,0.0,0.0,4188.671023039873,847.9894598250559,30709.995462380673,1.0
 ,741,9785.49496586859,0.0,6354.217510304278,9819.360850401526,872.8320755912468,872.832075591247,0.0,9785.49496586859,1334.3856771638984,6982.656604729975,0.0,0.0,10909.97176227227,0.0,13159.789786684107,17901.10703613152,0.0,0.0,0.0,0.0,4188.671023039873,872.832075591247,31060.89682281563,1.0
 ,742,9415.036326345184,0.0,6113.659952172197,9447.620118397968,839.7884549687084,839.7884549687084,0.0,9415.036326345184,1283.8685899561615,6718.307639749667,0.0,0.0,10909.97176227227,0.0,12366.670648514764,17518.32473860525,0.0,0.0,0.0,0.0,4188.671023039873,839.7884549687084,29884.995387120012,1.0
 ,743,9266.547061627578,0.0,6017.23835170622,9298.61695833722,826.5437296299751,826.5437296299752,0.0,9266.547061627578,1263.6200538583062,6612.349837039801,0.0,0.0,10909.97176227227,0.0,12134.248475306997,17279.415645814053,0.0,0.0,0.0,0.0,4188.671023039873,826.5437296299751,29413.664121121048,1.0
 ,744,9952.856563311449,0.0,6462.893872280161,9987.301657026346,887.7601472912307,887.760147291231,0.0,9952.856563311449,1357.2077131788337,7102.081178329846,0.0,0.0,10909.97176227227,0.0,13065.97738190442,18526.154838651033,0.0,0.0,0.0,0.0,4188.671023039873,887.7601472912309,31592.132220555453,1.0
 ,745,10759.419030689254,0.0,6986.635734213801,10796.655495866105,959.7027107436538,959.7027107436539,0.0,10759.419030689254,1467.193504184898,7677.621685949231,0.0,0.0,10909.97176227227,0.0,14268.526262902358,19883.778301286187,0.0,0.0,0.0,0.0,4188.671023039873,959.702710743654,34152.304564188555,1.0
 ,746,11558.489506978682,0.0,7505.512666869274,11598.491415148254,1030.9770146798448,1030.9770146798453,0.0,11558.489506978682,1576.1576600425474,8247.816117438759,0.0,0.0,10909.97176227227,0.0,15437.866270411629,21250.829728727796,0.0,0.0,0.0,0.0,4188.671023039873,1030.9770146798448,36688.69599913942,1.0
 ,747,14068.428192265406,0.0,9135.342981990523,11933.351499055103,1060.7423554715647,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,8485.938843772517,0.0,194.11244974691363,10715.859312525356,0.0,16141.818934060433,21860.481482444007,0.0,0.0,0.0,0.0,4188.671023039873,1060.742355471565,38002.30041650444,1.0
 ,748,11922.839931436622,0.0,7742.103851582221,11964.102792623622,1063.4758037887664,1063.4758037887666,0.0,11922.839931436622,1625.8418088322665,8507.806430310131,0.0,0.0,10715.859312525356,0.0,16241.537163460192,21603.671713250635,0.0,0.0,0.0,0.0,4188.671023039873,1063.4758037887666,37845.20887671083,1.0
 ,749,14068.428192265406,0.0,9135.342981990523,12282.040324265457,1091.7369177124851,1254.8548052184783,0.0,14068.428192265406,1918.4220262180097,8733.895341699881,0.0,163.11788750599317,10552.741425019363,0.0,16809.744211200585,22254.9238835135,0.0,0.0,0.0,0.0,4188.671023039873,1091.7369177124851,39064.66809471408,1.0
